,full_date,pm
187,2017-09-28,20.53429922954859
188,2017-09-29,27.794844225840794
189,2017-09-30,33.89020235049266
190,2017-10-01,50.87799596537953
191,2017-10-02,49.68894758522684
192,2017-10-03,33.894730198325355
193,2017-10-04,23.65792767515754
194,2017-10-05,29.25058957506545
195,2017-10-06,42.08809787120814
196,2017-10-07,51.42062445287703
197,2017-10-08,66.69076462160541
198,2017-10-09,56.15066571460316
199,2017-10-10,62.90104119128632
200,2017-10-11,71.98078205163468
201,2017-10-12,54.66533047102604
202,2017-10-13,45.37333033795606
203,2017-10-14,48.1195118198293
204,2017-10-15,46.40895350953262
205,2017-10-16,68.84203322954691
206,2017-10-17,43.77424827044643
207,2017-10-18,31.117923151679967
208,2017-10-19,31.97276762273808
209,2017-10-20,40.95229244047464
210,2017-10-21,55.05515124806817
211,2017-10-22,41.62328288772808
212,2017-10-23,58.18232509322134
213,2017-10-24,41.93929722196041
214,2017-10-25,31.56760039481648
215,2017-10-26,36.9877595492432
216,2017-10-27,96.00930931247214
217,2017-10-28,76.54718070607768
218,2017-10-29,77.99929716604989
219,2017-10-30,122.37070778863348
220,2017-10-31,74.51297383847087
221,2017-11-01,79.74932182062939
222,2017-11-02,60.67201315908213
223,2017-11-03,39.83246386613349
224,2017-11-04,44.4229778119368
225,2017-11-05,79.47653016122035
226,2017-11-06,71.22655950671057
227,2017-11-07,50.053752550501926
228,2017-11-08,58.21004876861226
229,2017-11-09,50.51822349359793
230,2017-11-10,29.815394747630545
231,2017-11-11,50.501695125109336
232,2017-11-12,103.63484628140972
233,2017-11-13,105.97361988820936
234,2017-11-14,88.19158332792856
235,2017-11-15,58.37617494894188
236,2017-11-16,50.26190918975107
237,2017-11-17,81.65017715027771
238,2017-11-18,78.26843987541874
239,2017-11-19,54.88110636855512
240,2017-11-20,93.26541866025872
241,2017-11-21,110.93374526321004
242,2017-11-22,111.4237376038027
243,2017-11-23,91.47680072969032
244,2017-11-24,91.18700244740523
245,2017-11-25,111.62996059061936
246,2017-11-26,75.12521051254423
247,2017-11-27,47.87919190023844
248,2017-11-28,57.39107129282836
249,2017-11-29,77.41833307400687
250,2017-11-30,65.36531756447557
251,2017-12-01,79.74517061292889
252,2017-12-02,66.55326747599624
253,2017-12-03,39.304543245523725
254,2017-12-04,46.677987864190136
255,2017-12-05,72.30539938545253
256,2017-12-06,75.27008109845193
257,2017-12-07,109.44427105646632
258,2017-12-08,142.78432915893046
259,2017-12-09,79.45712885289998
260,2017-12-10,57.90233993764763
261,2017-12-11,70.99442336715728
262,2017-12-12,95.64598948303502
263,2017-12-13,103.62947855028176
264,2017-12-14,74.3233195949019
265,2017-12-15,86.30055047780199
266,2017-12-16,122.93056321553928
267,2017-12-17,175.70572867735785
268,2017-12-18,178.8835304362041
269,2017-12-19,209.2559589130421
270,2017-12-20,109.6463379814088
271,2017-12-21,110.00127319016674
272,2017-12-22,173.70851008760448
273,2017-12-23,133.88477805162822
274,2017-12-24,222.6840685353378
275,2017-12-25,112.91298467515678
276,2017-12-26,74.88736271445417
277,2017-12-27,43.30867000809388
278,2017-12-28,79.50935808092719
279,2017-12-29,97.17868281052752
280,2017-12-30,98.36070668366608
281,2017-12-31,122.20650129392509
282,2018-01-01,117.32962094798968
283,2018-01-02,90.9808024084642
284,2018-01-03,110.36583075241798
285,2018-01-04,145.73341911632644
286,2018-01-05,192.37952147542103
287,2018-01-06,216.86513045771457
288,2018-01-07,259.5684486899373
289,2018-01-08,235.41456299023704
290,2018-01-09,114.34552438541212
291,2018-01-10,164.87443016669502
292,2018-01-11,65.18761369456776
293,2018-01-12,72.96585493879428
294,2018-01-13,104.74722990775524
295,2018-01-14,79.04347376492692
296,2018-01-15,70.96737760606024
297,2018-01-16,105.4540587130428
298,2018-01-17,130.23883535651544
299,2018-01-18,174.8064702322416
300,2018-01-19,179.42393613964083
301,2018-01-20,248.2671405277303
302,2018-01-21,212.0521758224505
303,2018-01-22,140.20758804203618
304,2018-01-23,78.8472271348681
305,2018-01-24,80.03000152213441
306,2018-01-25,104.69468434483184
307,2018-01-26,94.4786215510472
308,2018-01-27,96.16622813233865
309,2018-01-28,114.79112845863357
310,2018-01-29,207.29866668678085
311,2018-01-30,127.76384174186614
312,2018-01-31,171.4245636599849
313,2018-02-01,207.4585983123566
314,2018-02-02,164.84938894948812
315,2018-02-03,69.00981634027991
316,2018-02-04,112.09519409152394
317,2018-02-05,96.35783272157282
318,2018-02-06,91.7552457935155
319,2018-02-07,66.85146085356374
320,2018-02-08,86.01428672418845
321,2018-02-09,124.52016116594362
322,2018-02-10,119.13825936537688
323,2018-02-11,166.30939284212408
324,2018-02-12,195.12389015035785
325,2018-02-13,180.96218602324305
326,2018-02-14,113.40910642446524
327,2018-02-15,82.95307289660809
328,2018-02-16,76.63233154410152
329,2018-02-17,108.44899768784776
330,2018-02-18,71.14248952763462
331,2018-02-19,78.65429933950278
332,2018-02-20,105.62811906357344
333,2018-02-21,64.76047534553234
334,2018-02-22,86.98637280854662
335,2018-02-23,121.62936182462803
336,2018-02-24,79.60224996394685
337,2018-02-25,94.159065052852
338,2018-02-26,119.28330597627544
339,2018-02-27,52.68914752149452
340,2018-02-28,42.85471088859985
341,2018-03-01,81.81054038205039
342,2018-03-02,51.4206244874107
343,2018-03-03,62.35603830190767
344,2018-03-04,60.897832627372885
345,2018-03-05,43.46034699910244
346,2018-03-06,43.67095212533243
347,2018-03-07,35.086258740433614
348,2018-03-08,60.143767990552064
349,2018-03-09,44.27050505852163
350,2018-03-10,41.02414896449884
351,2018-03-11,38.93600804323869
352,2018-03-12,30.357092221699208
353,2018-03-13,35.434085327730386
354,2018-03-14,23.881412970591896
355,2018-03-15,32.90885806504647
356,2018-03-16,27.82794289419696
357,2018-03-17,47.00481659768329
358,2018-03-18,57.35676151308511
359,2018-03-19,83.90822917313277
360,2018-03-20,74.08950768994718
361,2018-03-21,73.51392878724657
362,2018-03-22,64.56545940820057
363,2018-03-23,28.9510922933016
364,2018-03-24,30.854451618314684
365,2018-03-25,58.0607042455602
366,2018-03-26,35.90153198064511
367,2018-03-27,23.61862786033764
368,2018-03-28,31.167560187621334
369,2018-03-29,31.07452093749033
370,2018-03-30,24.191421725817516
371,2018-03-31,38.42132610233714
372,2018-04-01,44.90178246807091
373,2018-04-02,45.94881123868488
374,2018-04-03,46.06606274947055
375,2018-04-04,45.32897794385432
376,2018-04-05,60.13833445061931
377,2018-04-06,59.58080202444927
378,2018-04-07,31.95292101789283
379,2018-04-08,25.85014676024361
380,2018-04-09,34.19089026518052
381,2018-04-10,21.90743331749681
382,2018-04-11,16.46773737441216
383,2018-04-12,36.87792733182806
384,2018-04-13,39.838599207712015
385,2018-04-14,39.06594945947701
386,2018-04-15,34.10120827907953
387,2018-04-16,27.47328068750214
388,2018-04-17,30.726698351299028
389,2018-04-18,15.373694676841858
390,2018-04-19,24.847511902982525
391,2018-04-20,38.86669952517413
392,2018-04-21,40.60217041606124
393,2018-04-22,40.58550771073529
394,2018-04-23,29.669447125841764
395,2018-04-24,29.031441420925976
396,2018-04-25,17.9567005826384
397,2018-04-26,22.134964287811723
398,2018-04-27,29.502384939400628
399,2018-04-28,26.067273660621822
400,2018-04-29,26.56152171820728
401,2018-04-30,24.18139504970912
402,2018-05-01,16.420320574347585
403,2018-05-02,12.083774325279668
404,2018-05-03,16.609411479928372
405,2018-05-04,22.622881054760494
406,2018-05-05,20.574686969075643
407,2018-05-06,17.607997601534763
408,2018-05-07,24.524509425992864
409,2018-05-08,34.95848230539295
410,2018-05-09,20.02111672826843
411,2018-05-10,16.749257774489422
412,2018-05-11,21.66796147593953
413,2018-05-12,16.46184904204932
414,2018-05-13,15.365135723752324
415,2018-05-14,26.621564316763425
416,2018-05-15,23.758857098567447
417,2018-05-16,20.707470680282672
418,2018-05-17,13.847024283280213
419,2018-05-18,10.96202303279672
420,2018-05-19,21.74178216824796
421,2018-05-20,23.576445273404847
422,2018-05-21,25.50131445015337
423,2018-05-22,14.140133236346532
424,2018-05-23,9.90878683023958
425,2018-05-24,11.871884218161384
426,2018-05-25,21.796603620836056
427,2018-05-26,31.67335033200844
428,2018-05-27,15.875525181827252
429,2018-05-28,9.988326631644563
430,2018-05-29,17.710787211203915
431,2018-05-30,10.372736002956398
432,2018-05-31,10.563607738099016
433,2018-06-01,23.88981966653454
434,2018-06-02,18.00661562167413
435,2018-06-03,28.98010844261671
436,2018-06-04,40.35095315080972
437,2018-06-05,20.715850327011868
438,2018-06-06,19.475757058069544
439,2018-06-07,13.846128131005036
440,2018-06-08,27.34399888174088
441,2018-06-09,23.901421616249436
442,2018-06-10,48.93284093151657
443,2018-06-11,14.52017049635061
444,2018-06-12,13.37563595372165
445,2018-06-13,12.787148762431562
446,2018-06-14,14.673064692518317
447,2018-06-15,14.855681181768285
448,2018-06-16,21.20203253415562
449,2018-06-17,28.76856976098455
450,2018-06-18,16.34292236249008
451,2018-06-19,16.008416882230613
452,2018-06-20,13.828350328832396
453,2018-06-21,11.70168671433738
454,2018-06-22,12.77373459910178
455,2018-06-23,14.830887859136984
456,2018-06-24,13.867069127767683
457,2018-06-25,8.72360396818223
458,2018-06-26,11.90824801392957
459,2018-06-27,19.95442590482582
460,2018-06-28,18.754379949645475
461,2018-06-29,24.88449649882592
462,2018-06-30,19.560017180956716
463,2018-07-01,16.727981054941477
464,2018-07-02,12.039043713771155
465,2018-07-03,13.512094579290675
466,2018-07-04,18.5504231557553
467,2018-07-05,20.935990391546213
468,2018-07-06,21.25668920167578
469,2018-07-07,24.48077138998327
470,2018-07-08,19.029143835428297
471,2018-07-09,13.15136231519189
472,2018-07-10,20.69982901210537
473,2018-07-11,15.547670527229538
474,2018-07-12,10.39980818855186
475,2018-07-13,12.4969239422344
476,2018-07-14,18.44543948464903
477,2018-07-15,18.946724396692154
478,2018-07-16,13.828216898857454
479,2018-07-17,20.25964860873268
480,2018-07-18,17.871339449500276
481,2018-07-19,22.27313436535893
482,2018-07-20,33.50764345007916
483,2018-07-21,28.87321167196219
484,2018-07-22,27.61924827765557
485,2018-07-23,19.83553329780785
486,2018-07-24,15.069620331297612
487,2018-07-25,21.54216655341673
488,2018-07-26,22.89756789292012
489,2018-07-27,19.039865554736107
490,2018-07-28,27.99071166470196
491,2018-07-29,25.74802730419176
492,2018-07-30,20.80263945674056
493,2018-07-31,20.45700220455576
494,2018-08-01,25.623736885817195
495,2018-08-02,20.772303919479032
496,2018-08-03,28.443447364705392
497,2018-08-04,19.31552736103772
498,2018-08-05,20.642538742994656
499,2018-08-06,20.268430637640268
500,2018-08-07,23.10356486246077
501,2018-08-08,14.304301611444444
502,2018-08-09,18.702205227862013
503,2018-08-10,17.87257373602826
504,2018-08-11,23.627294622249675
505,2018-08-12,23.50400798345993
506,2018-08-13,16.444309738178525
507,2018-08-14,23.72652332264961
508,2018-08-15,28.49914941513291
509,2018-08-16,22.55293442650222
510,2018-08-17,14.723704953665036
511,2018-08-18,21.475751343223376
512,2018-08-19,18.836138801854474
513,2018-08-20,18.14853331300783
514,2018-08-21,21.47164305026502
515,2018-08-22,31.65869083056808
516,2018-08-23,25.910064751229505
517,2018-08-24,20.951743843837345
518,2018-08-25,18.501574887183
519,2018-08-26,19.015496174114084
520,2018-08-27,13.051290048246155
521,2018-08-28,18.870582539169245
522,2018-08-29,12.9505669512768
523,2018-08-30,17.93499541891198
524,2018-09-01,21.217023798262133
525,2018-09-02,20.83734130840872
526,2018-09-03,18.955611022466776
527,2018-09-04,25.582588374291813
528,2018-09-05,25.681226380136124
529,2018-09-06,22.925803186447087
530,2018-09-07,29.861165333883275
531,2018-09-08,26.024524813331105
532,2018-09-09,42.58288846063522
533,2018-09-10,57.56499890143188
534,2018-09-11,28.88100452174146
535,2018-09-12,19.49015565257921
536,2018-09-13,24.82027946884407
537,2018-09-14,36.217857620316586
538,2018-09-15,39.07874277962592
539,2018-09-16,34.27268226914027
540,2018-09-17,25.972964268916314
541,2018-09-18,23.459724983772848
542,2018-09-19,34.58761359736807
543,2018-09-20,29.068843208477467
544,2018-09-21,23.100077899678244
545,2018-09-22,30.27102722312795
546,2018-09-23,28.918920626236755
547,2018-09-24,13.224970723234089
548,2018-09-25,19.602728395703146
549,2018-09-26,31.027790590727964
550,2018-09-27,33.45664166409073
551,2018-09-28,19.903919890259942
552,2018-09-29,35.12314417658864
553,2018-09-30,63.23410761769373
554,2018-10-01,28.663792222431955
555,2018-10-02,23.003075160527164
556,2018-10-03,21.0520070414432
557,2018-10-04,36.50557360374426
558,2018-10-05,40.45876190303647
559,2018-10-06,34.991391289617354
560,2018-10-07,30.124302075417464
561,2018-10-08,24.439258398591225
562,2018-10-09,33.41658161006958
563,2018-10-10,37.75142695362443
564,2018-10-11,39.72287494926371
565,2018-10-12,33.39186854596894
566,2018-10-13,29.224343620462363
567,2018-10-14,30.19235902581196
568,2018-10-15,70.56250441935573
569,2018-10-16,28.14710367178119
570,2018-10-17,26.240278963846347
571,2018-10-18,55.67572076528084
572,2018-10-19,49.81611799882849
573,2018-10-20,48.82636986467684
574,2018-10-21,78.39532193271604
575,2018-10-22,62.90992012623853
576,2018-10-23,41.90637201523482
577,2018-10-24,63.77379063948765
578,2018-10-25,65.4813105421741
579,2018-10-26,63.16105576383248
580,2018-10-27,74.23675287337551
581,2018-10-28,56.85951639835082
582,2018-10-29,39.55050403364854
583,2018-10-30,51.52332908572437
584,2018-11-01,27.809869978864857
585,2018-11-02,43.53333486684371
586,2018-11-03,53.50105974048888
587,2018-11-04,68.46220596244208
588,2018-11-05,82.30268957296359
589,2018-11-06,89.53094079728007
590,2018-11-07,64.99562376945435
591,2018-11-08,51.11923709899804
592,2018-11-09,57.269205555987625
593,2018-11-10,68.11287435043
594,2018-11-11,76.88413901052772
595,2018-11-12,23.08080453995484
596,2018-11-13,60.61187438521097
597,2018-11-14,92.50652429870254
598,2018-11-15,108.51940774374636
599,2018-11-16,145.87847652279697
600,2018-11-17,137.21915703633914
601,2018-11-18,178.38947324811093
602,2018-11-19,226.48401854260223
603,2018-11-20,116.517146114214
604,2018-11-21,81.48905828893321
605,2018-11-22,87.45990912187224
606,2018-11-23,60.55976419383505
607,2018-11-24,57.77469447112079
608,2018-11-25,71.29317953557221
609,2018-11-26,100.66202977952852
610,2018-11-27,87.42947594498186
611,2018-11-28,95.55376234842892
612,2018-11-29,89.83857791882829
613,2018-11-30,70.1436659449147
614,2018-12-01,55.32746642856758
615,2018-12-02,92.80862396095416
616,2018-12-03,95.10186513673078
617,2018-12-04,119.2957347863304
618,2018-12-05,174.76313976938405
619,2018-12-06,184.06860980451265
620,2018-12-07,221.438032598163
621,2018-12-08,174.26366276030708
622,2018-12-09,248.9828664477428
623,2018-12-10,157.8822564197531
624,2018-12-11,109.45468726746208
625,2018-12-12,127.134044576013
626,2018-12-13,103.00014212243744
627,2018-12-14,140.22025179983677
628,2018-12-15,152.85621747478763
629,2018-12-16,75.79922625993362
630,2018-12-17,82.72766931749513
631,2018-12-18,73.09515109242234
632,2018-12-19,79.24757549800506
633,2018-12-20,64.77786976945784
634,2018-12-21,65.27799779564508
635,2018-12-22,89.39103352752274
636,2018-12-23,157.6316420725588
637,2018-12-24,172.8395397127716
638,2018-12-25,126.85420043043362
639,2018-12-26,92.35312208993837
640,2018-12-27,153.7113084908713
641,2018-12-28,133.70138427835914
642,2018-12-29,133.21687886617153
643,2018-12-30,76.33028483285516
644,2018-12-31,121.59203084995217
645,2019-01-01,63.37731182883101
646,2019-01-02,93.66169962807534
647,2019-01-03,157.77907504421106
648,2019-01-04,83.47597892811544
649,2019-01-05,74.73464306406554
650,2019-01-06,94.946726835195
651,2019-01-07,89.07841011509562
652,2019-01-08,74.6200732317621
653,2019-01-09,68.81087507621889
654,2019-01-10,121.22828679352678
655,2019-01-11,86.16539042171514
656,2019-01-12,73.80775028800572
657,2019-01-13,123.03780830734622
658,2019-01-14,115.18735777228603
659,2019-01-15,89.65957388011505
660,2019-01-16,56.67711620850987
661,2019-01-17,109.7778086242428
662,2019-01-18,102.65387167839944
663,2019-01-19,131.10556479420862
664,2019-01-20,116.89020208135275
665,2019-01-21,48.067687256401335
666,2019-01-22,55.249054783980334
667,2019-01-23,51.35054127839855
668,2019-01-24,100.38440792260248
669,2019-01-25,136.01154824503993
670,2019-01-26,119.43714321464336
671,2019-01-27,132.13460526401292
672,2019-01-28,95.9713394140417
673,2019-01-29,77.22030399399777
674,2019-01-30,103.33193498332162
675,2019-01-31,68.68295448348584
676,2019-02-01,50.215089773923175
677,2019-02-02,82.02188726170243
678,2019-02-03,126.36450990046114
679,2019-02-04,172.91259742717264
680,2019-02-05,94.1310183913584
681,2019-02-06,35.19164318178722
682,2019-02-07,87.15186780080487
683,2019-02-08,98.76873650929768
684,2019-02-09,146.14852744235898
685,2019-02-10,112.26602142999342
686,2019-02-11,92.70609968193524
687,2019-02-12,77.660526592298
688,2019-02-13,82.02603584191587
689,2019-02-14,85.21107462655986
690,2019-02-15,48.34997646196499
691,2019-02-16,113.69609963493242
692,2019-02-17,91.81050805913284
693,2019-02-18,48.44014715416805
694,2019-02-19,61.90195006099487
695,2019-02-20,53.62241628604657
696,2019-02-21,37.18135483576851
697,2019-02-22,74.0367444230904
698,2019-02-23,89.59883752426389
699,2019-02-24,97.09139432883852
700,2019-02-25,110.48487252960416
701,2019-02-26,95.91247373356651
702,2019-02-27,109.52593140167468
703,2019-02-28,106.33450709090656
704,2019-03-01,86.37792900515556
705,2019-03-02,110.82133579544566
706,2019-03-03,67.03661530826834
707,2019-03-04,63.17454340106688
708,2019-03-05,56.5202939791472
709,2019-03-06,61.65828350292222
710,2019-03-07,56.69970209578811
711,2019-03-08,71.05384282447496
712,2019-03-09,80.71270687279716
713,2019-03-10,60.3244136064978
714,2019-03-11,59.98328569186357
715,2019-03-12,75.23585619356689
716,2019-03-13,83.84558144942248
717,2019-03-14,84.82433961511806
718,2019-03-15,68.58417919019828
719,2019-03-16,62.93383818481949
720,2019-03-17,76.41935415923258
721,2019-03-18,45.394446971696006
722,2019-03-19,37.65989207649071
723,2019-03-20,68.38519080093873
724,2019-03-21,69.63330662546852
725,2019-03-22,89.20330802177538
726,2019-03-23,90.78351369558436
727,2019-03-24,47.49393786736993
728,2019-03-25,45.11351385045825
729,2019-03-26,45.672026057707136
730,2019-03-27,56.45244483987244
731,2019-03-28,50.58502297838989
732,2019-03-29,33.11960934687693
733,2019-03-30,30.15094683268908
734,2019-03-31,43.179835258003465
735,2019-04-01,41.31992897030502
736,2019-04-02,30.837099831532704
737,2019-04-03,46.03328713619336
738,2019-04-04,34.67790478513977
739,2019-04-05,31.03562193915511
740,2019-04-06,23.320530867250216
741,2019-04-07,37.38750391389567
742,2019-04-08,50.823127583226366
743,2019-04-09,45.09709660461249
744,2019-04-10,33.511519307502354
745,2019-04-11,37.86805353367839
746,2019-04-12,29.075061967500925
747,2019-04-13,26.091346282944382
748,2019-04-14,38.24041252530162
749,2019-04-15,27.958119700556235
750,2019-04-16,22.27459066253707
751,2019-04-17,19.32927091669851
752,2019-04-18,18.88783471421796
753,2019-04-19,27.861556597741647
754,2019-04-20,40.067042923773485
755,2019-04-21,40.61785563572262
756,2019-04-22,25.344984562127564
757,2019-04-23,23.441079450607184
758,2019-04-24,25.67486391678677
759,2019-04-25,14.510257677683851
760,2019-04-26,24.408850035535785
761,2019-04-27,25.08482851591091
762,2019-04-28,31.236348336484216
763,2019-04-29,24.40974079704129
764,2019-04-30,21.36377934987789
765,2019-05-01,23.430923968270307
766,2019-05-02,14.55549052163476
767,2019-05-03,17.148706907458944
768,2019-05-04,25.84296653642996
769,2019-05-05,24.770614430784484
770,2019-05-06,27.019414404627057
771,2019-05-07,18.15942445752456
772,2019-05-08,19.774410606845358
773,2019-05-09,26.659982545151987
774,2019-05-10,19.661342453032116
775,2019-05-11,26.954541216283413
776,2019-05-12,24.258896694462955
777,2019-05-13,16.659679473614467
778,2019-05-14,18.214234363654484
779,2019-05-15,18.2052224245977
780,2019-05-16,34.97924672818083
781,2019-05-17,20.283878892068262
782,2019-05-18,27.000567667885687
783,2019-05-19,20.401168049481686
784,2019-05-20,16.557013208317866
785,2019-05-21,14.327731652392284
786,2019-05-22,16.323088761323735
787,2019-05-23,15.8678163879499
788,2019-05-24,25.34261194836779
789,2019-05-25,21.69464586222764
790,2019-05-26,16.410574527525526
791,2019-05-27,13.23032500013107
792,2019-05-28,12.500218081221323
793,2019-05-29,12.436667777249117
794,2019-05-30,10.951992524324936
795,2019-05-31,10.103609312660897
796,2019-06-01,12.608448445913073
797,2019-06-02,17.126060712178983
798,2019-06-03,12.521916172432368
799,2019-06-04,10.584444948905706
800,2019-06-05,9.44118486346778
801,2019-06-06,7.769389765357886
802,2019-06-07,13.196065113526252
803,2019-06-08,13.594688785901004
804,2019-06-09,17.248508624085456
805,2019-06-10,9.695295980117182
806,2019-06-11,10.75547879330289
807,2019-06-12,10.43976609526648
808,2019-06-13,11.66892096039912
809,2019-06-14,16.7328844159462
810,2019-06-15,13.909546125949907
811,2019-06-16,18.341744630212027
812,2019-06-17,21.183556265401563
813,2019-06-18,12.645775170713597
814,2019-06-19,15.381519030943744
815,2019-06-20,11.119261191289764
816,2019-06-21,15.33455705618313
817,2019-06-22,16.391261868003237
818,2019-06-23,12.264575382908234
819,2019-06-24,13.3349663221216
820,2019-06-25,14.127670057510276
821,2019-06-26,13.704708745378904
