,ds,y,unique_id
88,2018-08-28,-13.521788502694164,2
89,2018-08-29,-9.296221046484053,2
90,2018-08-30,-6.604508844044863,2
91,2018-08-31,-3.38195548994738,2
92,2018-09-01,2.407546919636406,2
93,2018-09-02,-0.833949411600873,2
94,2018-09-03,-6.770200232035343,2
95,2018-09-04,-17.466434543164212,2
96,2018-09-05,-14.50469169193784,2
97,2018-09-06,-3.2275841636020246,2
98,2018-09-07,-8.195557281134949,2
99,2018-09-08,-3.9826018861458827,2
100,2018-09-09,-12.77682190681552,2
101,2018-09-10,-7.420881778347248,2
102,2018-09-11,-12.845017017356573,2
103,2018-09-12,-14.4385053950818,2
104,2018-09-13,-15.821714427231687,2
105,2018-09-14,-11.508491979217819,2
106,2018-09-15,-12.910171087287615,2
107,2018-09-16,-7.951529523855122,2
108,2018-09-17,2.0172302088112275,2
109,2018-09-18,3.0984665355389467,2
110,2018-09-19,-7.197836752502898,2
111,2018-09-20,-3.4687746850409873,2
112,2018-09-21,6.648950494398321,2
113,2018-09-22,8.046044857951795,2
114,2018-09-23,5.764064668427718,2
115,2018-09-24,-3.3813654077358066,2
116,2018-09-25,6.613408306906653,2
117,2018-09-26,-12.077895634644609,2
118,2018-09-27,-14.664432315461365,2
119,2018-09-28,2.8583597806325187,2
120,2018-09-29,5.760151231614596,2
121,2018-09-30,-1.2371835565805327,2
122,2018-10-01,16.662609412920887,2
123,2018-10-02,14.57606833387069,2
124,2018-10-03,12.204186434086854,2
125,2018-10-04,-4.996067392878814,2
126,2018-10-05,-0.3686169799200556,2
127,2018-10-06,14.62558162084261,2
128,2018-10-07,15.093128865600256,2
129,2018-10-08,18.53320373724708,2
130,2018-10-09,2.3847158031115328,2
131,2018-10-10,-8.34434467701216,2
132,2018-10-11,-3.5664164358192707,2
133,2018-10-12,7.209759575190798,2
134,2018-10-13,4.465429497756119,2
135,2018-10-14,10.622021043974769,2
136,2018-10-15,11.543521100580783,2
137,2018-10-16,-4.142693663246348,2
138,2018-10-17,-1.681867463982499,2
139,2018-10-18,-6.756921994678514,2
140,2018-10-19,-0.6924490973512505,2
141,2018-10-20,3.228806190638707,2
142,2018-10-21,1.111810366294904,2
143,2018-10-22,16.418310466215743,2
144,2018-10-23,-10.57907849307103,2
145,2018-10-24,-14.86631152495167,2
146,2018-10-25,-7.578281731344873,2
147,2018-10-26,-4.91278349649393,2
148,2018-10-27,1.2825091424600714,2
149,2018-10-28,4.726524222354378,2
150,2018-10-29,8.032501407222654,2
151,2018-10-30,-20.120182132780194,2
152,2018-10-31,-3.7136018342146286,2
153,2018-11-01,6.826731813130387,2
154,2018-11-02,14.881367547090669,2
155,2018-11-03,22.148164538114784,2
156,2018-11-04,10.603526189410744,2
157,2018-11-05,-1.7073132186301478,2
158,2018-11-06,-6.5642844951926165,2
159,2018-11-07,18.93841973571184,2
160,2018-11-08,7.656031583836821,2
161,2018-11-09,23.161847831414867,2
162,2018-11-10,25.25071519811157,2
163,2018-11-11,-2.2932574600694693,2
164,2018-11-12,-24.346919392999432,2
165,2018-11-13,-26.134796915459333,2
166,2018-11-14,13.410679853825158,2
167,2018-11-15,8.565823529983582,2
168,2018-11-16,12.944694418686566,2
169,2018-11-17,12.057833987106719,2
170,2018-11-18,13.880705764420192,2
171,2018-11-19,24.20666175337093,2
172,2018-11-20,-9.335851906948761,2
173,2018-11-21,-22.344324884623667,2
174,2018-11-22,-16.423610058485565,2
175,2018-11-23,4.254687328106357,2
176,2018-11-24,2.9149767722548177,2
177,2018-11-25,13.439642604517779,2
178,2018-11-26,25.5521101128125,2
179,2018-11-27,9.428446513881283,2
180,2018-11-28,-1.8374992143631275,2
181,2018-11-29,-11.652517626992747,2
182,2018-11-30,45.257052795095674,2
183,2018-12-01,12.049949907322642,2
184,2018-12-02,-4.822845451024278,2
185,2018-12-03,-5.7667039192729845,2
186,2018-12-04,-40.28773413243887,2
187,2018-12-05,-84.68061330295866,2
188,2018-12-06,-113.68168676247377,2
189,2018-12-07,-147.45679618619965,2
190,2018-12-08,-57.12110110744247,2
191,2018-12-09,-81.00576995277343,2
192,2018-12-10,-13.750739621447892,2
193,2018-12-11,6.625672435922709,2
194,2018-12-12,-27.886887164952498,2
195,2018-12-13,-35.507529814540874,2
196,2018-12-14,-19.290154791502673,2
197,2018-12-15,35.16178517118772,2
198,2018-12-16,54.598316686329724,2
199,2018-12-17,21.67836141850728,2
200,2018-12-18,31.92725434241838,2
201,2018-12-19,44.24761648804882,2
202,2018-12-20,34.26514998233692,2
203,2018-12-21,34.38732148657667,2
204,2018-12-22,15.390445931691602,2
205,2018-12-23,18.620267099365876,2
206,2018-12-24,-22.16341993289197,2
207,2018-12-25,-52.56283278015552,2
208,2018-12-26,-7.712645654156901,2
209,2018-12-27,-78.43564673228092,2
210,2018-12-28,-56.960794435632664,2
211,2018-12-29,-18.962167211082757,2
212,2018-12-30,38.9594586813173,2
213,2018-12-31,27.82019483038512,2
214,2019-01-01,39.24862951797651,2
215,2019-01-02,23.135106414454043,2
216,2019-01-03,-20.775742198114685,2
217,2019-01-04,50.04052492408232,2
218,2019-01-05,28.113877939524897,2
219,2019-01-06,21.689121435801525,2
220,2019-01-07,47.41700996168478,2
221,2019-01-08,49.85587138814233,2
222,2019-01-09,42.62870323316834,2
223,2019-01-10,-16.18123821192148,2
224,2019-01-11,13.366256810645254,2
225,2019-01-12,-209.62870518406862,2
226,2019-01-13,8.676730687749057,2
227,2019-01-14,-7.146350986705784,2
228,2019-01-15,55.022628352406315,2
229,2019-01-16,75.3929709582273,2
230,2019-01-17,13.340531186548347,2
231,2019-01-18,28.221686089849868,2
232,2019-01-19,28.97985876109999,2
233,2019-01-20,-5.995847399144452,2
234,2019-01-21,-43.49051440961719,2
235,2019-01-22,60.77430109036301,2
236,2019-01-23,53.92181082947238,2
237,2019-01-24,35.91980857847655,2
238,2019-01-25,22.431492259126387,2
239,2019-01-26,15.007604334134442,2
240,2019-01-27,-3.861662817432716,2
241,2019-01-28,-11.673618018219656,2
242,2019-01-29,23.942172007141167,2
243,2019-01-30,15.511390538089486,2
244,2019-01-31,74.23630145996569,2
245,2019-02-01,60.38462856124407,2
246,2019-02-02,25.370945866177948,2
247,2019-02-03,-6.547224627082841,2
248,2019-02-04,9.360562843805468,2
249,2019-02-05,51.06199268309996,2
250,2019-02-06,61.39600384632081,2
251,2019-02-07,5.030726207003795,2
252,2019-02-08,5.968344224667888,2
253,2019-02-09,-6.22336090656691,2
254,2019-02-10,29.682866240799314,2
255,2019-02-11,-2.482347795935951,2
256,2019-02-12,22.84348065486138,2
257,2019-02-13,-5.976650604802032,2
258,2019-02-14,19.155081296570444,2
259,2019-02-15,57.481373380847856,2
260,2019-02-16,-3.0390353165818453,2
261,2019-02-17,8.127326035141309,2
262,2019-02-18,56.25242286503634,2
263,2019-02-19,29.502838797709558,2
264,2019-02-20,42.810030571238194,2
265,2019-02-21,52.74995887310044,2
266,2019-02-22,25.46680103431804,2
267,2019-02-23,-1.064435408533484,2
268,2019-02-24,23.81321959348977,2
269,2019-02-25,15.97542215722433,2
270,2019-02-26,-4.602527361458328,2
271,2019-02-27,-20.99864221886213,2
272,2019-02-28,-21.626311453573123,2
273,2019-03-01,-5.173806237617725,2
274,2019-03-02,-32.58772470721506,2
275,2019-03-03,20.63527611086785,2
276,2019-03-04,18.409367224642907,2
277,2019-03-05,-3.523051019436508,2
278,2019-03-06,-11.34407301654553,2
279,2019-03-07,-18.78166750100295,2
280,2019-03-08,-15.90882396122035,2
281,2019-03-09,-8.937767560858084,2
282,2019-03-10,-20.438957681797547,2
283,2019-03-11,-24.820811720997796,2
284,2019-03-12,-44.589791886027285,2
285,2019-03-13,-31.22899956270804,2
286,2019-03-14,-38.020748410599005,2
287,2019-03-15,-16.207649459631796,2
288,2019-03-16,-7.002224947611126,2
289,2019-03-17,-33.19783588590389,2
290,2019-03-18,-24.6263781720276,2
291,2019-03-19,-14.078690562086479,2
292,2019-03-20,-34.12813424403848,2
293,2019-03-21,-30.53271524711819,2
294,2019-03-22,-24.418738978268294,2
295,2019-03-23,-37.014960822686064,2
296,2019-03-24,-2.8831585478903676,2
297,2019-03-25,8.699226742055735,2
298,2019-03-26,-0.0065691125134108574,2
299,2019-03-27,-12.916873309144954,2
300,2019-03-28,-20.97367546378107,2
301,2019-03-29,-4.160559801469532,2
302,2019-03-30,-2.552496978484392,2
303,2019-03-31,-0.8954221147904633,2
304,2019-04-01,6.148510103786727,2
305,2019-04-02,2.8615650641777464,2
306,2019-04-03,-2.4017487231454737,2
307,2019-04-04,6.8970322938878965,2
308,2019-04-05,8.896598648213697,2
309,2019-04-06,17.2992388036821,2
310,2019-04-07,5.7586574030685185,2
311,2019-04-08,-1.411333602782861,2
312,2019-04-09,-4.664924515714368,2
313,2019-04-10,-1.8843438542119273,2
314,2019-04-11,-16.423002349085557,2
315,2019-04-12,-5.430136674618801,2
316,2019-04-13,3.7312286246207336,2
317,2019-04-14,-4.171238185441034,2
318,2019-04-15,7.874592238575584,2
319,2019-04-16,-2.949774653058057,2
320,2019-04-17,-8.16281327980434,2
321,2019-04-18,-2.12199769401634,2
322,2019-04-19,-5.1005847496430405,2
323,2019-04-20,-7.119186275706532,2
324,2019-04-21,-12.695276880363316,2
325,2019-04-22,8.672089299549317,2
326,2019-04-23,-10.092805863875444,2
327,2019-04-24,-11.136410488843225,2
328,2019-04-25,-4.502146432028013,2
329,2019-04-26,-19.342330964000304,2
330,2019-04-27,-17.164618595900713,2
331,2019-04-28,-21.70906360016393,2
332,2019-04-29,-18.98206060804978,2
333,2019-04-30,-20.804669254566292,2
334,2019-05-01,-20.256591222296535,2
335,2019-05-02,-10.801031715290144,2
336,2019-05-03,-5.395362959672216,2
337,2019-05-04,-12.147057022190094,2
338,2019-05-05,-14.373927215135375,2
339,2019-05-06,-12.83275591881398,2
340,2019-05-07,-6.698473061007519,2
341,2019-05-08,-3.7390882779432637,2
342,2019-05-09,-0.9792015128003229,2
343,2019-05-10,-0.9400494935190196,2
344,2019-05-11,-9.78620601086292,2
345,2019-05-12,-10.907475201533394,2
346,2019-05-13,-3.780935419794478,2
347,2019-05-14,-16.39185575200301,2
348,2019-05-15,-13.393865286809636,2
349,2019-05-16,9.84341112152494,2
350,2019-05-17,-9.718738195504464,2
351,2019-05-18,-13.00166898606744,2
352,2019-05-19,-2.253338157354726,2
353,2019-05-20,9.46083577829171,2
354,2019-05-21,3.057583509734364,2
355,2019-05-22,-9.623808396565373,2
356,2019-05-23,-6.089788712432071,2
357,2019-05-24,-3.399362696160175,2
358,2019-05-25,-7.398968710823976,2
359,2019-05-26,-8.126869589979144,2
360,2019-05-27,-4.8466456524269255,2
361,2019-05-28,-1.3409556342773197,2
362,2019-05-29,-20.604598776585444,2
363,2019-05-30,-17.27080340702338,2
364,2019-05-31,-8.051363460725272,2
365,2019-06-01,-7.845899792921536,2
366,2019-06-02,-8.307187577636192,2
367,2019-06-03,0.3942337942836538,2
368,2019-06-04,-7.7560295581376835,2
369,2019-06-05,-13.417361487392652,2
370,2019-06-06,-11.76196084172908,2
371,2019-06-07,4.740294607472389,2
372,2019-06-08,7.10682165636733,2
373,2019-06-09,-7.633383154277727,2
374,2019-06-10,-3.2542622038717752,2
375,2019-06-11,-12.373204536524284,2
376,2019-06-12,-15.168018454538615,2
377,2019-06-13,-15.463134958508439,2
378,2019-06-14,-11.927337418949213,2
379,2019-06-15,-4.298876464653887,2
380,2019-06-16,-12.922262685265508,2
381,2019-06-17,-9.02656479445237,2
382,2019-06-18,-10.0035551408309,2
383,2019-06-19,-4.781069028560186,2
384,2019-06-20,-0.1735220062399101,2
385,2019-06-21,3.5598272715897394,2
386,2019-06-22,1.1872275233151086,2
387,2019-06-23,3.6997527377569916,2
388,2019-06-24,4.840403022587299,2
389,2019-06-25,-3.272051448044909,2
390,2019-06-26,-11.310044586534067,2
391,2019-06-27,-13.166661575767971,2
392,2019-06-28,-10.290658630525986,2
393,2019-06-29,-15.1585911049943,2
394,2019-06-30,-15.385348092274732,2
395,2019-07-01,-6.38358742475981,2
396,2019-07-02,-9.882861403017012,2
397,2019-07-03,-14.857311974541872,2
398,2019-07-04,-9.756766180717374,2
399,2019-07-05,-10.245694506625213,2
400,2019-07-06,-10.89115920802563,2
401,2019-07-07,-5.022764756002054,2
402,2019-07-08,2.991027153896134,2
403,2019-07-09,-1.7370893837751495,2
404,2019-07-10,-10.16889837458317,2
405,2019-07-11,-16.60119324730698,2
406,2019-07-12,-12.191174668833405,2
407,2019-07-13,-15.233666137394328,2
408,2019-07-14,-12.129682947793968,2
409,2019-07-15,-11.148418582597717,2
410,2019-07-16,-16.18351974689825,2
411,2019-07-17,-22.66660436876551,2
412,2019-07-18,-16.68212204280904,2
413,2019-07-19,-1.6246254261743545,2
414,2019-07-20,-0.5667388960704223,2
415,2019-07-21,0.783205098449006,2
416,2019-07-22,2.485490302962841,2
417,2019-07-23,13.940243549967974,2
418,2019-07-24,-7.376271218824808,2
419,2019-07-25,-6.11939810938577,2
420,2019-07-26,-7.502502113139279,2
421,2019-07-27,6.431509566737915,2
422,2019-07-28,-0.08418090397042377,2
423,2019-07-29,-22.409466934655438,2
424,2019-07-30,-21.047676809913533,2
425,2019-07-31,-17.39699648706484,2
426,2019-08-01,-9.190095723452462,2
427,2019-08-02,1.1749028844693186,2
428,2019-08-03,3.1035390899484625,2
429,2019-08-04,-6.99901771574401,2
430,2019-08-05,9.903377116076644,2
431,2019-08-06,6.429171866368874,2
432,2019-08-07,3.6783186269091637,2
433,2019-08-08,5.245121266057769,2
434,2019-08-09,4.074914877355603,2
435,2019-08-10,0.7219867852627253,2
436,2019-08-11,9.229353332216967,2
437,2019-08-12,9.651242044893516,2
438,2019-08-13,-16.128013932401142,2
439,2019-08-14,-12.921779048723241,2
440,2019-08-15,0.23795277865361086,2
441,2019-08-16,-5.963237618861818,2
442,2019-08-17,-8.777834972339999,2
443,2019-08-18,-1.9918058860654995,2
444,2019-08-19,3.457843419078319,2
445,2019-08-20,3.594366026540456,2
446,2019-08-21,-5.070328299296921,2
447,2019-08-22,0.013311326137952051,2
448,2019-08-23,1.6572924488754452,2
449,2019-08-24,2.8622799785838247,2
450,2019-08-25,-3.5477075078686617,2
451,2019-08-26,-4.696638577676936,2
452,2019-08-27,-7.27510340116433,2
453,2019-08-28,-18.609221200548145,2
454,2019-08-29,-20.03563755908299,2
455,2019-08-30,-11.878546944239108,2
456,2019-08-31,-6.069316979849045,2
457,2019-09-01,-1.6841025148875062,2
458,2019-09-02,1.9765854962890401,2
459,2019-09-03,-5.733410443377355,2
460,2019-09-04,-10.599900193748287,2
461,2019-09-05,-14.388955896746314,2
462,2019-09-06,-4.529180796188761,2
463,2019-09-07,-13.408665842738579,2
464,2019-09-08,-8.540947674854582,2
465,2019-09-09,-12.086048918535983,2
466,2019-09-10,-9.830083590753048,2
467,2019-09-11,-19.64912481590391,2
468,2019-09-12,-25.496175378520864,2
469,2019-09-13,-21.33437771638533,2
470,2019-09-14,-20.311402498941103,2
471,2019-09-15,-13.901114349431257,2
472,2019-09-16,-2.012154331055921,2
473,2019-09-17,-9.942537927554312,2
474,2019-09-18,-11.382961773808837,2
475,2019-09-19,11.114466858258197,2
476,2019-09-20,5.061085309953498,2
477,2019-09-21,-5.007701156246547,2
478,2019-09-22,7.749196465356423,2
479,2019-09-23,15.102408670503788,2
480,2019-09-24,0.42043032482239795,2
481,2019-09-25,14.617701098374056,2
482,2019-09-26,-5.346340261505503,2
483,2019-09-27,-3.4168754650123603,2
484,2019-09-28,-2.6802819545795487,2
485,2019-09-29,-9.253585088817307,2
486,2019-09-30,-8.554761755497232,2
487,2019-10-01,-14.660479864106136,2
488,2019-10-02,-3.195010545801871,2
489,2019-10-03,-1.4262953938894825,2
490,2019-10-04,-0.7662513383331344,2
491,2019-10-05,2.6412778043507643,2
492,2019-10-06,-9.995333230452637,2
493,2019-10-07,7.642845944090915,2
494,2019-10-08,13.5973065860125,2
495,2019-10-09,12.12663432494135,2
496,2019-10-10,7.42076861085004,2
497,2019-10-11,12.609098806005058,2
498,2019-10-12,-13.85319879586536,2
499,2019-10-13,-9.809400709110484,2
500,2019-10-14,6.899756573986863,2
501,2019-10-15,10.667979699876305,2
502,2019-10-16,-4.70894345475201,2
503,2019-10-17,7.510122216236475,2
504,2019-10-18,-3.436824835364483,2
505,2019-10-19,7.629970121850171,2
506,2019-10-20,10.94180457659688,2
507,2019-10-21,9.718394014805291,2
508,2019-10-22,-9.532059273009594,2
509,2019-10-23,-8.329683629869756,2
510,2019-10-24,7.4743221555702775,2
511,2019-10-25,4.577771017749292,2
512,2019-10-26,-7.883496218887302,2
513,2019-10-27,7.870006737579551,2
514,2019-10-28,2.739307631454558,2
515,2019-10-29,-17.42147940730578,2
516,2019-10-30,-23.513411159141462,2
517,2019-10-31,-2.613914572403665,2
518,2019-11-01,12.631615816729308,2
519,2019-11-02,19.13102659349537,2
520,2019-11-03,30.985416646706106,2
521,2019-11-04,22.89091844684485,2
522,2019-11-05,-6.219508172201856,2
523,2019-11-06,-10.990639742903362,2
524,2019-11-07,25.109414384097462,2
525,2019-11-08,22.847675086227817,2
526,2019-11-09,31.485046453309614,2
527,2019-11-10,31.036511577373204,2
528,2019-11-11,8.672060344834797,2
529,2019-11-12,-25.087182787355275,2
530,2019-11-13,-28.375889194519274,2
531,2019-11-14,17.649043089807748,2
532,2019-11-15,22.404243878216874,2
533,2019-11-16,19.550600301372327,2
534,2019-11-17,10.525201189502447,2
535,2019-11-18,17.06172826594635,2
536,2019-11-19,25.615199527071873,2
537,2019-11-20,-3.1687758437811056,2
538,2019-11-21,-16.437221377774108,2
539,2019-11-22,-6.970669806891692,2
540,2019-11-23,13.238361409145,2
541,2019-11-24,12.395573613470745,2
542,2019-11-25,25.052707986678037,2
543,2019-11-26,28.341155257613224,2
544,2019-11-27,16.253862159114313,2
545,2019-11-28,6.075550937638916,2
546,2019-11-29,-4.241926093226027,2
547,2019-11-30,46.68196331113913,2
548,2019-12-01,-34.337856920722345,2
549,2019-12-02,50.33833572571288,2
550,2019-12-03,-58.638017821480304,2
551,2019-12-04,11.120733334075553,2
552,2019-12-05,22.907745555589287,2
553,2019-12-06,41.224647087574645,2
554,2019-12-07,22.179590914835543,2
555,2019-12-08,30.409872061870644,2
556,2019-12-09,-31.581258906019855,2
557,2019-12-10,-5.856502041425145,2
558,2019-12-11,-2.1171296403861817,2
559,2019-12-12,16.738510853788952,2
560,2019-12-13,43.92758145162955,2
561,2019-12-14,38.483326200373696,2
562,2019-12-15,34.63472462918571,2
563,2019-12-16,22.19083410704343,2
564,2019-12-17,4.857437743804667,2
565,2019-12-18,18.269841359156104,2
566,2019-12-19,49.34310779333872,2
567,2019-12-20,82.58326928426186,2
568,2019-12-21,74.3828648181264,2
569,2019-12-22,108.47874404148757,2
570,2019-12-23,76.03772045487833,2
571,2019-12-24,7.841751222124202,2
572,2019-12-25,-31.452619224492565,2
573,2019-12-26,-14.244783841794046,2
574,2019-12-27,52.777184460024,2
575,2019-12-28,67.17898813901576,2
576,2019-12-29,39.975117514240694,2
577,2019-12-30,43.41765029473737,2
578,2019-12-31,28.471544805909062,2
579,2020-01-01,-40.53045409416231,2
580,2020-01-02,30.034128070278456,2
581,2020-01-03,84.42378931401302,2
582,2020-01-04,65.39383650291344,2
583,2020-01-05,-19.092655964641637,2
584,2020-01-06,-1.19902376846224,2
585,2020-01-07,63.51462767252498,2
586,2020-01-08,18.261808596055303,2
587,2020-01-09,41.42436005850303,2
588,2020-01-10,1.997275857464757,2
589,2020-01-11,27.181741011629228,2
590,2020-01-12,9.580815140900313,2
591,2020-01-13,56.917373066092665,2
592,2020-01-14,56.07320901926376,2
593,2020-01-15,26.67627527652371,2
594,2020-01-16,76.73349535392131,2
595,2020-01-17,17.075038823225512,2
596,2020-01-18,11.796160233655172,2
597,2020-01-19,58.600797988058076,2
598,2020-01-20,98.04934035649663,2
599,2020-01-21,21.957671183275465,2
600,2020-01-22,2.092012604946177,2
601,2020-01-23,-32.82802402875552,2
602,2020-01-24,78.59655348478512,2
603,2020-01-25,58.26889661545532,2
604,2020-01-26,56.73642208823976,2
605,2020-01-27,6.025568253418442,2
606,2020-01-28,85.21410854488202,2
607,2020-01-29,29.502468053116985,2
608,2020-01-30,-19.14054531546587,2
609,2020-01-31,-14.619259871908156,2
610,2020-02-01,-15.896639063318247,2
611,2020-02-02,-2.087843692272912,2
612,2020-02-03,15.224771778378127,2
613,2020-02-04,76.36766352099504,2
614,2020-02-05,51.25282953399238,2
615,2020-02-06,66.71775857659838,2
616,2020-02-07,21.932880291658776,2
617,2020-02-08,74.98667309800237,2
618,2020-02-09,71.28399275969723,2
619,2020-02-10,77.5272418484684,2
620,2020-02-11,65.53744995394803,2
621,2020-02-12,-12.820306780174391,2
622,2020-02-13,54.6093346245617,2
623,2020-02-14,52.01270763926951,2
624,2020-02-15,52.515990706160494,2
625,2020-02-16,75.54342204296515,2
626,2020-02-17,62.67158099519751,2
627,2020-02-18,47.63608209860489,2
628,2020-02-19,59.49061915544709,2
629,2020-02-20,16.687818191902394,2
630,2020-02-21,24.426855672209868,2
631,2020-02-22,71.82192351565922,2
632,2020-02-23,50.64858262284419,2
633,2020-02-24,19.89174147746094,2
634,2020-02-25,41.7968944162643,2
635,2020-02-26,39.006013266338456,2
636,2020-02-27,40.335387373697664,2
637,2020-02-28,37.67104279672065,2
638,2020-02-29,19.076023048743743,2
639,2020-03-01,-12.945983536265032,2
640,2020-03-02,48.79595075139865,2
641,2020-03-03,36.60582220080424,2
642,2020-03-04,-0.09255956845493074,2
643,2020-03-05,2.9439305970571183,2
644,2020-03-06,31.67641568574728,2
645,2020-03-07,27.690583463009908,2
646,2020-03-08,0.9437332192082692,2
647,2020-03-09,-8.862889806827482,2
648,2020-03-10,18.903261102284127,2
649,2020-03-11,16.34295686035974,2
650,2020-03-12,-16.36804496137225,2
651,2020-03-13,-3.318116247241562,2
652,2020-03-14,-4.650806905302339,2
653,2020-03-15,-7.711785025134475,2
654,2020-03-16,12.180974412002676,2
655,2020-03-17,16.22799418250017,2
656,2020-03-18,-2.8585677189908267,2
657,2020-03-19,0.1286679935736288,2
658,2020-03-20,2.3451128169227005,2
659,2020-03-21,12.221215757924114,2
660,2020-03-22,29.019313293250153,2
661,2020-03-23,12.349680674015381,2
662,2020-03-24,25.01231666257118,2
663,2020-03-25,0.6427499887813184,2
664,2020-03-26,-1.4376027070322834,2
665,2020-03-27,-15.295573524697808,2
666,2020-03-28,-1.5640574783108718,2
667,2020-03-29,6.214647205776053,2
668,2020-03-30,1.3175200484204623,2
669,2020-03-31,-4.167227645597315,2
670,2020-04-01,9.49530700082309,2
671,2020-04-02,35.45129697994401,2
672,2020-04-03,14.588369656416297,2
673,2020-04-04,28.265772863903884,2
674,2020-04-05,34.62582641358175,2
675,2020-04-06,27.07670253774222,2
676,2020-04-07,24.188003934190096,2
677,2020-04-08,15.908340399051,2
678,2020-04-09,28.766141330919574,2
679,2020-04-10,23.91913714008903,2
680,2020-04-11,-6.272970642146049,2
681,2020-04-12,10.470009890933774,2
682,2020-04-13,7.895014530590416,2
683,2020-04-14,6.146107338956561,2
684,2020-04-15,12.11215167036821,2
685,2020-04-16,-0.14058574973147842,2
686,2020-04-17,-15.309298271932633,2
687,2020-04-18,14.33584332072116,2
688,2020-04-19,18.19798181599959,2
689,2020-04-20,24.362818825323004,2
690,2020-04-21,1.0102027953106116,2
691,2020-04-22,15.032543338999854,2
692,2020-04-23,18.317238658639837,2
693,2020-04-24,23.04727020239292,2
694,2020-04-25,9.343526557653448,2
695,2020-04-26,-6.548436407477574,2
696,2020-04-27,-3.1046417631127596,2
697,2020-04-28,-2.6011947311080075,2
698,2020-04-29,-5.138708487224278,2
699,2020-04-30,-3.255120219152378,2
700,2020-05-01,7.261938238619521,2
701,2020-05-02,1.3882201418221989,2
702,2020-05-03,10.501805835006163,2
703,2020-05-04,21.376495969447706,2
704,2020-05-05,-2.2000281718428774,2
705,2020-05-06,-0.6127866224201597,2
706,2020-05-07,-0.4380151567471664,2
707,2020-05-08,19.461359014471217,2
708,2020-05-09,25.732021378041484,2
709,2020-05-10,15.523389568182562,2
