,full_date,0,1,2,3,4,5,6,7
0,2017-03-22 00:00:00,161.49444444444444,148.0203366058906,61.31180555555556,41.486398986634285,40.683844011142064,40.31906280727361,36.39402362751911,39.83482989919437
1,2017-03-23 00:00:00,43.07828244062248,44.30872483221477,32.940111420612816,25.105712340374353,84.64926931106471,25.206331711122942,26.172680671618693,23.71283227763085
2,2017-03-24 00:00:00,50.41260497989118,54.90515463917526,36.62970711297071,31.42166723947404,43.675636363636364,26.540618569073434,28.737026955090982,13.845481413154824
3,2017-03-25 00:00:00,37.531852561126584,67.57560975609756,74.98676880222841,70.16537396509935,58.79221681723419,53.90360069074832,65.95865184155664,30.938544415305085
4,2017-03-26 00:00:00,35.95927059052059,45.677083333333336,38.234516353514266,21.692307692307693,48.34840055632824,31.4512588465891,33.4535055208092,16.18876515376883
5,2017-03-27 00:00:00,29.52150869156683,22.100764419735928,30.08692628650904,17.733463035019454,25.86610878661088,19.683330718877013,70.42292490118577,15.850732941786212
6,2017-03-28 00:00:00,54.75501586316298,45.42618384401114,36.785664578984,26.655788529488838,23.530967292971468,24.867782806656965,51.22589725545391,17.59203587754916
7,2017-03-29 00:00:00,66.04758290247213,75.58524704244955,41.144444444444446,26.1939229328236,31.14435879467414,16.303167177092742,49.61533052039381,16.371956813583438
8,2017-03-30 00:00:00,21.069338745628883,74.73991655076495,29.184540389972145,24.62690528321925,29.700139470013948,22.336814282521306,43.45473537604457,16.613154950428395
9,2017-03-31 00:00:00,66.64178466419065,41.11961057023644,44.27785515320334,33.729559748427675,30.5427974947808,30.88467490684398,39.34631432545201,21.184077696232137
10,2017-04-01 00:00:00,18.557511772452703,47.24442896935933,20.239357990230285,25.737465181058496,23.582302568981923,30.057388124454928,35.84309623430963,38.055582443865376
11,2017-04-02 00:00:00,27.423469065656565,61.24287749287749,70.93801112656467,43.05222841225627,37.50071022727273,45.04353877519015,56.2533147243545,45.180961791642346
12,2017-04-03 00:00:00,47.755315709211644,26.87319587628866,54.5306781775108,34.38326446280992,32.33508956796628,43.577535751316276,39.46600877192982,45.52156285994001
13,2017-04-07 00:00:00,33.262396002239214,40.78401122019636,33.882432866160265,41.94545454545455,36.998046875,29.799183188240523,48.87078651685393,32.248488661233125
14,2017-04-08 00:00:00,21.113835101321328,74.88325225851285,27.033675099128146,51.45340751043116,44.327856025039125,30.418523213928,56.4747191011236,18.885678343102168
15,2017-04-09 00:00:00,49.65387828423782,116.11203897007655,46.82364740560574,55.43949930458971,49.2080723729993,22.021240010849397,53.86843946815955,21.159277164579116
16,2017-04-10 00:00:00,27.309870962756918,117.1924422673198,25.108568361188485,51.491974877878576,49.50386507378777,16.783532794152407,54.59635811836115,17.573482297853904
17,2017-04-11 00:00:00,19.08966059097675,99.35328046142754,17.300930286842497,31.69956772334294,22.058950395398995,13.584568636531799,32.42815884476534,13.570720372645653
18,2017-04-12 00:00:00,39.21349574632637,19.933192686357245,43.825587184143984,9.869839048285517,8.032235459004905,28.801639440401914,14.051120448179272,33.533152477315255
19,2017-04-13 00:00:00,69.65416666666667,25.70546486870121,50.1400984647276,20.093304843304843,12.694226657163222,25.61141950164124,22.13,18.062494020797185
20,2017-04-14 00:00:00,65.00016248839368,28.54407514450867,33.702439024390245,21.77705627705628,18.97103548153512,31.499095204584297,23.21836587129429,24.475593672678613
21,2017-04-15 00:00:00,44.32072776526932,46.62867132867133,31.911621433542106,42.11879804332634,34.03138075313807,28.91656286822861,42.24299719887955,30.074819862824718
22,2017-04-16 00:00:00,35.783003048780486,48.14156206415621,25.1501042390549,63.47463516330785,44.59357541899441,21.579783729321957,61.38048780487805,18.296650045238003
23,2017-04-17 00:00:00,42.885486737058976,24.02661870503597,27.605555555555554,24.88433908045977,19.8845050215208,30.14632284189206,25.23054755043228,25.96250097397538
