,0,1,2
0,148.0203366058906,40.683844011142064,39.02291666666667
1,44.30872483221477,29.237465181058496,24.60632183908046
2,54.90515463917526,43.675636363636364,32.66202090592334
3,67.57560975609756,58.79221681723419,73.68850174216028
4,45.677083333333336,48.34840055632824,41.90181058495822
5,22.100764419735928,25.86610878661088,24.221140472879
6,45.42618384401114,23.530967292971468,27.72144846796657
7,75.58524704244955,31.14435879467414,22.707028531663187
8,74.73991655076495,29.700139470013948,23.842032011134307
9,41.11961057023644,30.542797494780796,47.537178596247394
10,47.24442896935933,23.582302568981923,31.903337969401942
11,61.24287749287749,37.50071022727273,42.349338900487126
12,26.87319587628866,32.33508956796628,41.77105080027836
13,80.89594972067039,44.31082118188795,38.121593291404615
14,104.61888111888112,55.17132867132867,53.64722222222223
15,98.69006254343294,51.85161744022504,49.09861111111111
16,40.78401122019636,36.998046875,33.08286908077994
17,74.88325225851285,44.327856025039125,24.507649513212797
18,116.11203897007655,49.2080723729993,28.88399708949794
19,117.1924422673198,49.50386507378777,20.073018080667595
20,99.35328046142754,22.058950395398995,15.220138888888888
21,19.933192686357245,8.032235459004905,33.06041666666667
22,25.70546486870121,12.694226657163222,26.38055555555556
23,28.54407514450867,18.97103548153512,26.05625
24,46.62867132867133,34.03138075313807,27.386648122392213
25,48.14156206415621,44.59357541899441,25.28489620615605
26,24.02661870503597,19.8845050215208,22.58125
27,36.45762711864407,31.38434414668547,14.177453027139874
28,57.97339055793992,37.45705521472393,26.918021201413428
29,51.9978976874562,22.19706498951782,37.60356347438753
30,31.031757233592096,19.06633733239238,
31,43.852161785216175,17.776462395543174,27.930313588850176
32,33.49687282835302,19.914804469273744,21.14305555555556
33,41.85136078157712,19.3562412342216,27.43929824561404
34,46.43715083798882,19.16890459363957,20.294979079497907
35,31.76775738228252,19.68975265017668,25.16759388038943
36,19.79178605539637,9.913616398243043,31.50730688935282
37,14.229108635097491,8.162952646239555,23.779944289693592
38,25.350767085076708,18.62831241283124,13.680555555555555
39,40.82538517975055,19.75091041514931,20.156576200417536
40,42.05288796102992,13.228890439637125,12.113668061366806
41,45.64017033356991,29.647727272727277,7.458594293667362
42,43.94097222222222,19.522585128561506,16.493741307371348
43,50.49756775538568,27.33727399165508,19.3567454798331
44,38.32242617717478,15.11482254697286,19.07997218358832
45,29.60500695410292,17.878745644599302,12.839248434237996
46,38.39151599443672,16.82033426183844,15.771050800278358
47,58.90138888888889,23.80362116991644,22.700486448922863
48,29.27512473271561,15.596100278551532,13.041029207232269
49,31.71001390820584,12.974198047419804,16.646796338672768
50,22.337734537873523,11.397489539748952,20.3556338028169
51,34.599027102154274,15.339596381350034,18.866666666666667
52,35.96872828353023,19.360222531293463,31.597163120567377
53,34.00069444444444,22.25956854558107,25.619858156028368
54,22.975694444444443,10.93815149409312,11.927053824362606
55,20.13500347947112,13.541201117318437,12.757644394110985
56,25.290972222222223,22.595104895104896,11.58970792767733
57,25.55208333333333,24.38649025069638,27.37630662020906
58,26.25156358582349,22.639494026704146,19.543871866295262
59,38.202777777777776,25.07115531752104,20.76306620209059
