,Unnamed: 0,full_date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,104,105,106,108,3269728,4372603,4438736,4439094,4439475,5901326,5917712,7723955,30369354,34703847,36200067,36671067,37052366,38834077,39168240,39379024,Grand Total,nan_percentage
1070,1070,2020-03-01,,88.72769409038239,,64.31122088920254,58.22007722007722,63.23017543859649,196.13718662952647,,60.063503140265176,,,32.16364902506964,,87.77870563674321,,111.74703004891684,,55.04189944134078,,218.19624217119,65.22322670375522,,,86.98011363636364,70.96491228070175,,,,,,,,,,,,,65.60422740524781,,,88.2926575838253,56.81818181818182
1071,1071,2020-03-02,,32.32098765432099,,24.468884120171676,25.3723034098817,25.632567849686847,152.99587118084227,,23.6219426974144,,,22.0197461212976,,44.72423398328691,,82.020964360587,,35.93706293706294,,173.6107242339833,21.27576601671309,,,47.36138613861386,52.79173838209983,,,,,,42.16276041666666,,,,,,,27.26235465116279,,,52.098705884612,54.54545454545454
1072,1072,2020-03-03,,39.26905829596413,,34.31968295904888,20.745987438939288,27.05362116991644,44.3973556019485,,34.706415620641565,,,40.30264993026499,,37.17852161785216,,33.64985994397759,,27.946554149085795,,37.879610299234514,27.27070285316632,,,32.30872959545777,50.208510638297874,,,,,,31.061472480343102,,,,,,,30.550185873605948,,,34.303057404234046,54.54545454545454
1073,1073,2020-03-04,,70.81224489795919,,47.60361718161266,37.97979094076655,41.69867780097425,64.76532033426184,,60.42358688066992,,,59.27924791086351,,59.943396226415096,,47.82244318181818,,49.279102384291726,,48.30201809324983,45.76757132915797,,,45.53182461103253,56.151009046624914,,,,,,48.55285714285714,,,,,,,51.939194139194136,,,52.24074388135934,54.54545454545454
1074,1074,2020-03-05,,61.52198316183349,,54.2984375,43.35636363636364,44.20975609756098,119.5891364902507,,51.23930131004367,,,44.51430615164521,,70.49721835883172,,63.182833217027216,,49.52835606604451,,104.2839248434238,47.72063933287005,,,54.82508960573477,53.89852941176471,,,,,,49.44380816034359,,,,,,,53.09135004042037,,,60.325064586509896,54.54545454545454
1075,1075,2020-03-06,,30.64019448946516,,34.818250950570345,,24.46336357292393,52.21912072575017,,24.406578026592022,,,26.574319609211443,,36.345644599303135,,24.665734265734265,,25.74493361285814,,34.27057182705718,24.26411149825784,,,24.6485693323551,31.122720897615707,,,,,,24.407942238267147,,,,,,,23.205967976710333,,,29.453201574844798,56.81818181818182
1076,1076,2020-03-07,,34.954070981210855,,28.388826815642457,,24.721140472879,30.446453407510432,,35.47075208913649,,,34.19596942321056,,28.63604732080724,,14.572065378900446,,45.70459363957597,,16.86578581363004,25.84016678248784,,,20.694209039548024,33.27272727272727,,,,,,32.7763440860215,,,,,,,23.04005826656956,,,28.63861405265717,56.81818181818182
1077,1077,2020-03-08,,65.32410779315367,,46.27434944237918,,44.23210562890896,71.92623521224773,,54.48295059151009,,,42.78357689631176,,69.07023643949931,,36.40620592383639,,58.57853403141361,,52.160863509749305,50.45271210013908,,,43.66004258339248,68.0909090909091,,,,,,54.22668579626973,,,,,,,54.759941089838,,,54.16196374197056,56.81818181818182
1078,1078,2020-03-09,,76.95603576751118,,66.23882681564245,,51.54381084840056,107.35017793594308,,59.0570281124498,,,54.46866295264624,,72.43284620737649,,58.39413919413919,,46.57300073367571,,85.7792479108635,54.58344923504868,,,64.13111268603826,64.52331245650662,,,,,,55.442433019551046,,,,,,,62.40583941605839,,,65.32532821945674,56.81818181818182
