iter	MultiRMSE
384	0.0008311828397
385	0.0008104032684
386	0.0007901431864
387	0.0007703896064
388	0.000751129866
389	0.0007355162708
390	0.0007171283637
391	0.0006992001544
392	0.0006817201503
393	0.0006646771462
394	0.0006480602173
395	0.0006318587117
396	0.0006160622436
397	0.0006006606873
398	0.0005856441699
399	0.0005718652314
400	0.0005575686004
401	0.0005436293851
402	0.0005300386503
403	0.0005167876839
404	0.000504382261
405	0.0004917727043
406	0.0004794783865
407	0.0004674914267
408	0.0004558041408
409	0.0004449462442
410	0.0004338225879
411	0.0004236268739
412	0.0004130362019
413	0.0004027102967
414	0.0003926425392
415	0.0003828264755
416	0.0003732558135
417	0.0003644595273
418	0.0003561681631
419	0.0003472639589
420	0.0003391007256
421	0.0003306232073
422	0.0003231486032
423	0.000315069888
424	0.0003081533167
425	0.0003004494837
426	0.0002929382465
427	0.0002856147902
428	0.0002784744204
429	0.0002715125598
430	0.0002650358974
431	0.0002584099999
432	0.0002519497498
433	0.000247205075
434	0.0002410249481
435	0.0002349993243
436	0.0002291243411
437	0.0002233962325
438	0.0002181801949
439	0.0002130620395
440	0.0002096194466
441	0.0002043789604
442	0.0001992694863
443	0.0001946599265
444	0.0001897934283
445	0.0001854564735
446	0.0001808200616
447	0.00017629956
448	0.0001724818659
449	0.0001681698192
450	0.0001639655737
451	0.0001598664343
452	0.0001561295571
453	0.0001522263181
454	0.0001484206601
455	0.0001447101435
456	0.0001410923899
457	0.0001375650801
458	0.0001345919958
459	0.0001319297562
460	0.0001291142025
461	0.0001258863474
462	0.0001227391887
463	0.0001198739309
464	0.0001168770826
465	0.0001139551555
466	0.0001111062766
467	0.0001083286196
468	0.0001056204041
469	0.0001029798939
470	0.0001004053966
471	9.78952616e-05
472	9.544788003e-05
473	9.319149074e-05
474	9.102602197e-05
475	8.875037138e-05
476	8.653161207e-05
477	8.436832173e-05
478	8.225911366e-05
479	8.020263579e-05
480	7.819756986e-05
481	7.654233967e-05
482	7.462878115e-05
483	7.298259181e-05
484	7.115802699e-05
485	6.937907629e-05
486	6.764459935e-05
487	6.595348434e-05
488	6.430464721e-05
489	6.279457734e-05
490	6.122471288e-05
491	5.969409503e-05
492	5.849465272e-05
493	5.703228638e-05
494	5.596597926e-05
495	5.469793207e-05
496	5.340776389e-05
497	5.207256978e-05
498	5.077075551e-05
499	4.971410197e-05
500	4.84712494e-05
501	4.781893943e-05
502	4.705352015e-05
503	4.587718213e-05
504	4.473025256e-05
505	4.361199623e-05
506	4.252169631e-05
507	4.145865388e-05
508	4.042218752e-05
509	3.941163282e-05
510	3.842634198e-05
511	3.746568342e-05
512	3.652904132e-05
513	3.561581527e-05
514	3.472541988e-05
515	3.385728437e-05
516	3.301085225e-05
517	3.218558093e-05
518	3.138094139e-05
519	3.072688188e-05
520	2.995870982e-05
521	2.920974206e-05
522	2.84794985e-05
523	2.78188821e-05
524	2.712341003e-05
525	2.644532477e-05
526	2.588639096e-05
527	2.523923118e-05
528	2.460825039e-05
529	2.399304412e-05
530	2.339321801e-05
531	2.280838755e-05
532	2.223817785e-05
533	2.16822234e-05
534	2.114016781e-05
535	2.081265381e-05
536	2.029233746e-05
537	1.978502901e-05
538	1.931932648e-05
539	1.883634331e-05
540	1.836543472e-05
541	1.802554597e-05
542	1.757490732e-05
543	1.722388981e-05
544	1.679329256e-05
545	1.645106337e-05
546	1.624575378e-05
547	1.590260346e-05
548	1.552827163e-05
549	1.514006483e-05
550	1.47615632e-05
551	1.439252412e-05
552	1.405199177e-05
553	1.370069197e-05
554	1.353120507e-05
555	1.319292494e-05
556	1.286310181e-05
557	1.254152426e-05
558	1.225571096e-05
559	1.194931818e-05
560	1.165058523e-05
561	1.143252528e-05
562	1.114671215e-05
563	1.086804434e-05
564	1.059634322e-05
565	1.043210095e-05
566	1.017129842e-05
567	9.917015954e-06
568	9.710430488e-06
569	9.486377855e-06
570	9.265623144e-06
571	9.033982562e-06
572	8.823685145e-06
573	8.603093013e-06
574	8.388015684e-06
575	8.178315289e-06
576	7.973857404e-06
577	7.774510966e-06
578	7.580148189e-06
579	7.390644481e-06
580	7.205878366e-06
581	7.025731404e-06
582	6.850088117e-06
583	6.678835911e-06
584	6.511865011e-06
585	6.349068383e-06
586	6.190341671e-06
587	6.074487987e-06
588	5.922625785e-06
589	5.774560138e-06
590	5.630196133e-06
591	5.502216544e-06
592	5.418573069e-06
593	5.293017912e-06
594	5.160692462e-06
595	5.031675149e-06
596	4.905883268e-06
597	4.783236185e-06
598	4.668335551e-06
599	4.55162716e-06
600	4.4480477e-06
601	4.336846506e-06
602	4.228425342e-06
603	4.122714707e-06
604	4.031663341e-06
605	3.949210382e-06
606	3.873481234e-06
607	3.776644201e-06
608	3.689775295e-06
609	3.614117245e-06
610	3.541143692e-06
611	3.452615098e-06
612	3.400297727e-06
613	3.315290283e-06
614	3.261073159e-06
615	3.179546329e-06
616	3.10005767e-06
617	3.022556227e-06
618	2.94699232e-06
619	2.873317511e-06
620	2.801484572e-06
621	2.742045102e-06
622	2.673493973e-06
623	2.606656623e-06
624	2.541490206e-06
625	2.47795295e-06
626	2.419529112e-06
627	2.359040883e-06
628	2.30006486e-06
629	2.273366104e-06
630	2.216531951e-06
631	2.16702495e-06
632	2.112849326e-06
633	2.060028092e-06
634	2.008527389e-06
635	1.958314203e-06
636	1.909356348e-06
637	1.861622438e-06
638	1.815081876e-06
639	1.769704829e-06
640	1.725462207e-06
641	1.682325652e-06
642	1.644095232e-06
643	1.60299285e-06
644	1.562918029e-06
645	1.523845077e-06
646	1.489304559e-06
647	1.452071944e-06
648	1.415770145e-06
649	1.390515361e-06
650	1.355752477e-06
651	1.321858664e-06
652	1.288812197e-06
653	1.256591892e-06
654	1.233969341e-06
655	1.205311646e-06
656	1.176321171e-06
657	1.146913141e-06
658	1.118240312e-06
659	1.090284304e-06
660	1.063027196e-06
661	1.036451516e-06
662	1.010540228e-06
663	9.852767215e-07
664	9.606448031e-07
665	9.366286826e-07
666	9.132129652e-07
667	8.934578287e-07
668	8.730451604e-07
669	8.512190311e-07
670	8.29938555e-07
671	8.104065914e-07
672	7.901464263e-07
673	7.722521971e-07
674	7.529458919e-07
675	7.341222443e-07
676	7.157691879e-07
677	6.97874958e-07
678	6.840442295e-07
679	6.745498189e-07
680	6.576860732e-07
681	6.412439211e-07
682	6.252128229e-07
683	6.095825021e-07
684	5.953288328e-07
685	5.804456117e-07
686	5.659344712e-07
687	5.517861092e-07
688	5.387348014e-07
689	5.252664311e-07
690	5.121347702e-07
691	5.01635801e-07
692	4.890949058e-07
693	4.787084487e-07
694	4.667407373e-07
695	4.550722187e-07
696	4.43695413e-07
697	4.326030275e-07
698	4.217879517e-07
699	4.112432527e-07
700	4.045588286e-07
701	3.944448578e-07
702	3.880524024e-07
703	3.790964443e-07
704	3.696190331e-07
705	3.60378557e-07
706	3.52049789e-07
707	3.432485441e-07
708	3.346673303e-07
709	3.263006469e-07
710	3.181431307e-07
711	3.128058446e-07
712	3.049856983e-07
713	2.973610557e-07
714	2.899270293e-07
715	2.826788534e-07
716	2.75611882e-07
717	2.687215848e-07
718	2.626118424e-07
719	2.564134899e-07
720	2.500031526e-07
721	2.457620269e-07
722	2.412492746e-07
723	2.369574179e-07
724	2.310334824e-07
725	2.252576452e-07
726	2.200686516e-07
727	2.145669352e-07
728	2.092027618e-07
729	2.051593479e-07
730	2.000303641e-07
731	1.950296049e-07
732	1.901538647e-07
733	1.871444078e-07
734	1.824657976e-07
735	1.779041526e-07
736	1.734565487e-07
737	1.691201349e-07
738	1.648921315e-07
739	1.607698281e-07
740	1.567505823e-07
741	1.528318177e-07
742	1.493351088e-07
743	1.456017311e-07
744	1.419616877e-07
745	1.384126455e-07
746	1.349523293e-07
747	1.31578521e-07
748	1.282890579e-07
749	1.250818314e-07
750	1.219547856e-07
751	1.189059159e-07
752	1.15933268e-07
753	1.131994172e-07
754	1.103694318e-07
755	1.077997592e-07
756	1.052492363e-07
757	1.026180053e-07
758	1.004831216e-07
759	9.830595796e-08
760	9.584830897e-08
761	9.345210119e-08
762	9.111579862e-08
763	8.883790359e-08
764	8.661695596e-08
765	8.445153202e-08
766	8.234024366e-08
767	8.13557257e-08
768	7.932183253e-08
769	7.733878671e-08
770	7.557717871e-08
771	7.368774929e-08
772	7.197308615e-08
773	7.025250088e-08
774	6.858639191e-08
775	6.714339934e-08
776	6.546481435e-08
777	6.382819398e-08
778	6.223248913e-08
779	6.067667689e-08
780	5.946456282e-08
781	5.797794876e-08
782	5.65285e-08
783	5.5847265e-08
784	5.445108334e-08
785	5.375896494e-08
786	5.241499083e-08
787	5.110461602e-08
788	4.982700057e-08
789	4.858132552e-08
790	4.73667924e-08
791	4.618262254e-08
792	4.512256208e-08
793	4.465087647e-08
794	4.353460449e-08
795	4.244623938e-08
796	4.138508343e-08
797	4.035045633e-08
798	3.934169491e-08
799	3.835815247e-08
800	3.739919864e-08
801	3.672534128e-08
802	3.580720771e-08
803	3.496864146e-08
804	3.409442546e-08
805	3.330266625e-08
806	3.247009957e-08
807	3.165834702e-08
808	3.086688831e-08
809	3.014052573e-08
810	2.938701256e-08
811	2.865233717e-08
812	2.793602875e-08
813	2.723762803e-08
814	2.655668728e-08
815	2.594538236e-08
816	2.529674779e-08
817	2.46962373e-08
818	2.407883132e-08
819	2.347686049e-08
820	2.29220866e-08
821	2.234903441e-08
822	2.185228437e-08
823	2.130597726e-08
824	2.077332779e-08
825	2.025399457e-08
826	1.974764472e-08
827	1.925395356e-08
828	1.877260466e-08
829	1.830328953e-08
830	1.787363242e-08
831	1.76105704e-08
832	1.717030605e-08
833	1.67782393e-08
834	1.635878329e-08
835	1.594981365e-08
836	1.555106831e-08
837	1.516229161e-08
838	1.486048921e-08
839	1.448897699e-08
840	1.419058803e-08
841	1.386510416e-08
842	1.351847656e-08
843	1.32064119e-08
844	1.287625154e-08
845	1.258084052e-08
846	1.226631948e-08
847	1.202129261e-08
848	1.175036781e-08
849	1.147481804e-08
850	1.124403882e-08
851	1.104740692e-08
852	1.079129688e-08
853	1.052151445e-08
854	1.027903134e-08
855	1.002205552e-08
856	9.771504126e-09
857	9.54685675e-09
858	9.323143035e-09
859	9.090064494e-09
860	8.862812851e-09
861	8.697999216e-09
862	8.497628173e-09
863	8.285187414e-09
864	8.183287028e-09
865	7.990153714e-09
866	7.790399886e-09
867	7.595639854e-09
868	7.405748872e-09
869	7.220605105e-09
870	7.052199728e-09
871	6.875894695e-09
872	6.703997364e-09
873	6.580814498e-09
874	6.443944981e-09
875	6.282846341e-09
876	6.125775153e-09
877	5.972630726e-09
878	5.823314906e-09
879	5.67773192e-09
880	5.535788619e-09
881	5.397393899e-09
882	5.271995162e-09
883	5.140195267e-09
884	5.011690374e-09
885	4.886398075e-09
886	4.787738146e-09
887	4.668044662e-09
888	4.557220918e-09
889	4.443290399e-09
890	4.332208092e-09
891	4.278600752e-09
892	4.17163573e-09
893	4.067344856e-09
894	3.98323844e-09
895	3.940497022e-09
896	3.841984588e-09
897	3.745934969e-09
898	3.652286561e-09
899	3.584881285e-09
900	3.503350138e-09
901	3.41576636e-09
902	3.330372188e-09
903	3.247112868e-09
904	3.172912014e-09
905	3.093589194e-09
906	3.020922436e-09
907	2.971168323e-09
908	2.896889124e-09
909	2.824466873e-09
910	2.764541299e-09
911	2.695427732e-09
912	2.628042023e-09
913	2.584951464e-09
914	2.525152901e-09
915	2.462024015e-09
916	2.400473377e-09
917	2.363286899e-09
918	2.319413286e-09
919	2.275574281e-09
920	2.221911071e-09
921	2.16636327e-09
922	2.112204139e-09
923	2.076767881e-09
924	2.024848589e-09
925	1.974227356e-09
926	1.935234177e-09
927	1.886853269e-09
928	1.847152245e-09
929	1.800973463e-09
930	1.755949094e-09
931	1.715387909e-09
932	1.672503128e-09
933	1.630690542e-09
934	1.589923279e-09
935	1.552651711e-09
936	1.513835389e-09
937	1.478272914e-09
938	1.441316054e-09
939	1.405283139e-09
940	1.372807067e-09
941	1.340880877e-09
942	1.317029292e-09
943	1.286281157e-09
944	1.254124079e-09
945	1.222770992e-09
946	1.194800801e-09
947	1.164930794e-09
948	1.141844829e-09
949	1.113298712e-09
950	1.09273735e-09
951	1.067165762e-09
952	1.042097817e-09
953	1.017631193e-09
954	9.921904234e-10
955	9.673856012e-10
956	9.449532111e-10
957	9.213293601e-10
958	8.982961147e-10
959	8.778883464e-10
960	8.576417748e-10
961	8.379982863e-10
962	8.170483153e-10
963	7.966220836e-10
964	7.767065089e-10
965	7.587676769e-10
966	7.463300776e-10
967	7.276718543e-10
968	7.136192594e-10
969	6.957787759e-10
970	6.78384239e-10
971	6.630632462e-10
972	6.47854823e-10
973	6.333438367e-10
974	6.18575727e-10
975	6.031113055e-10
976	5.895328717e-10
977	5.761143374e-10
978	5.64743725e-10
979	5.515456313e-10
980	5.407373224e-10
981	5.280731157e-10
982	5.160368762e-10
983	5.041390416e-10
984	4.915355318e-10
985	4.792471576e-10
986	4.672659566e-10
987	4.555842605e-10
988	4.450806845e-10
989	4.345400598e-10
990	4.236765494e-10
991	4.137186417e-10
992	4.041061991e-10
993	3.946299372e-10
994	3.856976967e-10
995	3.760552327e-10
996	3.673000031e-10
997	3.596002523e-10
998	3.512339963e-10
999	3.424531356e-10
