Model,Transforms,Lags,Lag Transforms,Lag Name,test_30_days,test_60_days,test_90_days,test_120_days,test_150_days,test_180_days,test_240_days,test_300_days,test_360_days,test_480_days,test_600_days,test_720_days,test_1241_days
SGDRegressor,AutoDifferences(max_diffs=27),"[1, 3, 9, 13]","{1: [<function expanding_mean at 0x0000024CC6106700>], 7: [<function rolling_mean_14 at 0x0000024CC3B93100>], 30: [<function expanding_mean at 0x0000024CC6106700>]}",lags_15_features_4,139.7597390515856,335.56019173058786,992.0102400855241,4566.863186840883,14903.354302788392,59956.054655166714,720639.8402744745,35510244.20645885,2727172168.129594,2873980237018.145,941194670165038.1,2.7786399066475525e+18,1.3183640936902217e+32
SGDRegressor,AutoDifferences(max_diffs=27),"[1, 3, 9, 13]","{1: [<function rolling_mean_14 at 0x0000024CC3B93100>], 7: [<function rolling_mean_30 at 0x0000024CBE7EAB60>], 30: [<function expanding_mean at 0x0000024CC6106700>]}",lags_15_features_4,120.41513543699433,127.39903554420802,109.20634669037194,90.60285607673022,82.72923269682528,86.67184457831044,99.66363956081143,98.70546716200249,91.64851136511405,103.3962239208986,98.22093737399116,92.44260686049957,112.60648008815491
SGDRegressor,LocalStandardScaler(stats_=[[26.91388437 12.96095392]]),"[1, 3, 9, 13]","{1: [<function expanding_mean at 0x0000024CC6106700>], 7: [<function rolling_mean_14 at 0x0000024CC3B93100>], 30: [<function expanding_mean at 0x0000024CC6106700>]}",lags_15_features_4,42.36043257327795,34.408912317081054,33.22385783962474,33.53646066620078,38.96426485899111,45.114640380195084,55.81015550129232,58.61259062040458,54.25666522043547,48.60547668431228,54.76285300526422,56.16087125324422,54.19469920438672
SGDRegressor,LocalStandardScaler(stats_=[[26.91388437 12.96095392]]),"[1, 3, 9, 13]","{1: [<function rolling_mean_14 at 0x0000024CC3B93100>], 7: [<function rolling_mean_30 at 0x0000024CBE7EAB60>], 30: [<function expanding_mean at 0x0000024CC6106700>]}",lags_15_features_4,46.39751461860035,37.94878352132735,34.707643765430745,33.45326203430948,38.07628609891505,43.8306356625322,54.41587142253215,57.301726373779324,52.83031683442113,46.87925215534044,52.87248692332853,54.36119642293862,52.33457171231224
SGDRegressor,LocalMinMaxScaler(stats_=[[ 8.03223546 50.75998136]]),"[1, 3, 9, 13]","{1: [<function expanding_mean at 0x0000024CC6106700>], 7: [<function rolling_mean_14 at 0x0000024CC3B93100>], 30: [<function expanding_mean at 0x0000024CC6106700>]}",lags_15_features_4,59.40083469368941,56.32620530444861,47.542890359308586,44.814262195983105,41.260664666194124,39.14815821136899,44.824369885941664,52.406048123185656,50.95316441342605,42.37255966990622,42.33928835149444,47.626636774777594,44.382484406761755
SGDRegressor,LocalMinMaxScaler(stats_=[[ 8.03223546 50.75998136]]),"[1, 3, 9, 13]","{1: [<function rolling_mean_14 at 0x0000024CC3B93100>], 7: [<function rolling_mean_30 at 0x0000024CBE7EAB60>], 30: [<function expanding_mean at 0x0000024CC6106700>]}",lags_15_features_4,59.71230102543207,56.81966756515625,47.88693278873189,45.100545217212,41.50913309126846,39.348267547299166,44.98418618559449,52.48248845446022,50.941824455875725,42.412271150742264,42.36171420898649,47.59790269621547,44.35827083195482
SGDRegressor,"LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[0.3505123 0.       ]], upper=2.0)","[1, 3, 9, 13]","{1: [<function expanding_mean at 0x0000024CC6106700>], 7: [<function rolling_mean_14 at 0x0000024CC3B93100>], 30: [<function expanding_mean at 0x0000024CC6106700>]}",lags_15_features_4,28.35091500539096,24.97195998088016,24.291117415005463,22.7335681165517,25.19096573586336,28.467165747304207,38.97305474458173,49.419768997022345,52.95916192130481,50.173874409181195,52.2183105097977,58.11044288233369,57.677728472791316
SGDRegressor,"LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[0.3505123 0.       ]], upper=2.0)","[1, 3, 9, 13]","{1: [<function rolling_mean_14 at 0x0000024CC3B93100>], 7: [<function rolling_mean_30 at 0x0000024CBE7EAB60>], 30: [<function expanding_mean at 0x0000024CC6106700>]}",lags_15_features_4,48.541684963463325,45.519177610147615,38.53379365227803,38.14356123314494,36.27429701511057,34.234770937330474,38.72587740294727,48.291756365786895,49.8549859189404,41.688419671993096,40.779076125389786,47.557727723387934,44.887040797797326
SGDRegressor,AutoDifferences(max_diffs=27) | LocalStandardScaler(stats_=[[-0.55084616 10.17218457]]),"[1, 3, 9, 13]","{1: [<function expanding_mean at 0x0000024CC6106700>], 7: [<function rolling_mean_14 at 0x0000024CC3B93100>], 30: [<function expanding_mean at 0x0000024CC6106700>]}",lags_15_features_4,83.09630016007355,164.71612253150326,232.82868072543988,312.8506075411049,357.4916941549776,388.17026265414694,394.79603607127854,408.81181830181913,529.9008199869144,844.8971653497267,901.2923501141726,944.0724183144962,1933.212722655983
SGDRegressor,AutoDifferences(max_diffs=27) | LocalStandardScaler(stats_=[[-0.55084616 10.17218457]]),"[1, 3, 9, 13]","{1: [<function rolling_mean_14 at 0x0000024CC3B93100>], 7: [<function rolling_mean_30 at 0x0000024CBE7EAB60>], 30: [<function expanding_mean at 0x0000024CC6106700>]}",lags_15_features_4,28.184848715325234,45.9614953245306,79.19938286919292,124.49151563542291,159.41150805204416,189.38273610678087,216.2484998880569,231.86581959451934,281.0970000831909,393.2157865609155,426.8547015556824,448.40977880913175,841.2461895857405
