,full_date,1,2,5,6
0,2017-03-22,148.0203366058906,40.683844011142064,39.02291666666667,33.55038220986796
1,2017-03-23,44.30872483221477,29.237465181058496,24.60632183908046,23.76527777777778
2,2017-03-24,54.90515463917526,43.675636363636364,32.66202090592334,24.12752613240418
3,2017-03-25,67.57560975609756,58.79221681723419,73.68850174216028,57.90271021542738
4,2017-03-26,45.677083333333336,48.34840055632824,41.90181058495822,28.81111111111111
5,2017-03-27,22.100764419735928,25.86610878661088,24.221140472879,21.971507991660875
6,2017-03-28,45.42618384401114,23.530967292971468,27.72144846796657,23.299120234604107
7,2017-03-29,75.58524704244955,31.14435879467414,22.707028531663187,18.757828810020875
8,2017-03-30,74.73991655076495,29.700139470013948,23.842032011134307,23.87143849895761
9,2017-03-31,41.11961057023644,30.542797494780796,47.537178596247394,30.421418636995828
10,2017-04-01,47.24442896935933,23.582302568981923,31.903337969401942,30.690542420027818
11,2017-04-02,61.24287749287749,37.50071022727273,42.349338900487126,41.16225626740947
12,2017-04-03,26.87319587628866,32.33508956796628,41.77105080027836,40.91597222222222
13,2017-04-04,80.89594972067039,44.31082118188795,38.121593291404615,37.17085076708508
14,2017-04-05,104.61888111888112,55.17132867132867,53.64722222222223,52.87526132404181
15,2017-04-06,98.69006254343294,51.85161744022504,49.09861111111111,47.21820708825573
16,2017-04-07,40.78401122019636,36.998046875,33.08286908077994,28.031944444444445
17,2017-04-08,74.88325225851285,44.327856025039125,24.507649513212797,17.85
18,2017-04-09,116.11203897007655,49.2080723729993,28.88399708949794,22.64994947532064
19,2017-04-10,117.1924422673198,49.50386507378777,20.073018080667595,16.17361111111111
20,2017-04-11,99.35328046142754,22.058950395398995,15.220138888888888,14.069444444444445
21,2017-04-12,19.933192686357245,8.032235459004905,33.06041666666667,30.033356497567755
22,2017-04-13,25.70546486870121,12.694226657163222,26.38055555555556,27.12986111111111
23,2017-04-14,28.54407514450867,18.97103548153512,26.05625,25.178272980501397
24,2017-04-15,46.62867132867133,34.03138075313807,27.386648122392213,24.3769123783032
25,2017-04-16,48.14156206415621,44.59357541899441,25.28489620615605,20.06328233657858
26,2017-04-17,24.02661870503597,19.8845050215208,22.58125,22.847009735744088
27,2017-04-18,36.45762711864407,31.38434414668547,14.177453027139874,11.852777777777778
28,2017-04-19,57.97339055793992,37.45705521472393,26.918021201413428,17.873640167364016
29,2017-04-20,51.9978976874562,22.19706498951782,37.60356347438753,29.435146443514643
30,2017-04-21,31.031757233592096,19.06633733239238,32.458030655770486,32.74236111111111
31,2017-04-22,43.852161785216175,17.776462395543174,27.930313588850176,20.8498957609451
32,2017-04-23,33.49687282835302,19.914804469273744,21.14305555555556,15.997916666666669
33,2017-04-24,41.85136078157712,19.3562412342216,27.43929824561404,23.61306179775281
34,2017-04-25,46.43715083798882,19.16890459363957,20.294979079497907,17.17794836008374
35,2017-04-26,31.76775738228252,19.68975265017668,25.16759388038943,22.42708333333333
36,2017-04-27,19.79178605539637,9.913616398243043,31.50730688935282,27.2821403752606
37,2017-04-28,14.229108635097491,8.162952646239555,23.779944289693592,16.558803061934587
38,2017-04-29,25.350767085076708,18.62831241283124,13.680555555555555,12.668289290681502
39,2017-04-30,40.82538517975055,19.75091041514931,20.156576200417536,13.688718662952644
40,2017-05-01,42.05288796102992,13.228890439637125,12.113668061366806,10.98745644599303
41,2017-05-02,45.64017033356991,29.647727272727277,7.458594293667362,7.040305767894371
42,2017-05-03,43.94097222222222,19.522585128561506,16.493741307371348,15.50557880055788
43,2017-05-04,50.49756775538568,27.33727399165508,19.3567454798331,20.707028531663187
44,2017-05-05,38.32242617717478,15.11482254697286,19.07997218358832,15.020905923344948
45,2017-05-06,29.60500695410292,17.878745644599302,12.839248434237996,34.0
46,2017-05-07,38.39151599443672,16.82033426183844,15.771050800278358,16.175816539263376
47,2017-05-08,58.90138888888889,23.80362116991644,22.700486448922863,25.14037526059764
48,2017-05-09,29.27512473271561,15.596100278551532,13.041029207232269,11.590814196242173
49,2017-05-10,31.71001390820584,12.974198047419804,16.646796338672768,14.805740675418042
50,2017-05-11,22.337734537873523,11.397489539748952,20.3556338028169,28.759322033898304
51,2017-05-12,34.599027102154274,15.339596381350034,18.866666666666667,29.69909659485754
52,2017-05-13,35.96872828353023,19.360222531293463,31.597163120567377,30.38776928422516
53,2017-05-14,34.00069444444444,22.25956854558107,25.619858156028368,35.263888888888886
54,2017-05-15,22.975694444444443,10.93815149409312,11.927053824362606,27.627177700348437
55,2017-05-16,20.13500347947112,13.541201117318437,12.757644394110985,31.1320361362057
56,2017-05-17,25.290972222222223,22.595104895104896,11.58970792767733,35.25938803894298
57,2017-05-18,25.55208333333333,24.38649025069638,27.37630662020906,30.56533892382949
58,2017-05-19,26.25156358582349,22.639494026704146,19.543871866295262,16.264439805149618
59,2017-05-20,38.202777777777776,25.07115531752104,20.76306620209059,34.285714285714285
60,2017-05-21,39.70383275261324,27.2,22.426981919332405,38.5
61,2017-05-22,39.70187630298819,18.81846635367762,21.24808895066018,26.16329378925332
62,2017-05-23,24.679861111111112,10.73467966573816,13.191666666666666,6.436022253129346
63,2017-05-24,16.87752261656228,10.261111111111113,14.028472222222222,8.26356050069541
64,2017-05-25,22.405555555555555,11.842946490618486,24.335187760778854,18.003496503496503
65,2017-05-26,21.281424581005588,8.789839944328461,16.488603988603987,16.893286219081272
66,2017-05-27,35.63333333333333,11.42043085476025,22.818892045454547,20.31597222222222
67,2017-05-28,40.88022284122562,13.063069376313946,24.75660639777469,24.51527777777778
68,2017-05-29,23.191073919107392,8.756606397774688,15.473245309242529,25.03680555555556
69,2017-05-30,13.504874651810583,12.946247464503042,13.106741573033707,24.99652294853964
70,2017-05-31,16.186929023190444,12.474198047419804,12.604311543810848,27.07638888888889
71,2017-06-01,28.52871148459384,15.954413191076624,16.678297278436848,29.7604748603352
72,2017-06-02,26.418815331010453,11.419220055710309,11.568503937007874,25.270383275261324
73,2017-06-03,27.18428372739917,10.393180236604035,14.95037305566283,24.432545201668983
74,2017-06-04,26.29432624113475,13.403197158081705,11.946386657853878,27.447787610619468
75,2017-06-05,19.789169675090253,9.729328621908127,12.023004059539918,21.47346368715084
76,2017-06-06,17.77777777777778,10.23135888501742,12.222144846796658,24.415438596491228
77,2017-06-07,24.575478927203065,5.112116991643454,5.16910229645094,22.765034965034964
78,2017-06-08,19.288313505948217,14.052854122621564,14.25892232330301,25.688951442646022
79,2017-06-09,34.2782853127196,13.897777777777778,17.52298050139276,25.4982206405694
80,2017-06-10,27.873523280055597,12.425087108013935,16.279053583855255,19.164812239221146
81,2017-06-11,20.8679638637943,17.405160390516038,18.6625,23.23463687150838
82,2017-06-12,35.341446453407514,20.834492350486787,22.225874125874125,28.05890603085554
83,2017-06-13,32.186413902053715,16.48421052631579,18.272727272727277,23.27080394922426
84,2017-06-14,22.59596662030598,11.140375260597636,15.317803660565724,18.875174337517432
85,2017-06-15,17.675017895490335,14.974230493915533,14.384041759880686,21.33477946493131
86,2017-06-16,33.02769535113749,15.813056379821958,14.35183349851338,22.79129574678536
87,2017-06-17,23.584027777777777,12.58280922431866,15.793584379358435,19.6455872133426
88,2017-06-18,17.37264480111654,11.11180992313068,14.67527932960894,17.001401541695866
89,2017-06-19,22.54261363636364,12.082344731332867,13.183844011142062,18.903000697836703
90,2017-06-20,18.968641114982574,14.889705882352942,15.239191073919107,21.75297410776767
91,2017-06-21,24.206271777003483,12.824242424242424,11.555632823365784,20.05443126308444
92,2017-06-22,27.524669909659487,14.83859649122807,17.629784272790538,22.63275613275613
93,2017-06-23,13.36427076064201,11.473870056497177,14.016050244242846,19.43
94,2017-06-24,15.917361111111113,8.87151248164464,9.060416666666669,15.497206703910615
95,2017-06-25,34.74686192468619,11.935915492957747,14.521981856245638,19.294409058740268
96,2017-06-26,29.31556802244039,8.883216783216783,11.71219512195122,16.364275668073137
97,2017-06-27,25.370215727209462,10.081476323119777,11.863099374565673,17.1938202247191
