,full_date,16
0,2017-10-28,31.0
1,2017-10-29,48.52627890679748
2,2017-10-30,100.46672354948804
3,2017-10-31,135.54583333333332
4,2017-11-01,148.18602993585174
5,2017-11-02,110.66805555555555
6,2017-11-03,65.72860125260961
7,2017-11-04,60.90147783251231
8,2017-11-05,119.12447844228096
9,2017-11-06,106.16922005571033
10,2017-11-07,55.863194444444446
11,2017-11-08,100.34840055632824
12,2017-11-09,96.17243867243867
13,2017-11-10,45.2553931802366
14,2017-11-11,36.39236111111112
15,2017-11-12,157.68497913769124
16,2017-11-13,205.40041782729804
17,2017-11-14,212.22083333333333
18,2017-11-15,140.21646557842442
19,2017-11-16,76.35195936139333
20,2017-11-17,193.3976323119777
21,2017-11-18,184.9213639526792
22,2017-11-19,82.51633078526754
23,2017-11-20,176.89066852367688
24,2017-11-21,227.28333333333333
25,2017-11-22,208.63680555555555
26,2017-11-23,186.5923611111111
27,2017-11-24,194.0062717770035
28,2017-11-25,204.9909659485754
29,2017-11-26,203.74357192494787
30,2017-11-27,54.40734397137175
31,2017-11-28,61.58414464534075
32,2017-11-29,67.52503477051461
33,2017-11-30,71.1451388888889
34,2017-12-01,85.50767085076708
35,2017-12-02,87.60416666666667
36,2017-12-03,34.16958654519972
37,2017-12-04,33.764993026499305
38,2017-12-05,67.95944055944057
39,2017-12-06,95.1927627000696
40,2017-12-07,132.6608635097493
41,2017-12-08,149.60347222222222
42,2017-12-09,108.90915443745632
43,2017-12-10,68.74913134120918
44,2017-12-11,138.1225626740947
45,2017-12-12,71.10833333333333
46,2017-12-13,76.04096638655462
47,2017-12-14,53.43522727272728
48,2017-12-15,53.46736111111111
49,2017-12-16,101.50383275261323
50,2017-12-17,108.22937062937064
51,2017-12-18,206.88525730180805
52,2017-12-19,111.65049226441631
53,2017-12-20,204.66504178272984
54,2017-12-21,127.56666666666666
55,2017-12-22,172.39444444444445
56,2017-12-23,175.45694444444445
57,2017-12-24,190.74166666666667
58,2017-12-25,180.56458333333333
59,2017-12-26,115.33774373259052
60,2017-12-27,51.91863699582754
61,2017-12-28,103.0410577592206
62,2017-12-29,128.9099010131053
63,2017-12-30,116.7875
64,2017-12-31,84.0343377715487
65,2018-01-01,84.01964912280702
66,2018-01-02,69.47765567765568
67,2018-01-03,71.8990953375087
68,2018-01-04,147.15073272854153
69,2018-01-05,174.7191637630662
70,2018-01-06,277.7041547277937
71,2018-01-07,148.5772759350741
72,2018-01-08,332.4294649061849
73,2018-01-09,260.8240611961057
74,2018-01-10,337.58379888268155
75,2018-01-11,146.74774148714386
76,2018-01-12,80.9312022237665
77,2018-01-13,85.99442896935933
78,2018-01-14,58.05763888888889
79,2018-01-15,63.96169916434541
80,2018-01-16,79.83694891532541
81,2018-01-17,84.99444444444444
82,2018-01-18,113.77105080027836
83,2018-01-19,188.4482279360667
84,2018-01-20,321.23071577484365
85,2018-01-21,40.91017543859649
86,2018-01-22,196.26736111111111
87,2018-01-23,53.39902506963789
88,2018-01-24,53.46550522648084
89,2018-01-25,90.25
90,2018-01-26,68.54288816503801
91,2018-01-27,69.13519163763067
92,2018-01-28,96.11613351877608
93,2018-01-29,175.8659722222222
94,2018-01-30,118.025
95,2018-01-31,175.32426778242677
96,2018-02-01,304.0469497607656
97,2018-02-02,305.0236111111111
98,2018-02-03,137.683808200139
99,2018-02-04,165.15411681914145
100,2018-02-05,128.10979847116053
101,2018-02-06,167.5768963117606
102,2018-02-07,60.38498957609451
103,2018-02-08,77.9131341209173
104,2018-02-09,142.15555555555557
105,2018-02-10,154.0875
106,2018-02-11,279.44297635605005
107,2018-02-12,99.60724233983288
108,2018-02-13,64.57091945830363
109,2018-02-14,163.11180555555555
110,2018-02-15,94.5952712100139
111,2018-02-16,75.86865879082697
112,2018-02-17,86.16956219596942
113,2018-02-18,61.56467315716272
114,2018-02-19,74.78546470999301
115,2018-02-20,167.8076388888889
116,2018-02-21,104.82923401264934
117,2018-02-22,84.73563218390805
118,2018-02-23,115.95552466990966
119,2018-02-24,105.22222222222224
120,2018-02-25,66.9039270687237
121,2018-02-26,83.88779110797459
122,2018-02-27,75.28769979152189
123,2018-02-28,109.72322670375522
124,2018-03-01,83.72152777777778
125,2018-03-02,46.666435024322446
126,2018-03-03,68.97148817802504
127,2018-03-04,114.7685892981237
128,2018-03-05,96.26108374384236
129,2018-03-06,119.54551772063934
130,2018-03-07,41.28372739916551
131,2018-03-08,70.57073170731708
132,2018-03-09,73.75199499932941
133,2018-03-10,101.11257817929118
134,2018-03-11,103.36477987421384
135,2018-03-12,26.60070175438597
136,2018-03-13,33.35371785962474
137,2018-03-14,24.98819444444445
138,2018-03-15,27.30737134909597
139,2018-03-16,26.17536534446764
140,2018-03-17,35.7213687150838
141,2018-03-18,50.34770514603616
142,2018-03-19,134.21527777777777
143,2018-03-20,115.38108484005564
144,2018-03-21,70.74191002367797
145,2018-03-22,117.54140570633264
146,2018-03-23,43.57421602787456
147,2018-03-24,48.17104329311569
148,2018-03-25,32.683844011142064
149,2018-03-26,34.16993006993007
150,2018-03-27,29.140239605355884
151,2018-03-28,58.27793296089386
152,2018-03-29,65.98119777158774
153,2018-03-30,16.720445062586926
154,2018-03-31,75.3349582172702
155,2018-04-01,19.5020979020979
156,2018-04-02,28.83096590909091
157,2018-04-03,46.3092425295344
158,2018-04-04,56.6659678546471
159,2018-04-05,88.22361111111111
160,2018-04-06,82.27430555555556
161,2018-04-07,34.70048644892287
162,2018-04-08,18.654355400696865
163,2018-04-09,53.95067192137401
164,2018-04-10,25.405555555555555
165,2018-04-11,18.57440890125174
166,2018-04-12,35.36666666666667
167,2018-04-13,70.07291666666667
168,2018-04-14,76.11699164345404
169,2018-04-15,38.258268824771285
170,2018-04-16,36.40975609756097
171,2018-04-17,33.227337110481585
172,2018-04-18,19.18888888888889
173,2018-04-19,31.309672929714683
