,full_date,8
0,2017-06-20,15.409090909090908
1,2017-06-21,23.303418803418804
2,2017-06-22,21.974162011173185
3,2017-06-23,14.256803907885557
4,2017-06-24,13.215877437325906
5,2017-06-25,19.459843638948115
6,2017-06-26,14.441238564391274
7,2017-06-27,15.811492641906096
8,2017-06-28,15.087221095334684
9,2017-06-29,17.247222222222224
10,2017-06-30,19.73695198329854
11,2017-07-01,23.30069444444445
12,2017-07-02,19.24547983310153
13,2017-07-03,20.40097289784573
14,2017-07-04,18.141666666666666
15,2017-07-05,18.925642807505213
16,2017-07-06,20.384561891515997
17,2017-07-07,22.995827538247568
18,2017-07-08,20.5
19,2017-07-09,19.6113074204947
20,2017-07-10,17.803747534516766
21,2017-07-11,13.480862908837857
22,2017-07-12,9.756944444444445
23,2017-07-13,10.250527797325828
24,2017-07-14,16.791782729805014
25,2017-07-15,12.600139082058414
26,2017-07-16,28.94736842105263
27,2017-07-17,13.511805555555556
28,2017-07-18,12.78529411764706
29,2017-07-19,12.84155663655316
30,2017-07-20,19.824061196105703
31,2017-07-21,22.318245125348188
32,2017-07-22,20.99624102855373
33,2017-07-23,24.370111731843576
34,2017-07-24,20.55331010452962
35,2017-07-25,20.063238359972203
36,2017-07-26,22.273611111111112
37,2017-07-27,18.41139680333565
38,2017-07-28,20.729805013927574
39,2017-07-29,24.988881167477416
40,2017-07-30,27.19915254237288
41,2017-07-31,22.421418636995828
42,2017-08-01,25.025
43,2017-08-02,26.85625
44,2017-08-03,32.15041782729805
45,2017-08-04,17.464161447459986
46,2017-08-05,18.3115438108484
47,2017-08-06,20.422809457579973
48,2017-08-07,24.89693593314763
49,2017-08-08,20.961752433936024
50,2017-08-09,21.10833333333333
51,2017-08-10,18.69840166782488
52,2017-08-11,16.168984700973574
53,2017-08-12,34.9375
54,2017-08-13,15.044444444444444
55,2017-08-14,20.26875
56,2017-08-15,25.90472878998609
57,2017-08-16,18.522253129346318
58,2017-08-17,18.457261987491314
59,2017-08-18,19.94572025052192
60,2017-08-19,30.636680613668062
61,2017-08-20,30.020138888888887
62,2017-08-21,17.09375
63,2017-08-22,16.05902777777778
64,2017-08-23,14.525117739403454
65,2017-08-24,22.15079916608756
66,2017-08-25,22.449617790132034
67,2017-08-26,24.61169102296451
68,2017-08-27,24.744089012517385
69,2017-08-28,24.541348158443363
70,2017-08-29,26.622916666666665
71,2017-08-30,25.93249826026444
72,2017-08-31,23.64300626304801
73,2017-09-01,24.91941135248773
74,2017-09-02,23.48503827418233
75,2017-09-03,34.036161335187764
76,2017-09-04,35.15785813630042
77,2017-09-05,24.26963168867269
78,2017-09-06,19.25227750525578
79,2017-09-07,20.39650349650349
80,2017-09-08,25.714583333333334
81,2017-09-09,31.020871244772213
82,2017-09-10,30.50138888888889
83,2017-09-11,20.43611111111111
84,2017-09-12,15.873611111111112
85,2017-09-13,19.394277739009077
86,2017-09-14,23.689847009735743
87,2017-09-15,29.54178272980501
88,2017-09-16,40.75833333333333
89,2017-09-17,36.94297635605007
90,2017-09-18,26.370034843205573
91,2017-09-19,18.637569832402235
92,2017-09-20,21.516713091922007
93,2017-09-21,21.32314107018763
94,2017-09-22,24.470792767732963
95,2017-09-23,23.38745644599303
96,2017-09-24,26.06494413407821
97,2017-09-25,40.738194444444446
98,2017-09-26,35.06096706377015
99,2017-09-27,32.68428372739916
100,2017-09-28,20.07660167130919
101,2017-09-29,27.16133518776078
102,2017-09-30,33.569637883008355
103,2017-10-01,69.83194444444445
104,2017-10-02,59.20972222222223
105,2017-10-03,36.22439024390244
106,2017-10-04,25.37325905292479
107,2017-10-05,27.92063492063492
108,2017-10-06,42.53958333333333
109,2017-10-07,54.167530224525045
110,2017-10-08,77.82684283727399
111,2017-10-09,69.36211699164346
112,2017-10-10,69.67571329157968
113,2017-10-11,69.70118137595553
114,2017-10-12,71.02928870292887
115,2017-10-13,43.74623406720742
116,2017-10-14,56.87604456824513
117,2017-10-15,59.23349548297429
118,2017-10-16,72.70555555555555
119,2017-10-17,51.89770354906055
120,2017-10-18,34.42738012508686
121,2017-10-19,38.7453237410072
122,2017-10-20,54.40681502086231
123,2017-10-21,63.80975609756098
124,2017-10-22,58.98326359832636
125,2017-10-23,61.36787204450626
126,2017-10-24,47.609349683537815
127,2017-10-25,22.153685674547983
128,2017-10-26,44.86230876216968
129,2017-10-27,135.92072322670376
130,2017-10-28,119.27910685805422
131,2017-10-29,102.35918937805732
132,2017-10-30,
133,2017-10-31,98.51944444444445
134,2017-11-01,96.21418636995828
135,2017-11-02,64.6986111111111
136,2017-11-03,30.33681280445372
137,2017-11-04,41.77692842251564
138,2017-11-05,106.29207232267038
139,2017-11-06,91.18958333333332
140,2017-11-07,67.71646977067408
141,2017-11-08,77.01666666666667
142,2017-11-09,60.895833333333336
143,2017-11-10,32.32475660639778
144,2017-11-11,56.56875
145,2017-11-12,135.991643454039
146,2017-11-13,127.11080139372822
147,2017-11-14,111.47632311977716
148,2017-11-15,57.145390070921984
149,2017-11-16,60.02555366269165
150,2017-11-17,111.74494773519164
151,2017-11-18,74.06769016050244
152,2017-11-19,52.204166666666666
153,2017-11-20,113.14375
154,2017-11-21,116.62107466852756
155,2017-11-22,114.91799861014591
156,2017-11-23,91.71438498957608
157,2017-11-24,87.2823779193206
158,2017-11-25,133.90902777777777
159,2017-11-26,84.35490605427975
160,2017-11-27,47.52592833491012
161,2017-11-28,53.72222222222222
162,2017-11-29,92.41944444444444
163,2017-11-30,82.7122905027933
164,2017-12-01,84.26180555555555
165,2017-12-02,68.37916666666666
166,2017-12-03,33.21642310368824
167,2017-12-04,47.14534075104312
168,2017-12-05,59.988194444444446
169,2017-12-06,80.34259902710215
170,2017-12-07,134.49722222222223
171,2017-12-08,159.2461752433936
172,2017-12-09,103.17839721254356
173,2017-12-10,90.91858037578288
