,date,ID,value
0,2017-03-22,0,148.0203366058906
1,2017-03-23,0,44.30872483221477
2,2017-03-24,0,51.91012153298587
3,2017-03-25,0,67.57560975609756
4,2017-03-26,0,45.677083333333336
5,2017-03-27,0,22.100764419735928
6,2017-03-28,0,45.42618384401114
7,2017-03-29,0,75.58524704244955
8,2017-03-30,0,74.73991655076495
9,2017-03-31,0,41.11961057023644
10,2017-04-01,0,47.24442896935933
11,2017-04-02,0,61.24287749287749
12,2017-04-03,0,26.87319587628866
13,2017-04-07,0,40.78401122019636
14,2017-04-08,0,74.88325225851285
15,2017-04-09,0,116.11203897007655
16,2017-04-10,0,117.1924422673198
17,2017-04-11,0,99.35328046142754
18,2017-04-12,0,19.933192686357245
19,2017-04-13,0,25.70546486870121
20,2017-04-14,0,28.54407514450867
21,2017-04-15,0,46.62867132867133
22,2017-04-16,0,48.14156206415621
23,2017-04-17,0,24.02661870503597
24,2017-04-18,0,36.45762711864407
25,2017-04-19,0,57.97339055793992
26,2017-04-20,0,51.9978976874562
27,2017-04-21,0,31.031757233592096
28,2017-04-22,0,43.852161785216175
29,2017-04-23,0,33.49687282835302
30,2017-04-24,0,41.85136078157712
31,2017-04-25,0,46.43715083798882
32,2017-04-26,0,31.76775738228252
33,2017-04-27,0,19.79178605539637
34,2017-04-28,0,14.229108635097491
35,2017-04-29,0,25.350767085076708
36,2017-04-30,0,40.82538517975055
37,2017-05-01,0,42.05288796102992
38,2017-05-02,0,45.64017033356991
39,2017-05-03,0,43.94097222222222
40,2017-05-04,0,50.49756775538568
41,2017-05-05,0,38.32242617717478
42,2017-05-06,0,29.60500695410292
43,2017-05-07,0,38.39151599443672
44,2017-05-08,0,58.90138888888889
45,2017-05-09,0,29.27512473271561
46,2017-05-10,0,31.71001390820584
47,2017-05-11,0,22.337734537873523
48,2017-05-12,0,34.599027102154274
49,2017-05-13,0,35.96872828353023
50,2017-05-14,0,34.00069444444444
51,2017-05-15,0,22.975694444444443
52,2017-05-16,0,20.13500347947112
53,2017-05-17,0,25.290972222222223
54,2017-05-18,0,25.55208333333333
55,2017-05-19,0,26.25156358582349
56,2017-05-20,0,38.202777777777776
57,2017-05-21,0,54.09192200557103
58,2017-05-22,0,39.70187630298819
59,2017-05-23,0,24.679861111111112
60,2017-05-24,0,16.87752261656228
61,2017-05-25,0,22.405555555555555
62,2017-05-26,0,21.281424581005588
63,2017-05-27,0,35.63333333333333
64,2017-05-28,0,40.88022284122562
65,2017-05-29,0,23.191073919107392
66,2017-05-30,0,13.504874651810583
67,2017-05-31,0,16.186929023190444
68,2017-06-01,0,28.52871148459384
69,2017-06-02,0,26.418815331010453
70,2017-06-03,0,27.18428372739917
71,2017-06-04,0,26.29432624113475
72,2017-06-05,0,19.789169675090253
73,2017-06-06,0,17.77777777777778
74,2017-06-07,0,6.989510489510489
75,2017-06-08,0,19.288313505948217
76,2017-06-09,0,34.2782853127196
77,2017-06-10,0,27.8735232800556
78,2017-06-11,0,20.8679638637943
79,2017-06-12,0,35.341446453407514
80,2017-06-13,0,32.186413902053715
81,2017-06-14,0,22.59596662030598
82,2017-06-15,0,17.675017895490335
83,2017-06-16,0,33.02769535113749
84,2017-06-17,0,23.584027777777777
85,2017-06-18,0,17.37264480111654
86,2017-06-19,0,22.54261363636364
87,2017-06-20,0,18.96864111498257
88,2017-06-21,0,24.206271777003483
89,2017-06-22,0,27.524669909659487
90,2017-06-23,0,13.36427076064201
91,2017-06-24,0,15.917361111111113
92,2017-06-25,0,34.74686192468619
93,2017-06-26,0,29.31556802244039
94,2017-06-27,0,25.370215727209462
95,2017-06-28,0,17.485376044568245
96,2017-06-29,0,18.37325905292479
97,2017-06-30,0,31.155717761557177
98,2017-07-01,0,30.528183716075155
99,2017-07-02,0,23.83333333333333
100,2017-07-03,0,30.859527121001392
101,2017-07-04,0,28.6094510076442
102,2017-07-05,0,25.540880503144653
103,2017-07-06,0,29.374216027874564
104,2017-07-07,0,37.61938202247191
105,2017-07-08,0,30.21107994389902
106,2017-07-09,0,28.176306620209058
107,2017-07-10,0,26.366481223922115
108,2017-07-11,0,20.157748436414177
109,2017-07-12,0,13.154381084840056
110,2017-07-13,0,16.999294283697953
111,2017-07-14,0,23.5
112,2017-07-15,0,44.00749063670412
113,2017-07-16,0,25.13282336578581
114,2017-07-17,0,17.497564370215727
115,2017-07-18,0,21.31304985337244
116,2017-07-19,0,17.591352859135284
117,2017-07-20,0,25.18085855031668
118,2017-07-21,0,27.644553072625698
119,2017-07-22,0,27.36877564254449
120,2017-07-23,0,34.26165622825331
121,2017-07-24,0,27.677351916376303
122,2017-07-25,0,26.076170510132773
123,2017-07-26,0,31.418702023726446
124,2017-07-27,0,33.006949270326615
125,2017-07-28,0,29.244089012517385
126,2017-07-29,0,28.06711409395973
127,2017-07-30,0,33.588276836158194
128,2017-07-31,0,31.76384022424667
129,2017-08-01,0,31.33960948396095
130,2017-08-02,0,29.13986013986014
131,2017-08-03,0,36.73175816539264
132,2017-08-04,0,25.189245810055866
133,2017-08-05,0,27.950625869262865
134,2017-08-06,0,37.31837606837607
135,2017-08-07,0,32.74407252440725
136,2017-08-08,0,29.470055710306408
137,2017-08-09,0,30.09699930216329
138,2017-08-10,0,30.602644398051496
139,2017-08-11,0,26.355555555555554
140,2017-08-12,0,45.50069541029208
141,2017-08-13,0,51.29937194696441
142,2017-08-14,0,31.241666191730104
143,2017-08-15,0,37.82819383259912
144,2017-08-16,0,35.63699582753825
145,2017-08-17,0,27.621959694232107
146,2017-08-18,0,37.8
