,sensor,train_label,transformation,model_name,MAPE,Errors,file_path
2_10M_train_trend_seasonality_AutoARIMA_59ddb04c,2,10M_train,trend_seasonality,AutoARIMA,44.21227720934557,"{'test_30_days': 78.2054026390401, 'test_60_days': 64.88656557976056, 'test_90_days': 53.77724233550224, 'test_120_days': 45.182445551755244, 'test_150_days': 40.85489271241958, 'test_180_days': 36.85516205954705, 'test_240_days': 32.71598248630856, 'test_300_days': 35.792832044867986, 'test_360_days': 42.708024693563026, 'test_480_days': 46.73681406687503, 'test_600_days': 42.73899060177805, 'test_720_days': 45.84325853412652, 'test_986_days': 44.21227720934557}",results/run_5/2_10M_train_trend_seasonality_AutoARIMA_59ddb04c.joblib
2_10M_train_trend_boxcox_AutoARIMA_c54ea898,2,10M_train,trend_boxcox,AutoARIMA,44.21227720934557,"{'test_30_days': 78.2054026390401, 'test_60_days': 64.88656557976056, 'test_90_days': 53.77724233550224, 'test_120_days': 45.182445551755244, 'test_150_days': 40.85489271241958, 'test_180_days': 36.85516205954705, 'test_240_days': 32.71598248630856, 'test_300_days': 35.792832044867986, 'test_360_days': 42.708024693563026, 'test_480_days': 46.73681406687503, 'test_600_days': 42.73899060177805, 'test_720_days': 45.84325853412652, 'test_986_days': 44.21227720934557}",results/run_5/2_10M_train_trend_boxcox_AutoARIMA_c54ea898.joblib
2_10M_train_seasonality_boxcox_AutoTBATS_a16dc22b,2,10M_train,seasonality_boxcox,AutoTBATS,32.763670749085854,"{'test_30_days': 46.97057655769422, 'test_60_days': 46.095113082968346, 'test_90_days': 39.75308399533108, 'test_120_days': 35.03516381442166, 'test_150_days': 33.934096382950266, 'test_180_days': 32.55307490578818, 'test_240_days': 29.828052793569785, 'test_300_days': 27.743180380552364, 'test_360_days': 28.153682061753294, 'test_480_days': 32.30724480343004, 'test_600_days': 33.925674273011666, 'test_720_days': 32.9842629067097, 'test_986_days': 32.763670749085854}",results/run_5/2_10M_train_seasonality_boxcox_AutoTBATS_a16dc22b.joblib
2_10M_train_trend_seasonality_boxcox_AutoARIMA_01523994,2,10M_train,trend_seasonality_boxcox,AutoARIMA,44.21227720934557,"{'test_30_days': 78.2054026390401, 'test_60_days': 64.88656557976056, 'test_90_days': 53.77724233550224, 'test_120_days': 45.182445551755244, 'test_150_days': 40.85489271241958, 'test_180_days': 36.85516205954705, 'test_240_days': 32.71598248630856, 'test_300_days': 35.792832044867986, 'test_360_days': 42.708024693563026, 'test_480_days': 46.73681406687503, 'test_600_days': 42.73899060177805, 'test_720_days': 45.84325853412652, 'test_986_days': 44.21227720934557}",results/run_5/2_10M_train_trend_seasonality_boxcox_AutoARIMA_01523994.joblib
2_8M_train_original_HoltWinters_4c383e89,2,8M_train,original,HoltWinters,44.47222527099029,"{'test_30_days': 28.505600877563136, 'test_60_days': 40.869048269219945, 'test_90_days': 48.61346128411825, 'test_120_days': 52.349595553316455, 'test_150_days': 47.803366397180845, 'test_180_days': 44.02145398857701, 'test_240_days': 49.012276885598155, 'test_300_days': 47.43949904774227, 'test_360_days': 42.44680576346149, 'test_480_days': 47.252639218674304, 'test_600_days': 45.28368242928102, 'test_720_days': 42.568798889326935, 'test_1078_days': 44.47222527099029}",results/run_5/2_8M_train_original_HoltWinters_4c383e89.joblib
2_8M_train_log_CrostonSBA_1449e81a,2,8M_train,log,CrostonSBA,45.14587793111803,"{'test_30_days': 38.176208282962506, 'test_60_days': 49.40873512197193, 'test_90_days': 56.01521944361632, 'test_120_days': 59.04840634427292, 'test_150_days': 54.113924323652654, 'test_180_days': 48.64593362296694, 'test_240_days': 49.94992217130823, 'test_300_days': 47.403140748701105, 'test_360_days': 42.325502675856946, 'test_480_days': 46.45264034226365, 'test_600_days': 43.93979336054656, 'test_720_days': 40.39617891616644, 'test_1078_days': 45.14587793111803}",results/run_5/2_8M_train_log_CrostonSBA_1449e81a.joblib
2_8M_train_seasonality_HoltWinters_15bfcc42,2,8M_train,seasonality,HoltWinters,44.47222527099029,"{'test_30_days': 28.505600877563136, 'test_60_days': 40.869048269219945, 'test_90_days': 48.61346128411825, 'test_120_days': 52.349595553316455, 'test_150_days': 47.803366397180845, 'test_180_days': 44.02145398857701, 'test_240_days': 49.012276885598155, 'test_300_days': 47.43949904774227, 'test_360_days': 42.44680576346149, 'test_480_days': 47.252639218674304, 'test_600_days': 45.28368242928102, 'test_720_days': 42.568798889326935, 'test_1078_days': 44.47222527099029}",results/run_5/2_8M_train_seasonality_HoltWinters_15bfcc42.joblib
2_8M_train_boxcox_CrostonSBA_693f8efe,2,8M_train,boxcox,CrostonSBA,43.75827206365575,"{'test_30_days': 44.497546802579464, 'test_60_days': 54.627787723979594, 'test_90_days': 60.56745735597088, 'test_120_days': 63.2954836126198, 'test_150_days': 58.821275034230325, 'test_180_days': 52.5379210771315, 'test_240_days': 49.363268441738946, 'test_300_days': 44.584402044211856, 'test_360_days': 40.238042260472206, 'test_480_days': 45.95441946464577, 'test_600_days': 43.951581320696796, 'test_720_days': 40.49556431953219, 'test_1078_days': 43.75827206365575}",results/run_5/2_8M_train_boxcox_CrostonSBA_693f8efe.joblib
2_8M_train_log_seasonality_CrostonSBA_cd1a7f1a,2,8M_train,log_seasonality,CrostonSBA,45.14587793111803,"{'test_30_days': 38.176208282962506, 'test_60_days': 49.40873512197193, 'test_90_days': 56.01521944361632, 'test_120_days': 59.04840634427292, 'test_150_days': 54.113924323652654, 'test_180_days': 48.64593362296694, 'test_240_days': 49.94992217130823, 'test_300_days': 47.403140748701105, 'test_360_days': 42.325502675856946, 'test_480_days': 46.45264034226365, 'test_600_days': 43.93979336054656, 'test_720_days': 40.39617891616644, 'test_1078_days': 45.14587793111803}",results/run_5/2_8M_train_log_seasonality_CrostonSBA_cd1a7f1a.joblib
2_8M_train_log_boxcox_CrostonSBA_cdceea94,2,8M_train,log_boxcox,CrostonSBA,45.47782325909649,"{'test_30_days': 37.41181165636103, 'test_60_days': 48.75380969901091, 'test_90_days': 55.43645181060922, 'test_120_days': 58.50397503754148, 'test_150_days': 53.5334449219555, 'test_180_days': 48.24220911088839, 'test_240_days': 50.145402424588845, 'test_300_days': 47.92136934196212, 'test_360_days': 42.774590924592495, 'test_480_days': 46.65260604779684, 'test_600_days': 44.079583732762394, 'test_720_days': 40.56307208836695, 'test_1078_days': 45.47782325909649}",results/run_5/2_8M_train_log_boxcox_CrostonSBA_cdceea94.joblib
2_8M_train_seasonality_boxcox_CrostonSBA_69f01b75,2,8M_train,seasonality_boxcox,CrostonSBA,43.75827206365575,"{'test_30_days': 44.497546802579464, 'test_60_days': 54.627787723979594, 'test_90_days': 60.56745735597088, 'test_120_days': 63.2954836126198, 'test_150_days': 58.821275034230325, 'test_180_days': 52.5379210771315, 'test_240_days': 49.363268441738946, 'test_300_days': 44.584402044211856, 'test_360_days': 40.238042260472206, 'test_480_days': 45.95441946464577, 'test_600_days': 43.951581320696796, 'test_720_days': 40.49556431953219, 'test_1078_days': 43.75827206365575}",results/run_5/2_8M_train_seasonality_boxcox_CrostonSBA_69f01b75.joblib
2_8M_train_log_seasonality_boxcox_CrostonSBA_71d8811f,2,8M_train,log_seasonality_boxcox,CrostonSBA,45.47782325909649,"{'test_30_days': 37.41181165636103, 'test_60_days': 48.75380969901091, 'test_90_days': 55.43645181060922, 'test_120_days': 58.50397503754148, 'test_150_days': 53.5334449219555, 'test_180_days': 48.24220911088839, 'test_240_days': 50.145402424588845, 'test_300_days': 47.92136934196212, 'test_360_days': 42.774590924592495, 'test_480_days': 46.65260604779684, 'test_600_days': 44.079583732762394, 'test_720_days': 40.56307208836695, 'test_1078_days': 45.47782325909649}",results/run_5/2_8M_train_log_seasonality_boxcox_CrostonSBA_71d8811f.joblib
2_NH_3M_train_original_DynamicOptimizedTheta1_f953dd3c,2,NH_3M_train,original,DynamicOptimizedTheta1,44.4730244516162,"{'test_30_days': 26.738394025296458, 'test_60_days': 25.509697861362486, 'test_90_days': 26.816215652777682, 'test_120_days': 31.61088554153821, 'test_150_days': 38.343628512716485, 'test_180_days': 44.95504255048981, 'test_240_days': 51.771303922081344, 'test_300_days': 47.560719425206344, 'test_360_days': 43.335249199676355, 'test_480_days': 39.64158243976168, 'test_600_days': 46.39051034772211, 'test_720_days': 44.729661593176864, 'test_1180_days': 44.4730244516162}",results/run_5/2_NH_3M_train_original_DynamicOptimizedTheta1_f953dd3c.joblib
2_NH_3M_train_log_DynamicOptimizedTheta1_31fe5689,2,NH_3M_train,log,DynamicOptimizedTheta1,48.517574647428674,"{'test_30_days': 23.442448830690015, 'test_60_days': 20.812792004123125, 'test_90_days': 26.457081339729484, 'test_120_days': 33.336256195476224, 'test_150_days': 40.77575153434674, 'test_180_days': 47.536819566409555, 'test_240_days': 54.759447745329624, 'test_300_days': 51.47531058232503, 'test_360_days': 45.978728149812724, 'test_480_days': 43.89991974974985, 'test_600_days': 50.60330704427116, 'test_720_days': 49.67091098496739, 'test_1180_days': 48.517574647428674}",results/run_5/2_NH_3M_train_log_DynamicOptimizedTheta1_31fe5689.joblib
2_NH_3M_train_seasonality_DynamicOptimizedTheta1_6cfa1a05,2,NH_3M_train,seasonality,DynamicOptimizedTheta1,44.4730244516162,"{'test_30_days': 26.738394025296458, 'test_60_days': 25.509697861362486, 'test_90_days': 26.816215652777682, 'test_120_days': 31.61088554153821, 'test_150_days': 38.343628512716485, 'test_180_days': 44.95504255048981, 'test_240_days': 51.771303922081344, 'test_300_days': 47.560719425206344, 'test_360_days': 43.335249199676355, 'test_480_days': 39.64158243976168, 'test_600_days': 46.39051034772211, 'test_720_days': 44.729661593176864, 'test_1180_days': 44.4730244516162}",results/run_5/2_NH_3M_train_seasonality_DynamicOptimizedTheta1_6cfa1a05.joblib
2_NH_3M_train_boxcox_DynamicOptimizedTheta1_031e0474,2,NH_3M_train,boxcox,DynamicOptimizedTheta1,49.83033548159572,"{'test_30_days': 23.808141964067723, 'test_60_days': 21.06065000129575, 'test_90_days': 27.489027594926448, 'test_120_days': 34.59080013503335, 'test_150_days': 42.02552506641773, 'test_180_days': 48.708175135911695, 'test_240_days': 55.884099190422276, 'test_300_days': 52.81638577937839, 'test_360_days': 47.12233522698479, 'test_480_days': 45.3847664205416, 'test_600_days': 51.979826478444714, 'test_720_days': 51.16524705406596, 'test_1180_days': 49.83033548159572}",results/run_5/2_NH_3M_train_boxcox_DynamicOptimizedTheta1_031e0474.joblib
2_NH_3M_train_log_seasonality_DynamicOptimizedTheta1_f60cffe4,2,NH_3M_train,log_seasonality,DynamicOptimizedTheta1,48.517574647428674,"{'test_30_days': 23.442448830690015, 'test_60_days': 20.812792004123125, 'test_90_days': 26.457081339729484, 'test_120_days': 33.336256195476224, 'test_150_days': 40.77575153434674, 'test_180_days': 47.536819566409555, 'test_240_days': 54.759447745329624, 'test_300_days': 51.47531058232503, 'test_360_days': 45.978728149812724, 'test_480_days': 43.89991974974985, 'test_600_days': 50.60330704427116, 'test_720_days': 49.67091098496739, 'test_1180_days': 48.517574647428674}",results/run_5/2_NH_3M_train_log_seasonality_DynamicOptimizedTheta1_f60cffe4.joblib
2_NH_3M_train_seasonality_boxcox_DynamicOptimizedTheta1_ea8914af,2,NH_3M_train,seasonality_boxcox,DynamicOptimizedTheta1,49.83033548159572,"{'test_30_days': 23.808141964067723, 'test_60_days': 21.06065000129575, 'test_90_days': 27.489027594926448, 'test_120_days': 34.59080013503335, 'test_150_days': 42.02552506641773, 'test_180_days': 48.708175135911695, 'test_240_days': 55.884099190422276, 'test_300_days': 52.81638577937839, 'test_360_days': 47.12233522698479, 'test_480_days': 45.3847664205416, 'test_600_days': 51.979826478444714, 'test_720_days': 51.16524705406596, 'test_1180_days': 49.83033548159572}",results/run_5/2_NH_3M_train_seasonality_boxcox_DynamicOptimizedTheta1_ea8914af.joblib
2_NH_4M_train_original_AutoTBATS_82a39191,2,NH_4M_train,original,AutoTBATS,37.42374682388719,"{'test_30_days': 82.00985459768107, 'test_60_days': 74.55868210436859, 'test_90_days': 73.23868186599388, 'test_120_days': 65.28310473335338, 'test_150_days': 58.48889149971138, 'test_180_days': 53.67818948557306, 'test_240_days': 47.69661313287216, 'test_300_days': 42.580283414937924, 'test_360_days': 39.52399563554222, 'test_480_days': 40.74513118797132, 'test_600_days': 38.03556905487556, 'test_720_days': 38.600397668350354, 'test_1149_days': 37.42374682388719}",results/run_5/2_NH_4M_train_original_AutoTBATS_82a39191.joblib
2_NH_4M_train_log_ADIDA_8c3160fd,2,NH_4M_train,log,ADIDA,43.15404948520948,"{'test_30_days': 45.69146125873686, 'test_60_days': 35.73427638368907, 'test_90_days': 36.12381932998315, 'test_120_days': 41.45026732493366, 'test_150_days': 47.66423290887965, 'test_180_days': 52.195754117918305, 'test_240_days': 49.641154163500616, 'test_300_days': 45.8654207379381, 'test_360_days': 43.15510360118563, 'test_480_days': 40.458720538270775, 'test_600_days': 45.47225633061481, 'test_720_days': 41.46172713225043, 'test_1149_days': 43.15404948520948}",results/run_5/2_NH_4M_train_log_ADIDA_8c3160fd.joblib
2_NH_4M_train_seasonality_AutoTBATS_2a6d7a37,2,NH_4M_train,seasonality,AutoTBATS,37.42374682388719,"{'test_30_days': 82.00985459768107, 'test_60_days': 74.55868210436859, 'test_90_days': 73.23868186599388, 'test_120_days': 65.28310473335338, 'test_150_days': 58.48889149971138, 'test_180_days': 53.67818948557306, 'test_240_days': 47.69661313287216, 'test_300_days': 42.580283414937924, 'test_360_days': 39.52399563554222, 'test_480_days': 40.74513118797132, 'test_600_days': 38.03556905487556, 'test_720_days': 38.600397668350354, 'test_1149_days': 37.42374682388719}",results/run_5/2_NH_4M_train_seasonality_AutoTBATS_2a6d7a37.joblib
2_NH_4M_train_boxcox_ADIDA_7efe8b8c,2,NH_4M_train,boxcox,ADIDA,43.14608341580886,"{'test_30_days': 45.3188481937222, 'test_60_days': 35.55917011251253, 'test_90_days': 36.05625680222396, 'test_120_days': 41.43114547008339, 'test_150_days': 47.66522829236633, 'test_180_days': 52.209008164068436, 'test_240_days': 49.681744707966466, 'test_300_days': 45.857603441270825, 'test_360_days': 43.102670548312375, 'test_480_days': 40.44728465454638, 'test_600_days': 45.48354706131191, 'test_720_days': 41.472086817293466, 'test_1149_days': 43.14608341580886}",results/run_5/2_NH_4M_train_boxcox_ADIDA_7efe8b8c.joblib
2_NH_4M_train_log_seasonality_ADIDA_74ec258a,2,NH_4M_train,log_seasonality,ADIDA,43.15404948520948,"{'test_30_days': 45.69146125873686, 'test_60_days': 35.73427638368907, 'test_90_days': 36.12381932998315, 'test_120_days': 41.45026732493366, 'test_150_days': 47.66423290887965, 'test_180_days': 52.195754117918305, 'test_240_days': 49.641154163500616, 'test_300_days': 45.8654207379381, 'test_360_days': 43.15510360118563, 'test_480_days': 40.458720538270775, 'test_600_days': 45.47225633061481, 'test_720_days': 41.46172713225043, 'test_1149_days': 43.15404948520948}",results/run_5/2_NH_4M_train_log_seasonality_ADIDA_74ec258a.joblib
2_NH_4M_train_seasonality_boxcox_ADIDA_8c31a988,2,NH_4M_train,seasonality_boxcox,ADIDA,43.14608341580886,"{'test_30_days': 45.3188481937222, 'test_60_days': 35.55917011251253, 'test_90_days': 36.05625680222396, 'test_120_days': 41.43114547008339, 'test_150_days': 47.66522829236633, 'test_180_days': 52.209008164068436, 'test_240_days': 49.681744707966466, 'test_300_days': 45.857603441270825, 'test_360_days': 43.102670548312375, 'test_480_days': 40.44728465454638, 'test_600_days': 45.48354706131191, 'test_720_days': 41.472086817293466, 'test_1149_days': 43.14608341580886}",results/run_5/2_NH_4M_train_seasonality_boxcox_ADIDA_8c31a988.joblib
2_NH_2M_train_log_boxcox_AutoTBATS_fbb6e5c5,2,NH_2M_train,log_boxcox,AutoTBATS,48.44133212800248,"{'test_30_days': 21.425853896182637, 'test_60_days': 19.374197738244657, 'test_90_days': 38.09734048851389, 'test_120_days': 51.028357455981045, 'test_150_days': 68.74781551578015, 'test_180_days': 76.04548765924993, 'test_240_days': 65.84964251190847, 'test_300_days': 57.96755524677517, 'test_360_days': 51.76843024817528, 'test_480_days': 46.769162045623325, 'test_600_days': 51.98999176931704, 'test_720_days': 49.03429790462202, 'test_1210_days': 48.44133212800248}",results/run_5/2_NH_2M_train_log_boxcox_AutoTBATS_fbb6e5c5.joblib
2_NH_2M_train_log_seasonality_boxcox_AutoTBATS_44c9d18b,2,NH_2M_train,log_seasonality_boxcox,AutoTBATS,48.44133212800248,"{'test_30_days': 21.425853896182637, 'test_60_days': 19.374197738244657, 'test_90_days': 38.09734048851389, 'test_120_days': 51.028357455981045, 'test_150_days': 68.74781551578015, 'test_180_days': 76.04548765924993, 'test_240_days': 65.84964251190847, 'test_300_days': 57.96755524677517, 'test_360_days': 51.76843024817528, 'test_480_days': 46.769162045623325, 'test_600_days': 51.98999176931704, 'test_720_days': 49.03429790462202, 'test_1210_days': 48.44133212800248}",results/run_5/2_NH_2M_train_log_seasonality_boxcox_AutoTBATS_44c9d18b.joblib
2_NH_1M_train_original_AutoTBATS_2e9d8efe,2,NH_1M_train,original,AutoTBATS,37.1628457891869,"{'test_30_days': 32.44871656103919, 'test_60_days': 39.98108181277137, 'test_90_days': 36.551982300956546, 'test_120_days': 38.82794817115022, 'test_150_days': 41.52187191081335, 'test_180_days': 43.700405090099665, 'test_240_days': 40.80953687745923, 'test_300_days': 39.36626927144306, 'test_360_days': 36.67417726802905, 'test_480_days': 38.023022569310214, 'test_600_days': 37.31096706038959, 'test_720_days': 36.144702454858255, 'test_1241_days': 37.1628457891869}",results/run_5/2_NH_1M_train_original_AutoTBATS_2e9d8efe.joblib
2_NH_1M_train_log_AutoTBATS_0ea82516,2,NH_1M_train,log,AutoTBATS,38.293617532649975,"{'test_30_days': 26.473110271938122, 'test_60_days': 26.383935490898992, 'test_90_days': 27.402581020624773, 'test_120_days': 26.934080169672374, 'test_150_days': 28.501770521417143, 'test_180_days': 36.63710942440605, 'test_240_days': 41.19520225857814, 'test_300_days': 38.59870701164343, 'test_360_days': 36.25541473627037, 'test_480_days': 36.190341679223955, 'test_600_days': 37.718451018704904, 'test_720_days': 36.42122072188939, 'test_1241_days': 38.293617532649975}",results/run_5/2_NH_1M_train_log_AutoTBATS_0ea82516.joblib
2_NH_1M_train_seasonality_AutoTBATS_dd2c8597,2,NH_1M_train,seasonality,AutoTBATS,37.1628457891869,"{'test_30_days': 32.44871656103919, 'test_60_days': 39.98108181277137, 'test_90_days': 36.551982300956546, 'test_120_days': 38.82794817115022, 'test_150_days': 41.52187191081335, 'test_180_days': 43.700405090099665, 'test_240_days': 40.80953687745923, 'test_300_days': 39.36626927144306, 'test_360_days': 36.67417726802905, 'test_480_days': 38.023022569310214, 'test_600_days': 37.31096706038959, 'test_720_days': 36.144702454858255, 'test_1241_days': 37.1628457891869}",results/run_5/2_NH_1M_train_seasonality_AutoTBATS_dd2c8597.joblib
2_NH_1M_train_boxcox_AutoTBATS_94a6d0e6,2,NH_1M_train,boxcox,AutoTBATS,36.979089597341044,"{'test_30_days': 26.66010784793893, 'test_60_days': 27.376283528165917, 'test_90_days': 28.533822610058323, 'test_120_days': 27.843372226406693, 'test_150_days': 29.273417775813954, 'test_180_days': 36.3528185367854, 'test_240_days': 39.08628809985775, 'test_300_days': 36.7904465738091, 'test_360_days': 34.723759252078075, 'test_480_days': 35.35990486788844, 'test_600_days': 36.22508682794157, 'test_720_days': 35.07731251081861, 'test_1241_days': 36.979089597341044}",results/run_5/2_NH_1M_train_boxcox_AutoTBATS_94a6d0e6.joblib
2_NH_1M_train_log_seasonality_AutoTBATS_91f611d7,2,NH_1M_train,log_seasonality,AutoTBATS,38.293617532649975,"{'test_30_days': 26.473110271938122, 'test_60_days': 26.383935490898992, 'test_90_days': 27.402581020624773, 'test_120_days': 26.934080169672374, 'test_150_days': 28.501770521417143, 'test_180_days': 36.63710942440605, 'test_240_days': 41.19520225857814, 'test_300_days': 38.59870701164343, 'test_360_days': 36.25541473627037, 'test_480_days': 36.190341679223955, 'test_600_days': 37.718451018704904, 'test_720_days': 36.42122072188939, 'test_1241_days': 38.293617532649975}",results/run_5/2_NH_1M_train_log_seasonality_AutoTBATS_91f611d7.joblib
2_NH_1M_train_log_boxcox_CrostonClassic_0a8e7782,2,NH_1M_train,log_boxcox,CrostonClassic,45.002703334604476,"{'test_30_days': 70.75218373686572, 'test_60_days': 63.34406331308225, 'test_90_days': 51.415125205721466, 'test_120_days': 44.84761262557758, 'test_150_days': 41.75661194078444, 'test_180_days': 42.04130485491982, 'test_240_days': 49.35837068199543, 'test_300_days': 53.853930136211524, 'test_360_days': 49.909626356735316, 'test_480_days': 42.32507822798992, 'test_600_days': 44.83057625996349, 'test_720_days': 47.841768000299126, 'test_1241_days': 45.002703334604476}",results/run_5/2_NH_1M_train_log_boxcox_CrostonClassic_0a8e7782.joblib
2_NH_1M_train_seasonality_boxcox_AutoTBATS_d5da1937,2,NH_1M_train,seasonality_boxcox,AutoTBATS,36.979089597341044,"{'test_30_days': 26.66010784793893, 'test_60_days': 27.376283528165917, 'test_90_days': 28.533822610058323, 'test_120_days': 27.843372226406693, 'test_150_days': 29.273417775813954, 'test_180_days': 36.3528185367854, 'test_240_days': 39.08628809985775, 'test_300_days': 36.7904465738091, 'test_360_days': 34.723759252078075, 'test_480_days': 35.35990486788844, 'test_600_days': 36.22508682794157, 'test_720_days': 35.07731251081861, 'test_1241_days': 36.979089597341044}",results/run_5/2_NH_1M_train_seasonality_boxcox_AutoTBATS_d5da1937.joblib
2_NH_1M_train_log_seasonality_boxcox_CrostonClassic_c91ab07e,2,NH_1M_train,log_seasonality_boxcox,CrostonClassic,45.002703334604476,"{'test_30_days': 70.75218373686572, 'test_60_days': 63.34406331308225, 'test_90_days': 51.415125205721466, 'test_120_days': 44.84761262557758, 'test_150_days': 41.75661194078444, 'test_180_days': 42.04130485491982, 'test_240_days': 49.35837068199543, 'test_300_days': 53.853930136211524, 'test_360_days': 49.909626356735316, 'test_480_days': 42.32507822798992, 'test_600_days': 44.83057625996349, 'test_720_days': 47.841768000299126, 'test_1241_days': 45.002703334604476}",results/run_5/2_NH_1M_train_log_seasonality_boxcox_CrostonClassic_c91ab07e.joblib
2_NH_15D_train_original_CrostonClassic_673dcdfa,2,NH_15D_train,original,CrostonClassic,44.72985406142273,"{'test_30_days': 52.10627308970375, 'test_60_days': 69.22364401920075, 'test_90_days': 60.77500319739508, 'test_120_days': 51.103871480489474, 'test_150_days': 44.95549933920802, 'test_180_days': 43.71844284600785, 'test_240_days': 48.44373212462718, 'test_300_days': 54.12615045966256, 'test_360_days': 51.305241058326224, 'test_480_days': 43.67056593754645, 'test_600_days': 43.978158865508114, 'test_720_days': 47.77061727989656, 'test_1256_days': 44.72985406142273}",results/run_5/2_NH_15D_train_original_CrostonClassic_673dcdfa.joblib
2_NH_15D_train_log_AutoETS_fd69de6a,2,NH_15D_train,log,AutoETS,45.676053569037244,"{'test_30_days': 42.5313522246533, 'test_60_days': 54.92401206527619, 'test_90_days': 47.06542195873306, 'test_120_days': 40.05997552500081, 'test_150_days': 35.74057100230415, 'test_180_days': 36.85784936212362, 'test_240_days': 44.269758227180795, 'test_300_days': 51.26816257476694, 'test_360_days': 49.965996764229835, 'test_480_days': 42.13263056904468, 'test_600_days': 43.81767815820164, 'test_720_days': 48.213264222565286, 'test_1256_days': 45.676053569037244}",results/run_5/2_NH_15D_train_log_AutoETS_fd69de6a.joblib
2_NH_15D_train_seasonality_CrostonClassic_65d9520a,2,NH_15D_train,seasonality,CrostonClassic,44.72985406142273,"{'test_30_days': 52.10627308970375, 'test_60_days': 69.22364401920075, 'test_90_days': 60.77500319739508, 'test_120_days': 51.103871480489474, 'test_150_days': 44.95549933920802, 'test_180_days': 43.71844284600785, 'test_240_days': 48.44373212462718, 'test_300_days': 54.12615045966256, 'test_360_days': 51.305241058326224, 'test_480_days': 43.67056593754645, 'test_600_days': 43.978158865508114, 'test_720_days': 47.77061727989656, 'test_1256_days': 44.72985406142273}",results/run_5/2_NH_15D_train_seasonality_CrostonClassic_65d9520a.joblib
2_NH_15D_train_boxcox_CrostonClassic_ec493b8d,2,NH_15D_train,boxcox,CrostonClassic,44.96000706693652,"{'test_30_days': 47.90619031784103, 'test_60_days': 62.874990349200544, 'test_90_days': 54.600228524340054, 'test_120_days': 45.96956443582727, 'test_150_days': 40.54192306158865, 'test_180_days': 40.36321341739989, 'test_240_days': 46.35345033912762, 'test_300_days': 52.665001763534406, 'test_360_days': 50.5370457964806, 'test_480_days': 42.71102265021241, 'test_600_days': 43.67982653962271, 'test_720_days': 47.774839107620906, 'test_1256_days': 44.96000706693652}",results/run_5/2_NH_15D_train_boxcox_CrostonClassic_ec493b8d.joblib
2_NH_15D_train_log_seasonality_AutoETS_0f66d6cf,2,NH_15D_train,log_seasonality,AutoETS,45.676053569037244,"{'test_30_days': 42.5313522246533, 'test_60_days': 54.92401206527619, 'test_90_days': 47.06542195873306, 'test_120_days': 40.05997552500081, 'test_150_days': 35.74057100230415, 'test_180_days': 36.85784936212362, 'test_240_days': 44.269758227180795, 'test_300_days': 51.26816257476694, 'test_360_days': 49.965996764229835, 'test_480_days': 42.13263056904468, 'test_600_days': 43.81767815820164, 'test_720_days': 48.213264222565286, 'test_1256_days': 45.676053569037244}",results/run_5/2_NH_15D_train_log_seasonality_AutoETS_0f66d6cf.joblib
2_NH_15D_train_seasonality_boxcox_CrostonClassic_b85c2973,2,NH_15D_train,seasonality_boxcox,CrostonClassic,44.96000706693652,"{'test_30_days': 47.90619031784103, 'test_60_days': 62.874990349200544, 'test_90_days': 54.600228524340054, 'test_120_days': 45.96956443582727, 'test_150_days': 40.54192306158865, 'test_180_days': 40.36321341739989, 'test_240_days': 46.35345033912762, 'test_300_days': 52.665001763534406, 'test_360_days': 50.5370457964806, 'test_480_days': 42.71102265021241, 'test_600_days': 43.67982653962271, 'test_720_days': 47.774839107620906, 'test_1256_days': 44.96000706693652}",results/run_5/2_NH_15D_train_seasonality_boxcox_CrostonClassic_b85c2973.joblib
2_NH_mar_2M_train_original_AutoTBATS_10b96953,2,NH_mar_2M_train,original,AutoTBATS,37.1628457891869,"{'test_30_days': 32.44871656103919, 'test_60_days': 39.98108181277137, 'test_90_days': 36.551982300956546, 'test_120_days': 38.82794817115022, 'test_150_days': 41.52187191081335, 'test_180_days': 43.700405090099665, 'test_240_days': 40.80953687745923, 'test_300_days': 39.36626927144306, 'test_360_days': 36.67417726802905, 'test_480_days': 38.023022569310214, 'test_600_days': 37.31096706038959, 'test_720_days': 36.144702454858255, 'test_1241_days': 37.1628457891869}",results/run_5/2_NH_mar_2M_train_original_AutoTBATS_10b96953.joblib
2_NH_mar_2M_train_log_AutoTBATS_d5774458,2,NH_mar_2M_train,log,AutoTBATS,38.293617532649975,"{'test_30_days': 26.473110271938122, 'test_60_days': 26.383935490898992, 'test_90_days': 27.402581020624773, 'test_120_days': 26.934080169672374, 'test_150_days': 28.501770521417143, 'test_180_days': 36.63710942440605, 'test_240_days': 41.19520225857814, 'test_300_days': 38.59870701164343, 'test_360_days': 36.25541473627037, 'test_480_days': 36.190341679223955, 'test_600_days': 37.718451018704904, 'test_720_days': 36.42122072188939, 'test_1241_days': 38.293617532649975}",results/run_5/2_NH_mar_2M_train_log_AutoTBATS_d5774458.joblib
