Model,Transforms,test_30_days,test_60_days,test_90_days,test_120_days,test_150_days,test_180_days,test_240_days,test_300_days,test_360_days,test_480_days,test_600_days,test_614_days
prophet_holy,"AutoSeasonalDifferences(max_diffs=341, n_seasons=10, season_length=227) | LocalMinMaxScaler(stats_=[[  5.1691023  286.54204218]])",45.61163003931142,34.629231477024014,31.803089871214517,28.056015636041646,26.716408521549134,29.78442173726249,30.643838704988013,30.329430834228692,31.83928619465457,33.115791563829774,32.41973550598115,32.162454869150665
prophet_holy,"AutoSeasonalDifferences(max_diffs=341, n_seasons=10, season_length=227) | LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[4.10226185e-005 3.36952770e-321]], upper=2.0)",43.07074166825495,34.07557651493281,31.13217768747083,28.231500959973904,26.4614705951073,28.808670692777476,30.18111656473178,29.93591766382927,31.247407888377328,32.44635367975499,32.14779795912367,31.91515470066702
prophet_holy,"AutoSeasonalityAndDifferences(max_diffs=341, max_season_length=227, n_seasons=10) | LocalStandardScaler(stats_=[[49.00252779 51.10112067]])",62.09991574610656,47.288484129857835,91.30595071035468,174.27221456839666,291.09898675244494,355.36316916723206,594.3493967344231,695.2333335697998,648.7048681710015,623.4608188367642,1115.631651658827,1145.7164040871683
prophet_holy,"AutoSeasonalityAndDifferences(max_diffs=341, max_season_length=227, n_seasons=10) | LocalMinMaxScaler(stats_=[[  5.1691023  286.54204218]])",45.61163003931142,34.629231477024014,31.803089871214517,28.056015636041646,26.716408521549134,29.78442173726249,30.643838704988013,30.329430834228692,31.83928619465457,33.115791563829774,32.41973550598115,32.162454869150665
prophet_holy,"AutoSeasonalityAndDifferences(max_diffs=341, max_season_length=227, n_seasons=10) | LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[4.10226185e-05 0.00000000e+00]], upper=2.0)",43.07074166825495,34.07557651493281,31.13217768747083,28.231500959973904,26.4614705951073,28.808670692777476,30.18111656473178,29.93591766382927,31.247407888377328,32.44635367975499,32.14779795912367,31.91515470066702
prophet_add_season30_5_holy,,48.27910651287508,36.73660617446951,34.47758294744159,33.441464282078485,34.5968478511714,37.217022972573474,36.354665666719086,35.26608697838851,36.56583701745226,38.10303890127431,38.161904063813054,38.03209513083
prophet_add_season30_5_holy,AutoDifferences(max_diffs=341),36.182186911841235,43.14539607487152,107.26360168352238,191.84695530851715,291.6256737233447,339.68865352615313,453.66590871405094,438.25409254132904,393.59952847118853,585.1431209010883,1171.3008216872981,1203.7701138200323
prophet_add_season30_5_holy,"AutoSeasonalDifferences(max_diffs=341, n_seasons=10, season_length=227)",48.27910651287508,36.73660617446951,34.47758294744159,33.441464282078485,34.5968478511714,37.217022972573474,36.354665666719086,35.26608697838851,36.56583701745226,38.10303890127431,38.161904063813054,38.03209513083
prophet_add_season30_5_holy,"AutoSeasonalityAndDifferences(max_diffs=341, max_season_length=227, n_seasons=10)",48.27910651287508,36.73660617446951,34.47758294744159,33.441464282078485,34.5968478511714,37.217022972573474,36.354665666719086,35.26608697838851,36.56583701745226,38.10303890127431,38.161904063813054,38.03209513083
prophet_add_season30_5_holy,LocalStandardScaler(stats_=[[49.00252779 51.10112067]]),70.3648115325527,55.853729219302174,99.67458740048669,192.06606518700744,332.42334077025293,414.5433566295181,619.5800639862344,645.9833287037014,600.6419526258837,599.4677478174165,1115.5792955760594,1186.4738501301656
prophet_add_season30_5_holy,LocalMinMaxScaler(stats_=[[  5.1691023  286.54204218]]),47.90152883204892,36.29584918095838,34.06174545003341,32.79765964248156,33.91375176138714,36.45953881783371,35.63500489936772,34.59192244828769,35.8874402183091,37.50555458754416,38.145870082802915,37.96420726086546
prophet_add_season30_5_holy,"LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[4.10226185e-005 3.36952770e-321]], upper=2.0)",47.3846680138675,36.65077512770482,32.92177061597469,29.789601913115852,27.995742759742072,30.1895240718234,31.265146494295465,31.11662465490278,32.50320341240313,33.13399433158396,32.377957177544346,32.17488846286407
prophet_add_season30_5_holy,AutoDifferences(max_diffs=341) | LocalStandardScaler(stats_=[[2.03754691e-02 3.20312752e+01]]),36.15517053361589,43.258250894414346,107.68089909144851,192.67190887395685,292.96761576497863,341.3463539601917,456.07995993884856,440.7252541921827,395.92757599487226,588.8328781081296,1178.7469825910466,1211.4282114051741
prophet_add_season30_5_holy,AutoDifferences(max_diffs=341) | LocalMinMaxScaler(stats_=[[-213.24969597  358.98585895]]),127.86622485464105,215.0472561106942,345.8648310339771,485.972147902646,628.3878082487447,683.6502092170872,795.208573519132,738.2778084125027,650.1498515451638,823.7777331087358,1364.2461325382174,1388.627572312882
prophet_add_season30_5_holy,"AutoSeasonalDifferences(max_diffs=341, n_seasons=10, season_length=227) | LocalStandardScaler(stats_=[[49.00252779 51.10112067]])",70.3648115325527,55.853729219302174,99.67458740048669,192.06606518700744,332.42334077025293,414.5433566295181,619.5800639862344,645.9833287037014,600.6419526258837,599.4677478174165,1115.5792955760594,1186.4738501301656
prophet_add_season30_5_holy,"AutoSeasonalDifferences(max_diffs=341, n_seasons=10, season_length=227) | LocalMinMaxScaler(stats_=[[  5.1691023  286.54204218]])",47.90152883204892,36.29584918095838,34.06174545003341,32.79765964248156,33.91375176138714,36.45953881783371,35.63500489936772,34.59192244828769,35.8874402183091,37.50555458754416,38.145870082802915,37.96420726086546
prophet_add_season30_5_holy,"AutoSeasonalDifferences(max_diffs=341, n_seasons=10, season_length=227) | LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[4.10226185e-005 3.36952770e-321]], upper=2.0)",47.3846680138675,36.65077512770482,32.92177061597469,29.789601913115852,27.995742759742072,30.1895240718234,31.265146494295465,31.11662465490278,32.50320341240313,33.13399433158396,32.377957177544346,32.17488846286407
prophet_add_season30_5_holy,"AutoSeasonalityAndDifferences(max_diffs=341, max_season_length=227, n_seasons=10) | LocalStandardScaler(stats_=[[49.00252779 51.10112067]])",70.3648115325527,55.853729219302174,99.67458740048669,192.06606518700744,332.42334077025293,414.5433566295181,619.5800639862344,645.9833287037014,600.6419526258837,599.4677478174165,1115.5792955760594,1186.4738501301656
prophet_add_season30_5_holy,"AutoSeasonalityAndDifferences(max_diffs=341, max_season_length=227, n_seasons=10) | LocalMinMaxScaler(stats_=[[  5.1691023  286.54204218]])",47.90152883204892,36.29584918095838,34.06174545003341,32.79765964248156,33.91375176138714,36.45953881783371,35.63500489936772,34.59192244828769,35.8874402183091,37.50555458754416,38.145870082802915,37.96420726086546
prophet_add_season30_5_holy,"AutoSeasonalityAndDifferences(max_diffs=341, max_season_length=227, n_seasons=10) | LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[4.10226185e-05 0.00000000e+00]], upper=2.0)",47.3846680138675,36.65077512770482,32.92177061597469,29.789601913115852,27.995742759742072,30.1895240718234,31.265146494295465,31.11662465490278,32.50320341240313,33.13399433158396,32.377957177544346,32.17488846286407
