Model,Transforms,test_30_days,test_60_days,test_90_days,test_120_days,test_150_days,test_180_days,test_240_days,test_300_days,test_360_days,test_480_days,test_600_days,test_614_days
prophet,,28.31825592671994,28.52939059867185,27.722242253305524,27.63766113585974,26.467836967263786,26.81479548798465,25.616566213923335,25.203747948155737,29.63350519949562,35.735898827797854,35.54152729526478,35.56793827161182
prophet,AutoDifferences(max_diffs=341),25.4625904392668,35.59588060801532,75.84655913516598,130.74681574843305,186.90937445057827,220.41608614298238,272.9951400487593,275.4585281306001,256.33674780729825,411.77771941586025,687.5946016428226,702.1370495783536
prophet,"AutoSeasonalDifferences(max_diffs=341, n_seasons=10, season_length=227)",28.31825592671994,28.52939059867185,27.722242253305524,27.63766113585974,26.467836967263786,26.81479548798465,25.616566213923335,25.203747948155737,29.63350519949562,35.735898827797854,35.54152729526478,35.56793827161182
prophet,"AutoSeasonalityAndDifferences(max_diffs=341, max_season_length=227, n_seasons=10)",28.31825592671994,28.52939059867185,27.722242253305524,27.63766113585974,26.467836967263786,26.81479548798465,25.616566213923335,25.203747948155737,29.63350519949562,35.735898827797854,35.54152729526478,35.56793827161182
prophet,LocalStandardScaler(stats_=[[46.42609936 40.07122091]]),48.724457500454825,42.51567667356335,58.05469915938938,109.36580304354273,170.90355382434612,209.10642915268102,306.28048799066056,337.01672415620266,344.5270534462581,366.34784556428616,585.9139163771883,596.8133404065081
prophet,LocalMinMaxScaler(stats_=[[  5.11211699 325.92896936]]),28.255350380556955,28.600259093632797,28.006174959450043,28.255579197975088,27.405841994883453,27.83381736135783,26.530014778851914,25.918573852837635,30.189983234565137,35.73178109839958,35.00448613272545,34.998779883726854
prophet,"LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[4.10226185e-005 3.36952770e-321]], upper=2.0)",25.83697404453616,29.332925417693346,29.535452235632686,31.951217584385233,32.67169344830464,33.764310870842756,33.54741221283077,31.84613730184982,31.915342411721287,31.646037445077773,31.156756166424625,31.02591230578232
prophet,AutoDifferences(max_diffs=341) | LocalStandardScaler(stats_=[[ 0.04091409 22.85387645]]),25.662477464163185,38.30883065447193,82.331254740333,142.51678562267946,204.6525064565389,242.6395339266204,303.2950083007402,308.53024873297335,289.22625433270184,468.69830132646877,784.7389141316924,801.56939732009
prophet,AutoDifferences(max_diffs=341) | LocalMinMaxScaler(stats_=[[-214.51499032  437.2315826 ]]),50.52261237863485,85.78189834880932,114.73281284528713,142.66133765560446,164.25037467360676,171.99736914996774,173.11775753779958,156.7578405710281,136.01702590809788,144.40958814585665,163.64435823114783,162.4411636084725
prophet,"AutoSeasonalDifferences(max_diffs=341, n_seasons=10, season_length=227) | LocalStandardScaler(stats_=[[46.42609936 40.07122091]])",48.724457500454825,42.51567667356335,58.05469915938938,109.36580304354273,170.90355382434612,209.10642915268102,306.28048799066056,337.01672415620266,344.5270534462581,366.34784556428616,585.9139163771883,596.8133404065081
prophet,"AutoSeasonalDifferences(max_diffs=341, n_seasons=10, season_length=227) | LocalMinMaxScaler(stats_=[[  5.11211699 325.92896936]])",28.255350380556955,28.600259093632797,28.006174959450043,28.255579197975088,27.405841994883453,27.83381736135783,26.530014778851914,25.918573852837635,30.189983234565137,35.73178109839958,35.00448613272545,34.998779883726854
prophet,"AutoSeasonalDifferences(max_diffs=341, n_seasons=10, season_length=227) | LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[4.10226185e-005 3.36952770e-321]], upper=2.0)",25.83697404453616,29.332925417693346,29.535452235632686,31.951217584385233,32.67169344830464,33.764310870842756,33.54741221283077,31.84613730184982,31.915342411721287,31.646037445077773,31.156756166424625,31.02591230578232
prophet,"AutoSeasonalityAndDifferences(max_diffs=341, max_season_length=227, n_seasons=10) | LocalStandardScaler(stats_=[[46.42609936 40.07122091]])",48.724457500454825,42.51567667356335,58.05469915938938,109.36580304354273,170.90355382434612,209.10642915268102,306.28048799066056,337.01672415620266,344.5270534462581,366.34784556428616,585.9139163771883,596.8133404065081
