Model,Transforms,test_30_days,test_60_days,test_90_days,test_120_days,test_150_days,test_180_days,test_240_days,test_300_days,test_360_days,test_480_days,test_494_days
prophet,,22.238868532267258,24.97445165679044,24.65897899124097,23.47224389975671,22.165225120537446,23.889846415791062,31.686888180241805,37.29693196418228,42.327150601166366,41.353295889757895,41.32917294346553
prophet,AutoDifferences(max_diffs=380),10.069676111194692,15.415783036941521,18.441179524125747,19.871803777043784,23.930514273567873,27.27657889398397,36.676774719453014,37.398595840335304,45.352034192546235,65.90701604498518,66.02536424175783
prophet,"AutoSeasonalDifferences(max_diffs=380, n_seasons=10, season_length=267)",22.238868532267258,24.97445165679044,24.65897899124097,23.47224389975671,22.165225120537446,23.889846415791062,31.686888180241805,37.29693196418228,42.327150601166366,41.353295889757895,41.32917294346553
prophet,"AutoSeasonalityAndDifferences(max_diffs=380, max_season_length=267, n_seasons=10)",22.238868532267258,24.97445165679044,24.65897899124097,23.47224389975671,22.165225120537446,23.889846415791062,31.686888180241805,37.29693196418228,42.327150601166366,41.353295889757895,41.32917294346553
prophet,LocalStandardScaler(stats_=[[47.42372721 38.3630083 ]]),34.13872896930385,30.138670870046912,43.67492051873265,72.59997603676321,137.6604870197086,133.92959420667506,165.5916905565413,179.59589607048292,177.69289389382746,284.3677940296399,298.47296742568756
prophet,LocalMinMaxScaler(stats_=[[  5.11211699 325.92896936]]),23.87244013034001,26.29539928251845,25.606187633467552,24.295093345141087,22.83506969931376,24.389940536213423,32.00128829650574,37.392577993429384,42.09962930393702,40.50471340050496,40.43850160485383
prophet,"LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[4.10226185e-005 3.96240648e-321]], upper=2.0)",12.068513199921899,16.042889381778767,21.797632383670024,23.26388047498476,27.36021028476971,36.90181623294642,64.96116401500903,84.42721535650568,96.78338156130518,106.25884131105656,108.80898442508591
prophet,AutoDifferences(max_diffs=380) | LocalStandardScaler(stats_=[[-2.09155811e-02  2.20585897e+01]]),8.821487185198224,18.121419243297833,23.709982970179823,29.408836693030988,36.80453648271752,42.98356530821762,54.276361588963574,61.577281953120654,67.99390856758927,85.07037021913992,86.78752281030556
prophet,AutoDifferences(max_diffs=380) | LocalMinMaxScaler(stats_=[[-214.51499032  437.2315826 ]]),13.946612547023571,17.385890794068555,27.0372123628129,30.06506383258909,31.53493387812194,36.4638324924966,46.035017671023695,61.36657916148513,101.7064543931175,175.92775706017113,180.28892665201073
prophet,"AutoSeasonalDifferences(max_diffs=380, n_seasons=10, season_length=267) | LocalStandardScaler(stats_=[[47.42372721 38.3630083 ]])",34.13872896930385,30.138670870046912,43.67492051873265,72.59997603676321,137.6604870197086,133.92959420667506,165.5916905565413,179.59589607048292,177.69289389382746,284.3677940296399,298.47296742568756
prophet,"AutoSeasonalDifferences(max_diffs=380, n_seasons=10, season_length=267) | LocalMinMaxScaler(stats_=[[  5.11211699 325.92896936]])",23.87244013034001,26.29539928251845,25.606187633467552,24.295093345141087,22.83506969931376,24.389940536213423,32.00128829650574,37.392577993429384,42.09962930393702,40.50471340050496,40.43850160485383
prophet,"AutoSeasonalDifferences(max_diffs=380, n_seasons=10, season_length=267) | LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[4.10226185e-005 3.96240648e-321]], upper=2.0)",12.068513199921899,16.042889381778767,21.797632383670024,23.26388047498476,27.36021028476971,36.90181623294642,64.96116401500903,84.42721535650568,96.78338156130518,106.25884131105656,108.80898442508591
prophet,"AutoSeasonalityAndDifferences(max_diffs=380, max_season_length=267, n_seasons=10) | LocalStandardScaler(stats_=[[47.42372721 38.3630083 ]])",34.13872896930385,30.138670870046912,43.67492051873265,72.59997603676321,137.6604870197086,133.92959420667506,165.5916905565413,179.59589607048292,177.69289389382746,284.3677940296399,298.47296742568756
prophet,"AutoSeasonalityAndDifferences(max_diffs=380, max_season_length=267, n_seasons=10) | LocalMinMaxScaler(stats_=[[  5.11211699 325.92896936]])",23.87244013034001,26.29539928251845,25.606187633467552,24.295093345141087,22.83506969931376,24.389940536213423,32.00128829650574,37.392577993429384,42.09962930393702,40.50471340050496,40.43850160485383
prophet,"AutoSeasonalityAndDifferences(max_diffs=380, max_season_length=267, n_seasons=10) | LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[4.10226185e-05 0.00000000e+00]], upper=2.0)",12.068513199921899,16.042889381778767,21.797632383670024,23.26388047498476,27.36021028476971,36.90181623294642,64.96116401500903,84.42721535650568,96.78338156130518,106.25884131105656,108.80898442508591
prophet_add_season30_5,,26.93862437077173,28.190880832327124,28.58128830001646,26.83019367799002,25.290291377461976,26.48616684120475,33.69055640792821,38.8962308266421,44.709349155809186,44.386951549513185,44.194698203748274
prophet_add_season30_5,AutoDifferences(max_diffs=380),8.93690288763702,18.485844845931297,24.35208557122668,30.645539999781906,38.43448315225099,45.00482550971164,56.68925566020195,65.38982041963419,76.70420155262889,104.9982317784184,107.47259218308245
prophet_add_season30_5,"AutoSeasonalDifferences(max_diffs=380, n_seasons=10, season_length=267)",26.93862437077173,28.190880832327124,28.58128830001646,26.83019367799002,25.290291377461976,26.48616684120475,33.69055640792821,38.8962308266421,44.709349155809186,44.386951549513185,44.194698203748274
prophet_add_season30_5,"AutoSeasonalityAndDifferences(max_diffs=380, max_season_length=267, n_seasons=10)",26.93862437077173,28.190880832327124,28.58128830001646,26.83019367799002,25.290291377461976,26.48616684120475,33.69055640792821,38.8962308266421,44.709349155809186,44.386951549513185,44.194698203748274
