Model,Transforms,test_30_days,test_60_days,test_90_days,test_120_days,test_150_days,test_180_days,test_240_days,test_300_days,test_360_days,test_480_days,test_555_days
prophet,,26.888106414195402,22.35272968144001,22.85819669616786,28.762726745117245,29.727601612009476,30.653500556160264,30.306294156182208,32.52759941974979,34.46125585596992,33.56374995756541,33.0937384602443
prophet,AutoDifferences(max_diffs=370),58.73624882701771,126.05149168746945,205.3473457577017,242.67698891183622,300.3892459659381,344.6720751068234,329.32396077143534,290.29883958820193,317.911847945474,855.666803212279,1232.2417454397796
prophet,"AutoSeasonalDifferences(max_diffs=370, n_seasons=10, season_length=247)",26.888106414195402,22.35272968144001,22.85819669616786,28.762726745117245,29.727601612009476,30.653500556160264,30.306294156182208,32.52759941974979,34.46125585596992,33.56374995756541,33.0937384602443
prophet,"AutoSeasonalityAndDifferences(max_diffs=370, max_season_length=247, n_seasons=10)",26.888106414195402,22.35272968144001,22.85819669616786,28.762726745117245,29.727601612009476,30.653500556160264,30.306294156182208,32.52759941974979,34.46125585596992,33.56374995756541,33.0937384602443
prophet,LocalStandardScaler(stats_=[[50.43335601 49.88962405]]),171.05069397848615,294.69413739676344,438.17085298132963,493.951980153456,609.4019371816141,780.2870180677536,863.3673794921501,767.4311288734107,684.5365130134547,858.2550062839973,1242.9262176430293
prophet,LocalMinMaxScaler(stats_=[[  5.1691023  286.54204218]]),26.746184000355832,21.389231589074146,22.046493765911677,27.71831600702905,28.717432098452345,29.68053586253747,29.558206856427116,32.001753410851066,34.252997485164286,33.676005626024214,34.0715069371468
prophet,"LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[4.10226185e-005 3.66102644e-321]], upper=2.0)",25.068261262961745,20.79167612423019,20.89015389031956,25.18325968810671,27.19317659178068,28.274270794199353,28.872307477872123,32.26203583760861,36.71070305083872,37.75766627026814,40.454090669392315
prophet,AutoDifferences(max_diffs=370) | LocalStandardScaler(stats_=[[-1.21724706e-02  3.22039191e+01]]),51.677947120569435,104.97323038016526,166.25363138462114,191.60104915124415,232.7617249523566,263.0717920270924,244.7736172282795,211.0436425372432,226.8510934364183,607.9824619654697,874.2203297831713
prophet,AutoDifferences(max_diffs=370) | LocalMinMaxScaler(stats_=[[-213.24969597  358.98585895]]),27.92145977076196,23.283464517390033,24.46525288471188,30.04821653898903,32.3721333603345,34.940898592037776,40.839169960313114,49.80643365610622,65.92537002332512,123.99220018073001,166.00787041953046
prophet,"AutoSeasonalDifferences(max_diffs=370, n_seasons=10, season_length=247) | LocalStandardScaler(stats_=[[50.43335601 49.88962405]])",171.05069397848615,294.69413739676344,438.17085298132963,493.951980153456,609.4019371816141,780.2870180677536,863.3673794921501,767.4311288734107,684.5365130134547,858.2550062839973,1242.9262176430293
prophet,"AutoSeasonalDifferences(max_diffs=370, n_seasons=10, season_length=247) | LocalMinMaxScaler(stats_=[[  5.1691023  286.54204218]])",26.746184000355832,21.389231589074146,22.046493765911677,27.71831600702905,28.717432098452345,29.68053586253747,29.558206856427116,32.001753410851066,34.252997485164286,33.676005626024214,34.0715069371468
prophet,"AutoSeasonalDifferences(max_diffs=370, n_seasons=10, season_length=247) | LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[4.10226185e-005 3.66102644e-321]], upper=2.0)",25.068261262961745,20.79167612423019,20.89015389031956,25.18325968810671,27.19317659178068,28.274270794199353,28.872307477872123,32.26203583760861,36.71070305083872,37.75766627026814,40.454090669392315
prophet,"AutoSeasonalityAndDifferences(max_diffs=370, max_season_length=247, n_seasons=10) | LocalStandardScaler(stats_=[[50.43335601 49.88962405]])",171.05069397848615,294.69413739676344,438.17085298132963,493.951980153456,609.4019371816141,780.2870180677536,863.3673794921501,767.4311288734107,684.5365130134547,858.2550062839973,1242.9262176430293
prophet,"AutoSeasonalityAndDifferences(max_diffs=370, max_season_length=247, n_seasons=10) | LocalMinMaxScaler(stats_=[[  5.1691023  286.54204218]])",26.746184000355832,21.389231589074146,22.046493765911677,27.71831600702905,28.717432098452345,29.68053586253747,29.558206856427116,32.001753410851066,34.252997485164286,33.676005626024214,34.0715069371468
prophet,"AutoSeasonalityAndDifferences(max_diffs=370, max_season_length=247, n_seasons=10) | LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[4.10226185e-05 0.00000000e+00]], upper=2.0)",25.068261262961745,20.79167612423019,20.89015389031956,25.18325968810671,27.19317659178068,28.274270794199353,28.872307477872123,32.26203583760861,36.71070305083872,37.75766627026814,40.454090669392315
prophet_add_season30_5,,28.79670919752282,28.162147106264367,31.21187333498114,35.96481693879213,35.29613560348472,34.738224543810276,33.70666763694798,35.75737617804835,37.70512455012687,37.72869945650232,37.89012732316385
prophet_add_season30_5,AutoDifferences(max_diffs=370),46.51592058211452,88.97206856233282,135.75865207498097,150.93920881635538,177.71802005038862,195.415210597863,173.72090488469,146.7807137467977,149.5242681905272,368.8465045114751,517.5533059914027
prophet_add_season30_5,"AutoSeasonalDifferences(max_diffs=370, n_seasons=10, season_length=247)",28.79670919752282,28.162147106264367,31.21187333498114,35.96481693879213,35.29613560348472,34.738224543810276,33.70666763694798,35.75737617804835,37.70512455012687,37.72869945650232,37.89012732316385
prophet_add_season30_5,"AutoSeasonalityAndDifferences(max_diffs=370, max_season_length=247, n_seasons=10)",28.79670919752282,28.162147106264367,31.21187333498114,35.96481693879213,35.29613560348472,34.738224543810276,33.70666763694798,35.75737617804835,37.70512455012687,37.72869945650232,37.89012732316385
prophet_add_season30_5,LocalStandardScaler(stats_=[[50.43335601 49.88962405]]),171.7307328121584,298.3049423169844,442.79564981095547,496.6074144531361,611.5774701575176,753.6095114882879,825.1249546133598,736.95797364625,658.7264394304058,835.6230316084814,1198.734998058933
prophet_add_season30_5,LocalMinMaxScaler(stats_=[[  5.1691023  286.54204218]]),28.853012434480245,27.64224792192962,30.784483851849565,35.3606287440691,34.76901186979013,34.14271241202434,33.12936588056806,35.126457515488084,37.015255548306044,37.58206502338963,38.48718488535482
prophet_add_season30_5,"LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[4.10226185e-005 3.66102644e-321]], upper=2.0)",24.855648706432028,20.74293675319398,21.159312061233713,25.291426212610457,27.28737228773952,28.074947178226317,29.053030673043967,32.83191674250298,37.25679878074465,38.33883648712246,41.055989883558105
prophet_add_season30_5,AutoDifferences(max_diffs=370) | LocalStandardScaler(stats_=[[-1.21724706e-02  3.22039191e+01]]),46.416521987208576,88.76248187495912,135.53856629294992,150.82742848280557,177.8305923710073,195.82014294428959,174.4440742388475,147.51014478952254,150.96952672202002,377.8762104509676,532.7441512267604
prophet_add_season30_5,AutoDifferences(max_diffs=370) | LocalMinMaxScaler(stats_=[[-213.24969597  358.98585895]]),53.91412196913051,98.36400492475825,160.66108144385274,196.18656923409347,249.44590812391797,291.05740968932497,298.59602817487473,288.22612818388615,326.7166790799508,771.7431198500566,1088.1178488532664
prophet_add_season30_5,"AutoSeasonalDifferences(max_diffs=370, n_seasons=10, season_length=247) | LocalStandardScaler(stats_=[[50.43335601 49.88962405]])",171.7307328121584,298.3049423169844,442.79564981095547,496.6074144531361,611.5774701575176,753.6095114882879,825.1249546133598,736.95797364625,658.7264394304058,835.6230316084814,1198.734998058933
prophet_add_season30_5,"AutoSeasonalDifferences(max_diffs=370, n_seasons=10, season_length=247) | LocalMinMaxScaler(stats_=[[  5.1691023  286.54204218]])",28.853012434480245,27.64224792192962,30.784483851849565,35.3606287440691,34.76901186979013,34.14271241202434,33.12936588056806,35.126457515488084,37.015255548306044,37.58206502338963,38.48718488535482
prophet_add_season30_5,"AutoSeasonalDifferences(max_diffs=370, n_seasons=10, season_length=247) | LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[4.10226185e-005 3.66102644e-321]], upper=2.0)",24.855648706432028,20.74293675319398,21.159312061233713,25.291426212610457,27.28737228773952,28.074947178226317,29.053030673043967,32.83191674250298,37.25679878074465,38.33883648712246,41.055989883558105
prophet_add_season30_5,"AutoSeasonalityAndDifferences(max_diffs=370, max_season_length=247, n_seasons=10) | LocalStandardScaler(stats_=[[50.43335601 49.88962405]])",171.7307328121584,298.3049423169844,442.79564981095547,496.6074144531361,611.5774701575176,753.6095114882879,825.1249546133598,736.95797364625,658.7264394304058,835.6230316084814,1198.734998058933
prophet_add_season30_5,"AutoSeasonalityAndDifferences(max_diffs=370, max_season_length=247, n_seasons=10) | LocalMinMaxScaler(stats_=[[  5.1691023  286.54204218]])",28.853012434480245,27.64224792192962,30.784483851849565,35.3606287440691,34.76901186979013,34.14271241202434,33.12936588056806,35.126457515488084,37.015255548306044,37.58206502338963,38.48718488535482
