Model,Transforms,test_30_days,test_60_days,test_90_days,test_120_days,test_150_days,test_180_days,test_240_days,test_300_days,test_360_days,test_480_days,test_555_days
prophet,,24.732834586963424,26.632923547098013,25.398759363005112,25.981590978488295,25.775875733879026,24.864212951772537,24.562503916040832,30.31986064988673,34.72146703561245,37.05283796886448,36.959706274928976
prophet,AutoDifferences(max_diffs=370),23.452172299278768,51.502079286448776,78.05650476386602,88.65144300711873,101.13301216802265,104.40399434561346,95.76438196767937,83.83594396310995,90.38940193178702,230.96008824978549,283.95171051751134
prophet,"AutoSeasonalDifferences(max_diffs=370, n_seasons=10, season_length=247)",24.732834586963424,26.632923547098013,25.398759363005112,25.981590978488295,25.775875733879026,24.864212951772537,24.562503916040832,30.31986064988673,34.72146703561245,37.05283796886448,36.959706274928976
prophet,"AutoSeasonalityAndDifferences(max_diffs=370, max_season_length=247, n_seasons=10)",24.732834586963424,26.632923547098013,25.398759363005112,25.981590978488295,25.775875733879026,24.864212951772537,24.562503916040832,30.31986064988673,34.72146703561245,37.05283796886448,36.959706274928976
prophet,LocalStandardScaler(stats_=[[48.56416613 39.6199012 ]]),85.62331801020629,168.98126828286274,247.13521562930896,281.7091340855898,328.5653826192352,374.66944079326436,384.4226301903616,394.334409403131,364.0825506101636,505.76814154973573,616.3110017366118
prophet,LocalMinMaxScaler(stats_=[[  5.11211699 325.92896936]]),25.317682635139853,27.602130082662352,26.657128442028622,27.211604141881217,26.827136874800534,25.822203100583042,25.269662554735454,30.917136482459785,35.19508953545002,36.758301603440614,36.488585562803664
prophet,"LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[4.10226185e-005 3.66102644e-321]], upper=2.0)",22.954346711359484,27.169793034902877,26.223530116607808,27.20651039437829,27.083877250751883,25.86320548900475,25.2362262299358,30.402358244107763,34.6276703063674,35.955188178558494,35.847795664363474
prophet,AutoDifferences(max_diffs=370) | LocalStandardScaler(stats_=[[9.33143296e-04 2.28259190e+01]]),24.369267782139737,54.45747090312555,83.35561752025164,95.83206600185737,110.46143287629555,115.28344179642977,108.1905900143916,95.04022846642579,104.30246532256686,271.32760031333214,335.98986081076833
prophet,AutoDifferences(max_diffs=370) | LocalMinMaxScaler(stats_=[[-214.51499032  437.2315826 ]]),24.502324635997276,23.464258599472654,28.49660064396074,35.59551569674584,48.959662226388886,56.36028423077062,65.2210911503497,72.94979420422915,90.34769425446547,209.3930697818598,261.57992259576014
prophet,"AutoSeasonalDifferences(max_diffs=370, n_seasons=10, season_length=247) | LocalStandardScaler(stats_=[[48.56416613 39.6199012 ]])",85.62331801020629,168.98126828286274,247.13521562930896,281.7091340855898,328.5653826192352,374.66944079326436,384.4226301903616,394.334409403131,364.0825506101636,505.76814154973573,616.3110017366118
