Model,Transforms,test_30_days,test_60_days,test_90_days,test_120_days,test_150_days,test_180_days,test_240_days,test_300_days,test_360_days,test_480_days,test_600_days,test_676_days
prophet,,67.63193625435214,74.80155521542501,81.30452150199766,66.84556647128747,61.32938087527212,56.01378192233605,53.408516992558596,53.27632940109628,54.662936019335795,77.04308476577954,83.56239089328824,90.74983943734541
prophet,AutoDifferences(max_diffs=310),38.63731004604845,36.629226536663964,38.09443784007778,54.80099637327628,118.03068325374666,208.22191696341505,386.45278927533803,527.0043780618431,526.4739491633308,504.2686159325211,1001.6465997876568,1356.295386782546
prophet,"AutoSeasonalDifferences(max_diffs=310, n_seasons=10, season_length=206)",67.63193625435214,74.80155521542501,81.30452150199766,66.84556647128747,61.32938087527212,56.01378192233605,53.408516992558596,53.27632940109628,54.662936019335795,77.04308476577954,83.56239089328824,90.74983943734541
prophet,"AutoSeasonalityAndDifferences(max_diffs=310, max_season_length=206, n_seasons=10)",67.63193625435214,74.80155521542501,81.30452150199766,66.84556647128747,61.32938087527212,56.01378192233605,53.408516992558596,53.27632940109628,54.662936019335795,77.04308476577954,83.56239089328824,90.74983943734541
prophet,LocalStandardScaler(stats_=[[43.01132166 47.20377674]]),391.28591168247914,433.06475564426535,474.90337117845297,382.1552189687098,320.5707696848959,322.7106435135921,421.1803570516568,431.206908191977,382.27170685838576,560.6960576631135,720.2820513686021,801.0592860928101
prophet,LocalMinMaxScaler(stats_=[[  5.1691023  286.54204218]]),68.27034870791283,75.44687176690717,81.71810173704216,66.9950116622156,60.95563714275549,54.99438086972819,51.92488962018712,51.41903884900773,52.79708657472311,75.6189320995466,79.84278249420348,85.87489941942657
prophet,"LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[4.10226185e-005 3.06320700e-321]], upper=2.0)",55.740520595011965,58.9203691055041,65.69155932409831,54.144516278579005,48.90965515525919,43.73271047706339,40.98480188404335,41.18381427718013,42.13139672710582,60.23787565488076,63.02473762259826,68.07353266293629
prophet,AutoDifferences(max_diffs=310) | LocalStandardScaler(stats_=[[ 0.04092847 26.97691691]]),38.558040648508204,36.556545265516206,38.83913240017603,57.21914974701829,124.07722186816076,219.46271445071767,409.07596163803595,559.9851338504404,560.9829966727924,540.0828756406104,1078.787947404697,1463.3479853510178
prophet,AutoDifferences(max_diffs=310) | LocalMinMaxScaler(stats_=[[-173.75217812  319.4883411 ]]),47.920755587841576,48.28383483611077,52.76657193561625,48.993571688943334,46.208080318876185,42.50134035234489,45.896649344628266,64.31169281867777,72.75567589224543,96.13557373430957,214.32197425552476,315.82567756875306
prophet,"AutoSeasonalDifferences(max_diffs=310, n_seasons=10, season_length=206) | LocalStandardScaler(stats_=[[43.01132166 47.20377674]])",391.28591168247914,433.06475564426535,474.90337117845297,382.1552189687098,320.5707696848959,322.7106435135921,421.1803570516568,431.206908191977,382.27170685838576,560.6960576631135,720.2820513686021,801.0592860928101
