Model,Transforms,test_30_days,test_60_days,test_90_days,test_120_days,test_150_days,test_180_days,test_240_days,test_300_days,test_360_days,test_480_days,test_600_days,test_676_days
prophet,,39.28820878495352,47.863932262332106,50.30241760692827,44.541988436275076,40.96053996559718,42.209979093488734,47.57773290189774,46.272934144763155,45.089118124203544,45.69561457937474,47.749404070990074,47.641011215490956
prophet,AutoDifferences(max_diffs=310),46.38230651826391,41.77685570569362,41.355228506229665,49.74997507058172,101.51560388216355,200.32869627534083,398.887239424046,506.0878527652297,500.18442496469595,460.5367019835313,901.2074942671954,1096.0039499442391
prophet,"AutoSeasonalDifferences(max_diffs=310, n_seasons=10, season_length=206)",39.28820878495352,47.863932262332106,50.30241760692827,44.541988436275076,40.96053996559718,42.209979093488734,47.57773290189774,46.272934144763155,45.089118124203544,45.69561457937474,47.749404070990074,47.641011215490956
prophet,"AutoSeasonalityAndDifferences(max_diffs=310, max_season_length=206, n_seasons=10)",39.28820878495352,47.863932262332106,50.30241760692827,44.541988436275076,40.96053996559718,42.209979093488734,47.57773290189774,46.272934144763155,45.089118124203544,45.69561457937474,47.749404070990074,47.641011215490956
prophet,LocalStandardScaler(stats_=[[37.46320719 34.00893843]]),345.03430883205885,455.61329104872794,507.79529998475005,422.2053476657821,400.1475439197192,488.35305270063714,644.1469432505376,583.778806756472,505.59101254415344,643.3173625388765,922.3308820224269,912.9820150955959
prophet,LocalMinMaxScaler(stats_=[[  3.63624679 211.61653099]]),39.398309476168386,48.21078982287242,50.65972475207974,44.75758436917642,41.12347927021665,42.90284451045424,49.06932632508194,47.85102142489645,46.562000033278345,46.8940474069,49.863387510284,49.92639212000324
prophet,"LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[4.10226185e-005 3.06320700e-321]], upper=2.0)",38.23868116856095,43.62978776650435,48.643686442123304,42.85810223414085,39.03158711638394,41.05800204886943,49.924103016463896,52.39321989091459,53.75424577438098,65.87109844966051,76.51952349832627,81.59649175776119
prophet,AutoDifferences(max_diffs=310) | LocalStandardScaler(stats_=[[1.37671083e-02 2.02302571e+01]]),44.812754341775616,40.254375054235034,43.142658341562225,58.99035462654337,126.98079182151885,254.72628386720518,517.72273137254,668.9685387980475,669.8414623981555,632.0209951716917,1278.3988474279859,1569.8567231768386
prophet,AutoDifferences(max_diffs=310) | LocalMinMaxScaler(stats_=[[-133.53958333  234.99839732]]),41.00364746319304,39.74749287353955,41.36629082966621,48.99368746120078,59.4146547010558,64.18163063986174,60.23915583384285,63.76614047212886,69.10573011981297,78.37450460110296,179.90071491543222,239.2337817056383
prophet,"AutoSeasonalDifferences(max_diffs=310, n_seasons=10, season_length=206) | LocalStandardScaler(stats_=[[37.46320719 34.00893843]])",345.03430883205885,455.61329104872794,507.79529998475005,422.2053476657821,400.1475439197192,488.35305270063714,644.1469432505376,583.778806756472,505.59101254415344,643.3173625388765,922.3308820224269,912.9820150955959
prophet,"AutoSeasonalDifferences(max_diffs=310, n_seasons=10, season_length=206) | LocalMinMaxScaler(stats_=[[  3.63624679 211.61653099]])",39.398309476168386,48.21078982287242,50.65972475207974,44.75758436917642,41.12347927021665,42.90284451045424,49.06932632508194,47.85102142489645,46.562000033278345,46.8940474069,49.863387510284,49.92639212000324
prophet,"AutoSeasonalDifferences(max_diffs=310, n_seasons=10, season_length=206) | LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[4.10226185e-005 3.06320700e-321]], upper=2.0)",38.23868116856095,43.62978776650435,48.643686442123304,42.85810223414085,39.03158711638394,41.05800204886943,49.924103016463896,52.39321989091459,53.75424577438098,65.87109844966051,76.51952349832627,81.59649175776119
prophet,"AutoSeasonalityAndDifferences(max_diffs=310, max_season_length=206, n_seasons=10) | LocalStandardScaler(stats_=[[37.46320719 34.00893843]])",345.03430883205885,455.61329104872794,507.79529998475005,422.2053476657821,400.1475439197192,488.35305270063714,644.1469432505376,583.778806756472,505.59101254415344,643.3173625388765,922.3308820224269,912.9820150955959
prophet,"AutoSeasonalityAndDifferences(max_diffs=310, max_season_length=206, n_seasons=10) | LocalMinMaxScaler(stats_=[[  3.63624679 211.61653099]])",39.398309476168386,48.21078982287242,50.65972475207974,44.75758436917642,41.12347927021665,42.90284451045424,49.06932632508194,47.85102142489645,46.562000033278345,46.8940474069,49.863387510284,49.92639212000324
prophet,"AutoSeasonalityAndDifferences(max_diffs=310, max_season_length=206, n_seasons=10) | LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[4.10226185e-05 0.00000000e+00]], upper=2.0)",38.23868116856095,43.62978776650435,48.643686442123304,42.85810223414085,39.03158711638394,41.05800204886943,49.924103016463896,52.39321989091459,53.75424577438098,65.87109844966051,76.51952349832627,81.59649175776119
prophet_add_season30_5,,41.77723440508607,51.046499973162874,54.48439360158316,47.53402420419745,43.200670320108095,45.65590364888551,52.13225835557074,51.35204550344762,49.78974456744205,51.154743796955785,55.540406648078275,55.84741243876535
prophet_add_season30_5,AutoDifferences(max_diffs=310),47.950635489514355,43.52490350345661,41.9602185504653,43.68067638050226,80.00722173621526,152.10190177651276,292.2190527604092,360.364659559169,348.8618200525387,308.8105113633977,575.35029174488,689.3727064093425
prophet_add_season30_5,"AutoSeasonalDifferences(max_diffs=310, n_seasons=10, season_length=206)",41.77723440508607,51.046499973162874,54.48439360158316,47.53402420419745,43.200670320108095,45.65590364888551,52.13225835557074,51.35204550344762,49.78974456744205,51.154743796955785,55.540406648078275,55.84741243876535
prophet_add_season30_5,"AutoSeasonalityAndDifferences(max_diffs=310, max_season_length=206, n_seasons=10)",41.77723440508607,51.046499973162874,54.48439360158316,47.53402420419745,43.200670320108095,45.65590364888551,52.13225835557074,51.35204550344762,49.78974456744205,51.154743796955785,55.540406648078275,55.84741243876535
prophet_add_season30_5,LocalStandardScaler(stats_=[[37.46320719 34.00893843]]),333.0453741820039,432.2785433919931,477.72691921339225,393.3557459726103,374.80537092772306,474.36735089538604,646.2238781965939,588.2332716594706,511.8771492141046,630.6088329593233,928.1478827610572,920.2020519754512
prophet_add_season30_5,LocalMinMaxScaler(stats_=[[  3.63624679 211.61653099]]),41.7725024982912,51.06167771736448,54.53403451981357,47.559647564695986,43.26560975353774,46.0834027150957,53.07048730427527,52.32077823347293,50.639409799413095,51.77094827183707,56.67277499504893,57.07637184971036
prophet_add_season30_5,"LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[4.10226185e-005 3.06320700e-321]], upper=2.0)",41.01374503295953,46.446113194520485,53.52329754794537,46.25531822599409,41.99247047101255,43.82165772438168,52.492419467472004,54.878875559529114,56.223077604050594,69.87647606085467,80.87913338650374,85.91423075124308
prophet_add_season30_5,AutoDifferences(max_diffs=310) | LocalStandardScaler(stats_=[[1.37671083e-02 2.02302571e+01]]),47.8069281877009,43.37607479253639,41.809285897906214,43.86384871340339,80.8257524662706,153.68199289885467,294.50361393308117,362.0099903746309,349.72032837360325,307.87680573773866,561.8931085660857,668.6659842956972
