Model,Transforms,test_30_days,test_60_days,test_90_days,test_120_days,test_150_days,test_180_days,test_240_days,test_300_days,test_360_days,test_480_days,test_600_days,test_676_days
prophet,,31.73904297826084,32.7922988955035,33.40547301883839,31.960576876963597,30.174061221333726,30.463626561475387,29.591789214411296,28.246440331878176,27.16899775468739,33.536634313952355,34.82228480614119,34.965531673001266
prophet,AutoDifferences(max_diffs=310),32.40162972573257,28.573367551203262,37.18837189550872,60.30787043895425,111.94255723922319,184.75786382589013,331.06625453282845,431.9569490361035,458.41864821932273,490.41208634973106,996.6707895390123,1213.6676222485296
prophet,"AutoSeasonalDifferences(max_diffs=310, n_seasons=10, season_length=206)",31.73904297826084,32.7922988955035,33.40547301883839,31.960576876963597,30.174061221333726,30.463626561475387,29.591789214411296,28.246440331878176,27.16899775468739,33.536634313952355,34.82228480614119,34.965531673001266
prophet,"AutoSeasonalityAndDifferences(max_diffs=310, max_season_length=206, n_seasons=10)",31.73904297826084,32.7922988955035,33.40547301883839,31.960576876963597,30.174061221333726,30.463626561475387,29.591789214411296,28.246440331878176,27.16899775468739,33.536634313952355,34.82228480614119,34.965531673001266
prophet,LocalStandardScaler(stats_=[[39.60601677 32.03712342]]),217.0506273460082,259.58891085859193,284.22473179725216,234.5832678337378,199.12215928221303,200.72308096527928,250.6612281147567,235.20287585964357,204.07168431873436,296.74668221115326,384.75797027920606,387.8297259492823
prophet,LocalMinMaxScaler(stats_=[[  5.11211699 183.47202765]]),31.67396340907656,32.62088308711355,33.24075424747901,31.901446177239507,30.26540231441153,30.83441541640537,30.40118739560501,29.081759459954203,27.854927069641818,33.88888692585613,34.51218853608526,34.416822729753484
prophet,"LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[4.10226185e-005 3.06320700e-321]], upper=2.0)",31.14560618344344,28.243520678476187,28.63856562484092,30.19915545356902,29.819601118710516,31.625962752003424,33.15256607347433,33.22067967220605,31.982242090037165,32.09192726047616,31.39970303352041,31.093277171533135
prophet,AutoDifferences(max_diffs=310) | LocalStandardScaler(stats_=[[ 0.04776218 16.80861278]]),32.580624714179365,28.635356952877906,36.52106434384236,58.68518681553561,108.93535063727042,179.87631357144656,322.0521575179427,419.6032348100033,444.7246950697443,474.61546752481104,963.3378984544593,1172.4145149943226
prophet,AutoDifferences(max_diffs=310) | LocalMinMaxScaler(stats_=[[-102.35088178  183.20311617]]),31.791332987616457,33.99857392505441,37.57729731552781,33.806577107015556,38.930006811819865,52.75362193875138,92.41165094909917,128.90114843933097,144.67609341338087,176.18389756092972,381.1096334113884,475.7101526162081
prophet,"AutoSeasonalDifferences(max_diffs=310, n_seasons=10, season_length=206) | LocalStandardScaler(stats_=[[39.60601677 32.03712342]])",217.0506273460082,259.58891085859193,284.22473179725216,234.5832678337378,199.12215928221303,200.72308096527928,250.6612281147567,235.20287585964357,204.07168431873436,296.74668221115326,384.75797027920606,387.8297259492823
