Model,Transforms,test_30_days,test_60_days,test_90_days,test_120_days,test_150_days,test_180_days,test_240_days,test_300_days,test_360_days,test_480_days,test_494_days
prophet,,22.819190413447686,35.54166391370463,34.61983826077287,34.84858134576686,33.61594290979526,32.96749835327388,35.18462955690167,37.440776375281246,36.35669121401209,35.06607414407323,34.63542583772214
prophet,AutoDifferences(max_diffs=380),58.521343774441746,51.755330502298456,61.84530897287286,66.3830588466607,58.791548671459246,54.59196838094341,52.95915041529376,53.06960415584153,95.55087005637941,244.33167573352677,251.55863956619277
prophet,"AutoSeasonalDifferences(max_diffs=380, n_seasons=10, season_length=267)",22.819190413447686,35.54166391370463,34.61983826077287,34.84858134576686,33.61594290979526,32.96749835327388,35.18462955690167,37.440776375281246,36.35669121401209,35.06607414407323,34.63542583772214
prophet,"AutoSeasonalityAndDifferences(max_diffs=380, max_season_length=267, n_seasons=10)",22.819190413447686,35.54166391370463,34.61983826077287,34.84858134576686,33.61594290979526,32.96749835327388,35.18462955690167,37.440776375281246,36.35669121401209,35.06607414407323,34.63542583772214
prophet,LocalStandardScaler(stats_=[[48.27088754 48.59938052]]),668.0826660721436,657.7538117134346,782.0252584321497,972.268840469609,1130.8693181849312,993.1133631339994,838.1072306590255,723.151167481053,637.7571433495436,1194.130263078123,1227.7282862140519
prophet,LocalMinMaxScaler(stats_=[[  5.1691023  286.54204218]]),21.95123047270526,33.84203234633958,33.21973480628816,33.539963661573125,32.43936514803796,31.976794592513937,34.2043969893432,36.37152599573441,35.58747792255948,35.1687353089183,34.79146635003364
prophet,"LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[4.10226185e-005 3.96240648e-321]], upper=2.0)",22.083998410687837,30.133582976892846,32.12679671410545,32.815962606057056,31.904448015673626,32.82398568751089,37.27314491310574,43.423500266263446,43.60297485401799,48.63672116347615,48.54765683587941
prophet,AutoDifferences(max_diffs=380) | LocalStandardScaler(stats_=[[-2.55305868e-02  3.10128893e+01]]),62.93518824672898,58.30742530676682,74.02118568962234,82.49571679495399,74.24397373751812,66.87052006066737,59.97306380498467,64.52807500405116,130.4943319483813,351.7698238742949,363.31505495807846
prophet,AutoDifferences(max_diffs=380) | LocalMinMaxScaler(stats_=[[-213.24969597  358.98585895]]),47.178351687777656,51.60797400770092,67.74552247726123,75.66109768475519,74.8259986163444,79.11244229918483,84.54284538000306,102.2361876299369,139.36387698848677,266.8565040769793,273.9929486084815
prophet,"AutoSeasonalDifferences(max_diffs=380, n_seasons=10, season_length=267) | LocalStandardScaler(stats_=[[48.27088754 48.59938052]])",668.0826660721436,657.7538117134346,782.0252584321497,972.268840469609,1130.8693181849312,993.1133631339994,838.1072306590255,723.151167481053,637.7571433495436,1194.130263078123,1227.7282862140519
prophet,"AutoSeasonalDifferences(max_diffs=380, n_seasons=10, season_length=267) | LocalMinMaxScaler(stats_=[[  5.1691023  286.54204218]])",21.95123047270526,33.84203234633958,33.21973480628816,33.539963661573125,32.43936514803796,31.976794592513937,34.2043969893432,36.37152599573441,35.58747792255948,35.1687353089183,34.79146635003364
prophet,"AutoSeasonalDifferences(max_diffs=380, n_seasons=10, season_length=267) | LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[4.10226185e-005 3.96240648e-321]], upper=2.0)",22.083998410687837,30.133582976892846,32.12679671410545,32.815962606057056,31.904448015673626,32.82398568751089,37.27314491310574,43.423500266263446,43.60297485401799,48.63672116347615,48.54765683587941
prophet,"AutoSeasonalityAndDifferences(max_diffs=380, max_season_length=267, n_seasons=10) | LocalStandardScaler(stats_=[[48.27088754 48.59938052]])",668.0826660721436,657.7538117134346,782.0252584321497,972.268840469609,1130.8693181849312,993.1133631339994,838.1072306590255,723.151167481053,637.7571433495436,1194.130263078123,1227.7282862140519
