Model,Transforms,test_30_days,test_60_days,test_90_days,test_120_days,test_150_days,test_180_days,test_240_days,test_300_days,test_360_days,test_480_days,test_600_days,test_614_days
prophet,,43.464990085706226,36.235777662377956,33.36932769219387,34.997048024357994,38.73937422515426,38.427770522084614,37.035710093352655,36.09700984732401,36.05894296437517,36.01376644134373,35.2475881160323,35.16052689235883
prophet,AutoDifferences(max_diffs=341),43.737033208491574,43.08637918989548,95.15356250414715,186.57666827998437,292.73458187901775,327.7890689307433,390.01547043609213,364.2098055822315,317.8074323833942,432.96987075094967,735.9732117634459,740.7621758914632
prophet,"AutoSeasonalDifferences(max_diffs=341, n_seasons=10, season_length=227)",43.464990085706226,36.235777662377956,33.36932769219387,34.997048024357994,38.73937422515426,38.427770522084614,37.035710093352655,36.09700984732401,36.05894296437517,36.01376644134373,35.2475881160323,35.16052689235883
prophet,"AutoSeasonalityAndDifferences(max_diffs=341, max_season_length=227, n_seasons=10)",43.464990085706226,36.235777662377956,33.36932769219387,34.997048024357994,38.73937422515426,38.427770522084614,37.035710093352655,36.09700984732401,36.05894296437517,36.01376644134373,35.2475881160323,35.16052689235883
prophet,LocalStandardScaler(stats_=[[41.9639414  37.03456329]]),68.33586577292554,54.532319544721716,108.05620032994956,214.36638359042942,367.36446722854635,428.6370596912396,624.9299955609916,677.6325081908802,627.290005161622,601.0655771648558,917.7107595163467,925.9825135119564
prophet,LocalMinMaxScaler(stats_=[[  3.63624679 211.61653099]]),43.2250103577303,35.983795896221224,33.01468982546157,36.23750457370411,41.71615746510634,41.26856330364092,39.75691328668394,38.427354319356354,37.98407008592884,37.989746310496194,38.32373160745441,38.07411923366144
prophet,"LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[4.10226185e-005 3.36952770e-321]], upper=2.0)",43.92827505666182,35.4668401972671,31.938440983496296,34.90258508021859,41.10241494643568,40.96585336443602,41.764321663641134,41.24857311183662,42.16692593614017,45.74021925260748,52.15881582252182,51.549741031451866
prophet,AutoDifferences(max_diffs=341) | LocalStandardScaler(stats_=[[1.13912929e-02 2.35588732e+01]]),42.80850910874029,49.91822268204355,128.46783778755884,263.93880100596505,427.088061345102,491.0923559008928,612.9918176970173,591.5400776316528,530.5889810882061,781.098535230343,1390.7691915830806,1403.4035134559138
prophet,AutoDifferences(max_diffs=341) | LocalMinMaxScaler(stats_=[[-136.9087305   257.77251817]]),97.20164834345258,159.26703720484875,255.0667303385523,369.600273969896,486.1749848939821,514.1642360976646,543.8809063038437,488.47363931565087,420.7681195053496,473.49428205037844,631.2197090994805,629.6760479987848
prophet,"AutoSeasonalDifferences(max_diffs=341, n_seasons=10, season_length=227) | LocalStandardScaler(stats_=[[41.9639414  37.03456329]])",68.33586577292554,54.532319544721716,108.05620032994956,214.36638359042942,367.36446722854635,428.6370596912396,624.9299955609916,677.6325081908802,627.290005161622,601.0655771648558,917.7107595163467,925.9825135119564
prophet,"AutoSeasonalDifferences(max_diffs=341, n_seasons=10, season_length=227) | LocalMinMaxScaler(stats_=[[  3.63624679 211.61653099]])",43.2250103577303,35.983795896221224,33.01468982546157,36.23750457370411,41.71615746510634,41.26856330364092,39.75691328668394,38.427354319356354,37.98407008592884,37.989746310496194,38.32373160745441,38.07411923366144
prophet,"AutoSeasonalDifferences(max_diffs=341, n_seasons=10, season_length=227) | LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[4.10226185e-005 3.36952770e-321]], upper=2.0)",43.92827505666182,35.4668401972671,31.938440983496296,34.90258508021859,41.10241494643568,40.96585336443602,41.764321663641134,41.24857311183662,42.16692593614017,45.74021925260748,52.15881582252182,51.549741031451866
prophet,"AutoSeasonalityAndDifferences(max_diffs=341, max_season_length=227, n_seasons=10) | LocalStandardScaler(stats_=[[41.9639414  37.03456329]])",68.33586577292554,54.532319544721716,108.05620032994956,214.36638359042942,367.36446722854635,428.6370596912396,624.9299955609916,677.6325081908802,627.290005161622,601.0655771648558,917.7107595163467,925.9825135119564
prophet,"AutoSeasonalityAndDifferences(max_diffs=341, max_season_length=227, n_seasons=10) | LocalMinMaxScaler(stats_=[[  3.63624679 211.61653099]])",43.2250103577303,35.983795896221224,33.01468982546157,36.23750457370411,41.71615746510634,41.26856330364092,39.75691328668394,38.427354319356354,37.98407008592884,37.989746310496194,38.32373160745441,38.07411923366144
