Model,Transforms,test_30_days,test_60_days,test_90_days,test_120_days,test_150_days,test_180_days,test_240_days,test_300_days,test_360_days,test_480_days,test_494_days
prophet,"AutoSeasonalDifferences(max_diffs=380, n_seasons=10, season_length=267) | LocalMinMaxScaler(stats_=[[  3.63624679 211.61653099]])",65.78155790777099,53.44193870851408,45.95447434664946,45.16901659339393,43.40640081819252,41.35004804456929,40.03874604194716,38.971075128404635,39.057471856368714,39.642363501472275,39.25558610873147
prophet,"AutoSeasonalDifferences(max_diffs=380, n_seasons=10, season_length=267) | LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[4.10226185e-005 3.96240648e-321]], upper=2.0)",61.738763090366554,50.843005122700646,45.55915245704003,47.144165575501184,46.1450127468345,44.193842078943035,44.542200421358366,45.97030462173967,46.76319461409296,53.26147110708842,52.42315865752546
prophet,"AutoSeasonalityAndDifferences(max_diffs=380, max_season_length=267, n_seasons=10) | LocalStandardScaler(stats_=[[41.02913136 35.59567409]])",513.6449108746219,394.0401678005367,335.3686695776244,325.7668371664768,286.23818186123276,245.23799594637174,204.0560197649122,175.33226951561494,287.3958857481009,388.25176961936677,394.5808126590464
prophet,"AutoSeasonalityAndDifferences(max_diffs=380, max_season_length=267, n_seasons=10) | LocalMinMaxScaler(stats_=[[  3.63624679 211.61653099]])",65.78155790777099,53.44193870851408,45.95447434664946,45.16901659339393,43.40640081819252,41.35004804456929,40.03874604194716,38.971075128404635,39.057471856368714,39.642363501472275,39.25558610873147
prophet,"AutoSeasonalityAndDifferences(max_diffs=380, max_season_length=267, n_seasons=10) | LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[4.10226185e-05 0.00000000e+00]], upper=2.0)",61.738763090366554,50.843005122700646,45.55915245704003,47.144165575501184,46.1450127468345,44.193842078943035,44.542200421358366,45.97030462173967,46.76319461409296,53.26147110708842,52.42315865752546
prophet_add_season30_5,,63.093402850510785,55.126947748437196,47.43327868689921,44.599177325070166,42.89249606199843,41.28882652216712,40.229418615925,39.22575992226596,39.49635234297674,39.0278182346823,38.85976915288185
prophet_add_season30_5,AutoDifferences(max_diffs=380),18.90261095608527,27.04233664665749,30.136610667250004,32.03506828219138,36.00883521250442,41.8195493743501,51.230421771865885,52.37885192605548,55.969687448335236,78.12772775586409,76.98295136935276
prophet_add_season30_5,"AutoSeasonalDifferences(max_diffs=380, n_seasons=10, season_length=267)",63.093402850510785,55.126947748437196,47.43327868689921,44.599177325070166,42.89249606199843,41.28882652216712,40.229418615925,39.22575992226596,39.49635234297674,39.0278182346823,38.85976915288185
prophet_add_season30_5,"AutoSeasonalityAndDifferences(max_diffs=380, max_season_length=267, n_seasons=10)",63.093402850510785,55.126947748437196,47.43327868689921,44.599177325070166,42.89249606199843,41.28882652216712,40.229418615925,39.22575992226596,39.49635234297674,39.0278182346823,38.85976915288185
prophet_add_season30_5,LocalStandardScaler(stats_=[[41.02913136 35.59567409]]),505.82152358999605,393.0296840028328,337.1268946168261,322.17991441655795,283.9149374006101,243.50996744314136,202.19095208643333,173.51616567483396,279.8512441887049,374.88223569283986,382.77196959757094
prophet_add_season30_5,LocalMinMaxScaler(stats_=[[  3.63624679 211.61653099]]),70.05627737800165,59.505206918368756,50.88039405024265,47.815770010324016,45.674723287787614,43.6228532649325,41.957387215224166,40.652778748709125,41.22334463352988,41.83117677024138,41.474821743181586
prophet_add_season30_5,"LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[4.10226185e-005 3.96240648e-321]], upper=2.0)",63.60104836570829,52.89375301561239,46.60964087261021,47.65443592629572,46.62586522719941,45.15565025151458,45.41013107760284,46.742673027503734,47.54380869927573,53.533360028728275,52.64749159443053
prophet_add_season30_5,AutoDifferences(max_diffs=380) | LocalStandardScaler(stats_=[[-0.0323692  22.70274484]]),19.456817225187393,28.481153561178285,32.4640505111814,34.566561889712574,39.31894278582467,45.386972255971834,54.808071105107246,56.64855518930029,56.841620808667216,70.23537107059688,69.05417884608774
prophet_add_season30_5,AutoDifferences(max_diffs=380) | LocalMinMaxScaler(stats_=[[-136.9087305   257.77251817]]),52.35753751141724,55.69794972251842,56.15488896733607,62.99069160776999,65.54993325204867,64.7921219762609,65.44000455107377,71.27364678384176,95.11020448010868,159.05958474762346,159.89313412611907
prophet_add_season30_5,"AutoSeasonalDifferences(max_diffs=380, n_seasons=10, season_length=267) | LocalStandardScaler(stats_=[[41.02913136 35.59567409]])",505.82152358999605,393.0296840028328,337.1268946168261,322.17991441655795,283.9149374006101,243.50996744314136,202.19095208643333,173.51616567483396,279.8512441887049,374.88223569283986,382.77196959757094
prophet_add_season30_5,"AutoSeasonalDifferences(max_diffs=380, n_seasons=10, season_length=267) | LocalMinMaxScaler(stats_=[[  3.63624679 211.61653099]])",70.05627737800165,59.505206918368756,50.88039405024265,47.815770010324016,45.674723287787614,43.6228532649325,41.957387215224166,40.652778748709125,41.22334463352988,41.83117677024138,41.474821743181586
prophet_add_season30_5,"AutoSeasonalDifferences(max_diffs=380, n_seasons=10, season_length=267) | LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[4.10226185e-005 3.96240648e-321]], upper=2.0)",63.60104836570829,52.89375301561239,46.60964087261021,47.65443592629572,46.62586522719941,45.15565025151458,45.41013107760284,46.742673027503734,47.54380869927573,53.533360028728275,52.64749159443053
prophet_add_season30_5,"AutoSeasonalityAndDifferences(max_diffs=380, max_season_length=267, n_seasons=10) | LocalStandardScaler(stats_=[[41.02913136 35.59567409]])",505.82152358999605,393.0296840028328,337.1268946168261,322.17991441655795,283.9149374006101,243.50996744314136,202.19095208643333,173.51616567483396,279.8512441887049,374.88223569283986,382.77196959757094
prophet_add_season30_5,"AutoSeasonalityAndDifferences(max_diffs=380, max_season_length=267, n_seasons=10) | LocalMinMaxScaler(stats_=[[  3.63624679 211.61653099]])",70.05627737800165,59.505206918368756,50.88039405024265,47.815770010324016,45.674723287787614,43.6228532649325,41.957387215224166,40.652778748709125,41.22334463352988,41.83117677024138,41.474821743181586
prophet_add_season30_5,"AutoSeasonalityAndDifferences(max_diffs=380, max_season_length=267, n_seasons=10) | LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[4.10226185e-05 0.00000000e+00]], upper=2.0)",63.60104836570829,52.89375301561239,46.60964087261021,47.65443592629572,46.62586522719941,45.15565025151458,45.41013107760284,46.742673027503734,47.54380869927573,53.533360028728275,52.64749159443053
prophet_holy,,58.43028750780063,48.84994786474483,42.34458538865374,41.86749616424477,40.592238199630565,39.00935293750305,38.420350972327086,37.849873509674076,37.62226297201912,37.1456902981425,36.88387443182424
prophet_holy,AutoDifferences(max_diffs=380),32.405102795894805,53.89111510610739,69.60261077528709,83.49445659282233,92.97023547509636,98.35893650255552,104.86561267543908,117.12387959882675,159.79646227507976,261.21674791418445,263.9551612349854
prophet_holy,"AutoSeasonalDifferences(max_diffs=380, n_seasons=10, season_length=267)",58.43028750780063,48.84994786474483,42.34458538865374,41.86749616424477,40.592238199630565,39.00935293750305,38.420350972327086,37.849873509674076,37.62226297201912,37.1456902981425,36.88387443182424
prophet_holy,"AutoSeasonalityAndDifferences(max_diffs=380, max_season_length=267, n_seasons=10)",58.43028750780063,48.84994786474483,42.34458538865374,41.86749616424477,40.592238199630565,39.00935293750305,38.420350972327086,37.849873509674076,37.62226297201912,37.1456902981425,36.88387443182424
prophet_holy,LocalStandardScaler(stats_=[[41.02913136 35.59567409]]),576.5448359626024,455.0434330543224,403.80396698162446,354.7933341612144,303.84662906482055,259.2559760335223,209.33202117275655,176.3806468686987,240.31687339882447,266.89255325678886,273.3228866635809
prophet_holy,LocalMinMaxScaler(stats_=[[  3.63624679 211.61653099]]),66.71265749292341,54.070602033177,46.494561210768644,45.68420480403327,43.886230746658434,41.76505260124287,40.400625782120805,39.3418963750251,39.42220336885743,40.15967980553696,39.73348346893227
prophet_holy,"LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[4.10226185e-005 3.96240648e-321]], upper=2.0)",61.732091229107475,50.80570913336777,46.62224159643378,47.66960577549357,46.51302221043754,44.464000135842824,44.64863977532307,45.93397503665964,46.690789408576485,53.06904636640656,52.23120358910784
prophet_holy,AutoDifferences(max_diffs=380) | LocalStandardScaler(stats_=[[-0.0323692  22.70274484]]),24.895675410938363,41.05505724964617,50.93155118319166,59.15854261998296,67.00387307725724,73.13499914955884,81.57241354460884,90.0927198414631,110.2554103114935,158.7341776804061,160.41170593755666
prophet_holy,AutoDifferences(max_diffs=380) | LocalMinMaxScaler(stats_=[[-136.9087305   257.77251817]]),54.73208100166029,54.15200561491537,47.0065081721758,43.53556620377605,43.23909085649344,43.07048497467882,46.2992548829136,51.59927634873254,65.87530470037034,104.04095134808149,104.64123561393961
prophet_holy,"AutoSeasonalDifferences(max_diffs=380, n_seasons=10, season_length=267) | LocalStandardScaler(stats_=[[41.02913136 35.59567409]])",576.5448359626024,455.0434330543224,403.80396698162446,354.7933341612144,303.84662906482055,259.2559760335223,209.33202117275655,176.3806468686987,240.31687339882447,266.89255325678886,273.3228866635809
prophet_holy,"AutoSeasonalDifferences(max_diffs=380, n_seasons=10, season_length=267) | LocalMinMaxScaler(stats_=[[  3.63624679 211.61653099]])",66.71265749292341,54.070602033177,46.494561210768644,45.68420480403327,43.886230746658434,41.76505260124287,40.400625782120805,39.3418963750251,39.42220336885743,40.15967980553696,39.73348346893227
prophet_holy,"AutoSeasonalDifferences(max_diffs=380, n_seasons=10, season_length=267) | LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[4.10226185e-005 3.96240648e-321]], upper=2.0)",61.732091229107475,50.80570913336777,46.62224159643378,47.66960577549357,46.51302221043754,44.464000135842824,44.64863977532307,45.93397503665964,46.690789408576485,53.06904636640656,52.23120358910784
prophet_holy,"AutoSeasonalityAndDifferences(max_diffs=380, max_season_length=267, n_seasons=10) | LocalStandardScaler(stats_=[[41.02913136 35.59567409]])",576.5448359626024,455.0434330543224,403.80396698162446,354.7933341612144,303.84662906482055,259.2559760335223,209.33202117275655,176.3806468686987,240.31687339882447,266.89255325678886,273.3228866635809
prophet_holy,"AutoSeasonalityAndDifferences(max_diffs=380, max_season_length=267, n_seasons=10) | LocalMinMaxScaler(stats_=[[  3.63624679 211.61653099]])",66.71265749292341,54.070602033177,46.494561210768644,45.68420480403327,43.886230746658434,41.76505260124287,40.400625782120805,39.3418963750251,39.42220336885743,40.15967980553696,39.73348346893227
prophet_holy,"AutoSeasonalityAndDifferences(max_diffs=380, max_season_length=267, n_seasons=10) | LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[4.10226185e-05 0.00000000e+00]], upper=2.0)",61.732091229107475,50.80570913336777,46.62224159643378,47.66960577549357,46.51302221043754,44.464000135842824,44.64863977532307,45.93397503665964,46.690789408576485,53.06904636640656,52.23120358910784
prophet_add_season30_5_holy,,63.90098029935619,55.63064158766685,47.80764534934397,44.95805583179154,43.226859051130496,41.57673704333055,40.47509152703855,39.49525526347599,39.71625192442958,39.35536783007309,39.157246424766626
prophet_add_season30_5_holy,AutoDifferences(max_diffs=380),23.32174086708246,37.796451559708174,45.79487307336864,52.07558985078188,59.17675304117278,65.34799868831524,74.0585853847876,80.54588867920188,89.98644195393312,110.93638555417907,111.8513402950301
prophet_add_season30_5_holy,"AutoSeasonalDifferences(max_diffs=380, n_seasons=10, season_length=267)",63.90098029935619,55.63064158766685,47.80764534934397,44.95805583179154,43.226859051130496,41.57673704333055,40.47509152703855,39.49525526347599,39.71625192442958,39.35536783007309,39.157246424766626
prophet_add_season30_5_holy,"AutoSeasonalityAndDifferences(max_diffs=380, max_season_length=267, n_seasons=10)",63.90098029935619,55.63064158766685,47.80764534934397,44.95805583179154,43.226859051130496,41.57673704333055,40.47509152703855,39.49525526347599,39.71625192442958,39.35536783007309,39.157246424766626
prophet_add_season30_5_holy,LocalStandardScaler(stats_=[[41.02913136 35.59567409]]),528.2781888469717,411.6364379780416,357.21666780990995,331.6690545603934,289.74636912364866,248.07612192832528,204.1173754586032,174.12114398604302,266.79969620220606,338.93457332100155,346.29434942802857
prophet_add_season30_5_holy,LocalMinMaxScaler(stats_=[[  3.63624679 211.61653099]]),69.5087046112928,59.072654089059704,50.4837158283606,47.44653806402633,45.312072713195256,43.29876417639339,41.65880716309537,40.29282237493128,40.83691318621842,41.28143852138594,40.970672504005776
prophet_add_season30_5_holy,"LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[4.10226185e-005 3.96240648e-321]], upper=2.0)",63.966086035569845,53.20172852813461,47.63354300950224,48.37123816415881,47.269289297960185,45.722445261192114,45.96846525740222,47.35006084912434,48.13264007920815,54.306014488346165,53.40460410585063
prophet_add_season30_5_holy,AutoDifferences(max_diffs=380) | LocalStandardScaler(stats_=[[-0.0323692  22.70274484]]),18.74233736165296,26.332079043524125,28.526073898740222,30.470560998053,33.43374020544807,38.77327458690153,47.582629350758346,47.28569074648456,60.08866477261646,107.44214091951866,107.10570567676629
prophet_add_season30_5_holy,AutoDifferences(max_diffs=380) | LocalMinMaxScaler(stats_=[[-136.9087305   257.77251817]]),75.57837525249168,89.87896731415151,114.5582159018881,143.15236495687694,152.4166659545692,149.25953532007793,144.24004750117493,166.672193611779,281.9244725081551,567.1972760260774,572.9725895685453
prophet_add_season30_5_holy,"AutoSeasonalDifferences(max_diffs=380, n_seasons=10, season_length=267) | LocalStandardScaler(stats_=[[41.02913136 35.59567409]])",528.2781888469717,411.6364379780416,357.21666780990995,331.6690545603934,289.74636912364866,248.07612192832528,204.1173754586032,174.12114398604302,266.79969620220606,338.93457332100155,346.29434942802857
prophet_add_season30_5_holy,"AutoSeasonalDifferences(max_diffs=380, n_seasons=10, season_length=267) | LocalMinMaxScaler(stats_=[[  3.63624679 211.61653099]])",69.5087046112928,59.072654089059704,50.4837158283606,47.44653806402633,45.312072713195256,43.29876417639339,41.65880716309537,40.29282237493128,40.83691318621842,41.28143852138594,40.970672504005776
prophet_add_season30_5_holy,"AutoSeasonalDifferences(max_diffs=380, n_seasons=10, season_length=267) | LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[4.10226185e-005 3.96240648e-321]], upper=2.0)",63.966086035569845,53.20172852813461,47.63354300950224,48.37123816415881,47.269289297960185,45.722445261192114,45.96846525740222,47.35006084912434,48.13264007920815,54.306014488346165,53.40460410585063
prophet_add_season30_5_holy,"AutoSeasonalityAndDifferences(max_diffs=380, max_season_length=267, n_seasons=10) | LocalStandardScaler(stats_=[[41.02913136 35.59567409]])",528.2781888469717,411.6364379780416,357.21666780990995,331.6690545603934,289.74636912364866,248.07612192832528,204.1173754586032,174.12114398604302,266.79969620220606,338.93457332100155,346.29434942802857
prophet_add_season30_5_holy,"AutoSeasonalityAndDifferences(max_diffs=380, max_season_length=267, n_seasons=10) | LocalMinMaxScaler(stats_=[[  3.63624679 211.61653099]])",69.5087046112928,59.072654089059704,50.4837158283606,47.44653806402633,45.312072713195256,43.29876417639339,41.65880716309537,40.29282237493128,40.83691318621842,41.28143852138594,40.970672504005776
prophet_add_season30_5_holy,"AutoSeasonalityAndDifferences(max_diffs=380, max_season_length=267, n_seasons=10) | LocalBoxCox(lower=0.0, method=loglik, season_length=None, stats_=[[4.10226185e-05 0.00000000e+00]], upper=2.0)",63.966086035569845,53.20172852813461,47.63354300950224,48.37123816415881,47.269289297960185,45.722445261192114,45.96846525740222,47.35006084912434,48.13264007920815,54.306014488346165,53.40460410585063
